index,movie,group,html_color, r,g,b, black, gray,silver, white, maroon, red, olive, yellow, green, lime, teal, aqua, navy, blue, orange, purple, fuchsia, brown
action_10.jpg7,action_10,7,#c6ae92,198,174,146,74.68928466,26.15326868,18.84341837,32.95266841,67.32388781,92.58391825,47.45424978,84.82209606,69.81242307,112.8377512,48.63742358,64.03854268,110.322685,151.4902427,64.48081426,87.88694373,122.9260351,47.55551096
action_10.jpg8,action_10,8,#3a2e2e,58,46,46,21.07277271,33.84704368,57.75453447,79.96752767,56.00354016,104.4052976,65.73637621,123.2227489,78.93956199,139.767748,45.52864619,90.2902122,79.23085946,132.905778,96.14325866,66.59814941,119.0280538,47.44900405
action_10.jpg9,action_10,9,#a5835f,165,131,95,62.65289757,25.96243048,32.93526063,49.99213056,52.73646382,83.84891714,38.86712061,85.95936074,65.90233317,115.2286982,50.24523644,76.13068263,106.981109,152.2127398,59.51837053,83.91456365,124.1089904,31.59320656
action_10.jpg10,action_10,10,#e8cf25,232,207,37,114.0376407,83.63990875,78.51766845,80.20023047,89.06865103,92.79379223,38.07098347,26.10587566,64.14865647,79.32259856,95.64792548,101.157065,168.0585274,211.1094963,32.11739753,142.4759835,175.7801186,67.54675964
action_11.jpg1,action_11,1,#452b15,69,43,21,29.33313305,39.54330976,61.27296586,82.54865282,43.36998618,91.66532105,54.0202329,112.1045815,73.25036073,133.4699206,54.83743152,97.12037625,92.26919323,145.3069617,82.41866968,74.99194235,125.982011,32.68479335
action_11.jpg2,action_11,2,#1a110b,26,17,11,7.822092697,48.04658629,72.07074068,94.32154903,59.64208712,110.2211055,71.57802529,130.7068487,81.9262656,144.5655703,54.57762264,101.1220019,82.36188314,138.0964264,103.8885655,73.19974904,127.551565,53.83783465
action_11.jpg3,action_11,3,#b0672f,176,103,47,70.9406545,49.54810253,56.29347221,69.74069369,34.80664471,60.58570079,40.04130817,83.30124806,76.80667817,123.5614234,74.20988081,100.8139393,116.3340735,161.3883514,43.36961807,88.99714708,127.5292692,13.63245651
action_11.jpg4,action_11,4,#2d1d10,45,29,16,18.01354482,43.15661397,66.55031142,88.52221406,51.41957491,101.2632099,62.79824383,121.6578111,77.02042709,138.8610914,53.81235204,98.8456831,86.87879613,141.5205397,93.62687501,73.61706928,126.7068548,43.70634951
action_11.jpg5,action_11,5,#745b45,116,91,69,44.41282179,22.16734773,41.21758807,62.04783517,48.77458552,89.85709566,46.13556175,100.3701832,67.66523671,123.7957803,44.34230653,80.74854403,94.96339613,144.1464816,73.18792544,75.08814084,121.3206988,31.3996799
action_11.jpg6,action_11,6,#db8f58,219,143,88,81.0818147,48.63635951,48.42736379,57.97681577,47.49988325,63.83664378,42.15740889,76.65403919,78.23825763,119.5165891,73.9804429,93.56038897,120.4956977,162.2836792,39.21920097,92.42887408,126.2869394,28.75853135
action_11.jpg7,action_11,7,#dddddc,221,221,220,88.09141083,34.50881049,10.39854304,11.92152362,87.46737722,110.0428698,68.06022859,96.81984981,82.75576108,119.3130023,49.88802442,50.17600938,110.2979201,145.4354644,83.13462626,90.88715873,119.2318443,70.08124037
action_11.jpg8,action_11,8,#5e3e23,94,62,35,38.22510783,34.5697572,54.30890908,74.8734942,40.70867394,86.09753854,47.64052651,104.3671259,70.46662236,128.6605097,53.52470658,92.74408525,95.63445125,146.882545,74.10197174,75.82091754,124.44321,25.8712395
action_11.jpg9,action_11,9,#958376,149,131,118,57.01236036,10.88038011,24.14094025,45.24292602,60.22402208,95.00812423,50.4817617,97.94383566,69.9939326,121.1552394,38.80469093,67.61340437,95.92393998,141.076826,74.48978072,75.85410698,117.1761697,42.52689485
action_11.jpg10,action_11,10,#854b1c,133,75,28,57.02409194,45.25560617,58.14139919,75.14573518,30.07377017,68.29155592,41.30159383,92.5823757,73.9796733,126.563501,68.10255479,100.8764898,108.2212761,156.431336,55.88557425,83.34340983,126.8894142,6.944422571
action_12.jpg1,action_12,1,#636363,99,99,99,41.96467878,11.62032147,35.73972154,58.0353216,63.45683255,105.1581592,58.97260062,111.5153851,71.97938291,128.2260346,30.71431647,70.1954906,85.34298621,134.1595132,88.84366537,70.37327766,116.9942135,48.98154869
action_12.jpg2,action_12,2,#161617,22,22,23,7.3188574,46.30779429,70.42525623,92.7199613,64.17144994,114.4315589,73.83285196,132.6830532,82.30104334,144.8300415,50.85216683,97.69764533,79.77787064,135.4478521,107.137291,72.33278995,126.6215108,57.73203967
action_12.jpg3,action_12,3,#0a0a0c,10,10,12,2.911158023,50.80852812,74.92563237,97.2201231,65.631365,116.3507388,76.73059365,135.861025,84.62154087,147.4705569,54.54906471,101.5899251,80.10336678,136.2313719,110.1104084,73.76352337,128.4817874,60.27014381
action_12.jpg4,action_12,4,#020203,2,2,3,0.696765911,53.01836087,77.13728364,99.43264833,66.29781515,117.1900665,77.83073577,137.0922848,85.43751784,148.4301364,56.38833963,103.5049614,80.84122947,137.1479894,111.3066283,74.92692053,129.8019967,61.3526107
action_12.jpg5,action_12,5,#818182,129,129,130,54.00818816,0.712692805,23.70628296,45.99849392,67.74782816,104.751407,58.74563733,106.5981324,72.78918894,124.9374531,30.65169906,62.39404833,89.65452227,135.0132495,85.55961844,72.99356452,115.264492,51.83209013
action_12.jpg6,action_12,6,#444444,68,68,68,28.85189661,24.73310365,48.85250371,71.14810378,61.38194089,107.3579087,62.52473804,118.5513307,73.9234937,133.4693278,35.78110973,79.92717309,81.82406745,133.8560541,94.49679383,69.31789431,119.7546311,49.52934489
action_12.jpg7,action_12,7,#bbbbbb,187,187,187,75.88061159,22.29561135,1.823788722,24.11938879,79.32061516,106.9772344,62.9009551,99.21630542,77.73285075,120.3657487,40.82841199,52.38056473,101.9800821,140.7272562,82.50739975,83.23905129,116.5861846,62.08573416
action_12.jpg8,action_12,8,#2b2b2c,43,43,44,17.58133447,36.0239772,60.1407114,82.43523436,62.02315767,110.6907477,68.09024179,125.9213067,77.9370978,139.3558811,42.99871051,89.02899954,79.73658665,133.9595652,100.9369397,69.84390683,122.6912134,53.06436312
action_12.jpg9,action_12,9,#9e9e9f,158,158,159,65.14397546,11.5699147,12.57504195,34.86281093,73.12439858,105.4162407,60.16908657,102.5796643,74.785434,122.3834683,34.51810701,56.48282008,95.28354363,137.2633729,83.52052609,77.41940253,115.2080563,56.37131585
action_12.jpg10,action_12,10,#dedede,222,222,222,88.46967069,34.88467045,10.76527038,11.53032968,87.85182284,110.3304995,68.70002431,97.30000983,83.35211513,119.7834407,50.20954594,50.1859428,110.1916116,145.1197623,83.60574619,90.81729193,118.9218898,70.57146144
action_13.jpg1,action_13,1,#c8cfcf,200,207,207,82.63706458,29.12291815,5.505399361,17.58310689,85.50832562,110.8729459,66.05470527,98.30593569,79.55528374,118.7769889,44.02516214,48.35415384,106.8426096,143.6630788,84.36092173,88.42814512,119.2456791,67.94261743
action_13.jpg2,action_13,2,#e8eeee,232,238,238,93.68136285,40.1280675,16.09200227,6.683814112,92.98717196,113.9395626,71.8211098,97.23405874,85.32813166,118.9948118,53.31958939,48.07728247,114.2625407,147.7802975,85.83100782,95.24635934,121.5411067,75.51972274
action_13.jpg3,action_13,3,#20252a,32,37,42,14.97388546,39.41846544,63.45450969,85.71471771,65.49633493,114.6341847,72.38966959,130.3363716,80.6907013,142.3824217,44.15788106,90.65937399,77.57418737,132.2975204,105.6977106,69.73337867,123.0932831,57.50913232
action_13.jpg4,action_13,4,#565e60,86,94,96,39.44179467,14.70740872,38.56985569,60.80853416,66.19459481,108.9067642,61.08835743,114.2507267,71.89438439,128.9015896,28.37778748,69.93805377,84.34353571,133.8288036,92.54780898,71.12136867,118.5672503,52.11609938
action_13.jpg5,action_13,5,#07080b,7,8,11,2.524948407,51.40506875,75.5196395,97.81289316,66.194127,116.9547783,77.41226298,136.5552762,85.1051055,147.9809037,54.91013411,101.9821628,79.91169697,136.0949024,110.8419501,73.87785873,128.6455357,60.97109414
action_13.jpg6,action_13,6,#8b9392,139,147,146,60.35768058,7.385808422,17.70586822,39.84614316,72.84676616,107.4671279,58.6004935,103.5206932,71.39934047,121.0663416,29.52644212,56.23073845,94.45886942,138.1481103,85.16822726,77.93039979,117.9395856,55.77852459
action_13.jpg7,action_13,7,#28495e,40,73,94,33.97548742,29.44309224,51.10494465,72.52205678,76.06026424,121.5798565,76.49497642,130.6293881,82.39431531,140.6892326,31.09263856,75.08468474,73.6311728,124.7649561,109.297432,67.35531493,116.9018842,65.74776663
action_13.jpg8,action_13,8,#a8b0b0,168,176,176,71.28269437,17.88315624,7.128017175,28.93096282,78.7142345,108.8232047,61.6527857,100.6752679,74.86142188,119.6172268,35.52603074,51.18212303,99.92125817,140.2212898,84.35967827,82.39237206,117.9379415,61.27656812
action_13.jpg9,action_13,9,#717a7b,113,122,123,50.64847187,4.700277704,27.41454652,49.60557826,69.45925522,108.0828465,59.21065322,108.4595321,70.99035406,124.4471152,26.68354592,61.82729633,89.12553181,135.5720903,88.50640343,74.10917555,117.7639489,53.54672906
action_13.jpg10,action_13,10,#3e4244,62,66,68,27.75978396,25.99715986,50.07382391,72.35524209,63.3732545,109.6340675,64.35296244,120.4468001,74.6124387,134.3539437,35.11450065,79.84923107,80.90404151,133.1697969,96.86621385,69.44620742,120.154829,51.85317819
action_14.jpg1,action_14,1,#a0c8d8,160,200,216,79.84935214,29.23628128,15.6141397,26.71871558,92.97490641,122.4514995,73.95034019,109.0895554,81.67599569,122.766716,35.8924551,40.59984417,101.3662802,138.3184685,97.27887657,87.38212826,119.6104704,76.20039208
action_14.jpg2,action_14,2,#78a4b5,120,164,181,67.10058259,20.54170162,21.43487446,39.10192224,87.42918233,121.9521773,71.43876969,113.2623646,77.86096175,124.8743618,25.20766869,45.78867767,93.188582,134.2248081,99.21822197,81.16576375,118.7290477,71.35930001
action_14.jpg3,action_14,3,#32687b,50,104,123,45.80746414,23.47323026,41.5778322,62.06637198,82.24733574,124.6337419,73.48319722,124.219347,77.16805229,132.3733643,19.833744,61.65453605,81.83438225,129.6598809,106.959127,74.60933017,120.4250018,68.80559911
action_14.jpg4,action_14,4,#105367,16,83,103,38.78279407,30.00325439,50.02567396,70.84225782,82.24352916,126.9892964,76.47813135,129.4735788,79.04996072,136.3710151,24.46494197,68.75714566,78.83647444,128.8137355,111.3037026,73.91526314,122.1253256,70.21055772
action_14.jpg5,action_14,5,#dcddde,220,221,222,88.06820987,34.48667952,10.3805684,11.95053857,87.91491461,110.6877171,68.96050998,97.89260019,83.41747399,120.0921941,49.69637058,49.89042059,109.6267778,144.5982646,84.16087294,90.41614643,118.6470133,70.69538203
action_14.jpg6,action_14,6,#04101d,4,16,29,10.69761913,50.16090073,73.96850283,96.11426426,71.11565792,121.4507711,82.65163729,141.1616588,89.25110939,151.6069062,52.43164702,99.1872178,73.24747141,129.2344933,115.8747934,69.65496926,124.1792975,66.15903087
action_14.jpg7,action_14,7,#072533,7,37,51,18.84613496,42.47146046,65.80333565,87.75054651,74.3188585,123.2713848,79.44022831,136.778912,84.38297561,145.6886238,42.39908061,88.89160184,74.30152765,128.881468,113.9374683,70.4868054,123.5493692,66.54476015
action_14.jpg8,action_14,8,#558598,85,133,152,56.16474215,18.82304158,31.114431,50.698569,84.13875838,122.8757029,71.97159319,118.7851397,77.11638826,128.6678311,19.64923935,53.24590206,86.38946918,130.9010101,102.8632171,76.65618764,118.5930624,69.31253076
action_14.jpg9,action_14,9,#010208,1,2,8,2.506822961,53.03176956,77.13374389,99.42075276,67.14527978,118.0348544,79.34347871,138.5132404,86.85926815,149.7836077,56.32836522,103.4276201,79.00623653,135.3361177,112.6120856,73.63034821,128.5407664,62.50298272
action_14.jpg10,action_14,10,#0c3b4b,12,59,75,28.27319162,35.17977275,57.52455399,79.11224335,77.46429034,124.5324138,76.74580468,132.3231227,80.5025643,140.2178515,32.81769102,78.75782387,76.44966353,129.0455181,111.7804071,71.9003368,122.8919872,67.26420607
action_15.jpg1,action_15,1,#080f14,8,15,20,5.403224546,49.70838665,73.78461201,96.05956945,67.7835827,118.3061944,77.79062469,136.7161507,84.86015173,147.5635899,52.5129208,99.58486727,78.62715354,134.6417546,111.5655863,73.11973941,127.7104849,62.04735754
action_15.jpg2,action_15,2,#14252e,20,37,46,16.37498292,40.95250171,64.69541145,86.82777052,70.57266822,119.6227442,75.77516594,133.4551887,81.90033371,143.4821767,42.62273426,89.35076415,76.48528217,131.1849766,110.0848021,70.8568779,124.1039386,62.49007709
action_15.jpg3,action_15,3,#45606b,69,96,107,40.79160176,18.69404146,40.39789962,62.06757844,73.96117761,116.8869536,67.63050418,119.9573019,74.65856479,131.2389292,23.72764018,66.48416329,81.86451842,130.9809381,100.302,71.84817862,119.0132155,60.54173147
action_15.jpg4,action_15,4,#dddfe0,221,223,224,88.70389505,35.12549246,11.03003581,11.33438432,88.60145629,111.2033878,69.33103687,97.87697682,83.60173137,119.9373116,49.99602706,49.50126791,110.1394413,144.9413576,84.46911026,90.99847564,119.0157348,71.34480598
action_15.jpg5,action_15,5,#9cafb4,156,175,180,70.57198599,18.14547688,10.48318063,30.69157504,81.85471007,113.1416715,64.56859679,104.106941,75.48176414,120.635699,32.22679992,48.33419573,98.36320405,138.6946995,88.89959551,82.41253601,118.3389882,64.71601037
action_15.jpg6,action_15,6,#2d4d5c,45,77,92,34.13395006,26.78581036,48.88950321,70.50712288,74.99765873,120.1995175,72.46815937,126.5897395,78.16917543,136.4676905,28.05289432,72.79343443,77.68761034,128.6484595,106.0850142,70.28468111,119.5787458,63.44444585
action_15.jpg7,action_15,7,#809196,128,145,150,59.41013559,8.744378791,19.90882609,41.55621779,75.90777871,111.5470961,62.30789823,107.5474869,72.98969284,123.0549886,26.44111426,54.5592495,92.05584734,135.7954861,89.93604422,77.13326577,117.5004896,59.49447675
action_15.jpg8,action_15,8,#2c393f,44,57,63,23.99441252,31.22062698,55.0319055,77.2129894,67.6487398,114.9329359,69.12826589,125.6914785,76.87515574,137.2979475,35.73344351,81.71495816,78.91945122,132.0370119,102.8624029,70.18276795,121.8070674,57.21181349
action_15.jpg9,action_15,9,#60777f,96,119,127,49.47160776,10.86895665,30.72247308,52.36427903,74.43581533,114.1835551,64.24876916,113.6730648,72.86593321,126.7204468,22.45087817,59.97605175,86.51632489,133.1803952,95.04512924,74.0542936,118.2201111,59.3328452
action_15.jpg10,action_15,10,#b7c8cd,183,200,205,79.75832247,26.71584076,6.769934152,21.5239784,86.65255739,114.1346857,67.59127873,101.9047104,79.15320023,119.9156841,39.64245909,45.88051759,103.848671,141.3000483,88.33576196,86.90703088,118.9668329,69.32288041
action_16.jpg1,action_16,1,#2e2927,46,41,39,17.28595511,36.64309703,60.71884531,82.99664398,59.11862496,107.9942439,66.36922016,124.4519537,77.46102262,138.9770094,45.04455275,90.79816593,81.04692206,135.3301547,98.67643798,70.08363418,122.9915787,50.29732277
action_16.jpg2,action_16,2,#181515,24,21,21,7.243389563,46.52113601,70.63234826,92.92415989,62.65760424,113.0069066,73.2604448,132.1715834,82.41877483,144.9584873,51.86959624,98.61008018,80.06588609,135.7488869,106.1384656,72.05410826,126.3757209,56.46972942
action_16.jpg3,action_16,3,#47382a,71,56,42,27.53296159,31.25788003,54.312045,76.21169621,51.29980861,98.40840462,55.62303579,113.279506,71.33843876,131.6253535,45.17790804,88.28196766,88.19033077,140.9216688,86.51154337,72.73874246,123.6463627,39.17659116
action_16.jpg4,action_16,4,#898072,137,128,114,54.72114015,8.88664558,25.31538559,46.85219206,62.34125645,98.37860017,49.85522643,98.49924418,67.19064209,119.3792703,34.8942718,65.61287851,96.234414,142.1830835,76.7180107,77.50187977,119.8557823,44.26253277
action_16.jpg5,action_16,5,#070506,7,5,6,1.6577022,52.08228848,76.20024279,98.49513617,65.46329069,116.30679,77.1694447,136.3886706,85.15107779,148.0827275,55.89779242,102.9558138,80.54400277,136.7773828,110.4381615,74.24395736,129.0626593,60.44242241
action_16.jpg6,action_16,6,#65615d,101,97,93,41.48943363,12.55154048,36.4392366,58.68947278,61.03154625,102.8221156,56.53798485,109.5705497,70.65965987,127.1492834,32.45392833,71.75948997,86.90082114,135.959243,86.33731884,71.14717472,117.9366498,46.13547936
action_16.jpg7,action_16,7,#4c4945,76,73,69,31.31830242,22.58063004,46.60561591,68.87266921,59.50849207,104.7759526,59.20102804,115.0266723,71.81218563,130.9667663,35.71138347,78.93798751,84.32457864,135.8719414,90.88714541,70.51553541,120.2975988,46.6071435
action_16.jpg8,action_16,8,#735839,115,88,57,45.77557168,27.19537838,44.76022315,64.85868457,46.27764039,87.05985595,41.65372301,96.75346575,65.13335202,121.2759398,47.88407563,83.71268656,99.51856678,148.989891,69.08259423,79.04817766,125.2166195,27.21295489
action_16.jpg9,action_16,9,#aba397,171,163,151,67.73661601,15.57590842,12.67865669,33.46533268,70.22355376,100.4193801,53.56368336,94.83387178,70.82861582,117.2196925,38.58709849,58.39021138,101.5823851,143.6371175,75.72031537,81.89851645,119.103814,51.853045
action_16.jpg10,action_16,10,#dddddd,221,221,221,88.11542344,34.5304232,10.41102313,11.88457693,87.59838383,110.2178758,68.51192829,97.33218663,83.17313178,119.7817746,49.92626856,50.20586333,109.9492215,144.9830334,83.54910316,90.58879338,118.8385583,70.31586464
action_17.jpg1,action_17,1,#a09aa3,160,154,163,64.58334344,12.09767762,14.45629687,36.07948779,72.22959654,104.817917,64.11593297,106.7979938,79.47295076,127.4700444,36.76816285,59.35646193,90.7477454,132.287897,85.91124006,72.68793122,110.247085,56.98034499
action_17.jpg2,action_17,2,#c75620,199,86,32,83.15756977,66.08244355,71.37223388,82.46803181,28.6243157,41.33265995,55.5702666,90.35639144,94.10096413,137.6399768,92.55423185,118.3775552,121.4660762,163.8007636,41.59457157,91.14495508,125.1350053,22.74310108
action_17.jpg3,action_17,3,#df8c35,223,140,53,90.29876601,63.27942123,63.32947406,71.07274445,50.01015541,57.61072141,40.06479884,67.43242901,79.14981712,116.1098603,86.35422424,104.9711777,134.5086726,176.7795556,23.89315403,105.7726685,138.9798109,32.34726075
action_17.jpg4,action_17,4,#dddcdc,221,220,220,87.83719605,34.25334549,10.13842287,12.1688344,87.16159485,109.810929,68.33066623,97.31810341,83.17262986,119.942247,49.92148898,50.58103839,109.683233,144.780182,83.29607261,90.23753038,118.555159,69.9183396
action_17.jpg5,action_17,5,#0d090c,13,9,12,3.274935989,50.83701712,74.9468917,97.23788868,64.71919353,115.4894076,76.9498225,136.0625205,85.39182338,148.2042624,55.23538794,102.1995433,79.38342845,135.5219723,109.842052,72.78063581,127.5385614,59.73094361
action_17.jpg6,action_17,6,#70666c,112,102,108,44.61406109,10.80039317,33.87364524,55.99202476,61.59109806,102.3794449,61.80305838,113.1512654,76.94056752,132.1786704,34.81757632,71.92576138,81.94628241,129.8043577,88.52761962,65.56534031,111.3362431,48.40852916
action_17.jpg7,action_17,7,#aa331c,170,51,28,73.98832348,64.06477114,73.22422948,86.94278967,14.31327318,44.21103732,63.61246967,104.6801368,99.75628114,148.2166918,91.17602006,121.6016152,108.749082,152.1382742,57.10935562,78.69764849,115.4572076,21.08065871
action_17.jpg8,action_17,8,#722118,114,33,24,50.63514681,51.51451092,67.58944222,85.86617934,17.91305036,67.02744716,62.65443987,113.9663588,92.26328343,147.6540672,75.81769836,112.88722,92.25009299,140.8892513,73.14259328,66.80564802,112.5963198,20.91689071
action_17.jpg9,action_17,9,#3d363d,61,54,61,24.22982431,30.54703925,54.43403783,76.64438893,59.95694265,107.4167887,68.54966203,125.0896693,80.67921627,140.8251647,41.91653564,86.36883513,75.69076539,128.7768933,98.82746047,63.98255468,115.8970001,51.23560748
action_17.jpg10,action_17,10,#361415,54,20,21,21.97923587,46.01379113,68.75327911,90.4116796,45.6608593,96.26222749,70.34452944,128.0191834,87.96937517,149.0207972,60.9665769,105.1319567,78.34301758,132.6289324,95.75857625,63.36086063,116.7306284,43.35757942
action_18.jpg1,action_18,1,#504931,80,73,49,34.74585005,27.31667938,49.12060093,70.62785615,54.50460889,98.90865171,47.61804192,104.9735902,62.94057957,122.5165823,40.36320354,81.68256167,95.54909659,147.2338483,81.16105051,79.4999142,128.7214882,38.19148277
action_18.jpg2,action_18,2,#87aa9c,135,170,156,68.46217883,20.1251555,18.75606861,36.57094167,82.85575951,115.2574803,55.45853673,96.35662187,62.85429525,109.1334729,25.99772786,44.72971937,106.7901494,149.6240685,85.42279818,91.61823039,130.1690136,63.12262339
action_18.jpg3,action_18,3,#030604,3,6,4,1.845602899,52.16753205,76.28280792,98.57639065,66.36545997,117.139466,76.43720677,135.7039672,83.74242489,146.741565,55.17774033,102.3121156,82.1046212,138.319906,110.3844745,75.95989602,130.7211865,60.79131738
