index,movie,group,html_color, r,g,b, black, gray,silver, white, maroon, red, olive, yellow, green, lime, teal, aqua, navy, blue, orange, purple, fuchsia, brown
comedy_0.jpg1,comedy_0,1,#4e3723,78,55,35,31.02893282,33.70239115,55.56899377,76.98844366,45.93839795,92.8971742,52.34843333,109.9869397,71.11343942,130.8666627,49.76058564,91.505526,91.3806733,143.7644766,81.50707792,74.0307343,124.3334685,33.30542833
comedy_0.jpg2,comedy_0,2,#1c1009,28,16,9,8.814953751,48.29329701,72.25802476,94.48069051,58.19589619,108.8546741,71.39324155,130.501585,82.47525126,145.0520053,55.62672049,102.0236084,82.26938344,137.9697836,103.1209548,72.60164283,126.9427165,52.77325199
comedy_0.jpg3,comedy_0,3,#e1cea9,225,206,169,86.01625966,36.42735416,21.63533928,26.627409,76.62372849,96.59275899,49.74112313,78.20893261,70.70809894,107.2076662,54.62738332,60.69090381,120.22124,159.0749664,63.08241571,97.62449393,129.1258346,56.31531099
comedy_0.jpg4,comedy_0,4,#a6895b,166,137,91,65.57176748,29.58793434,34.76079224,50.50605943,55.38907714,84.80594716,33.73895459,80.5247234,61.52595468,109.8358247,51.20093682,75.32206567,112.5177092,157.8306999,56.14140398,89.63937337,129.5192971,32.78491469
comedy_0.jpg5,comedy_0,5,#e9e0d1,233,224,209,89.90193691,36.89944402,14.51266909,13.47393035,85.01196571,105.3495716,62.65794575,89.17237683,79.50876304,114.5081948,53.39180973,53.62574078,115.8047915,151.5980328,75.71756802,94.83395362,123.2599253,66.62322742
comedy_0.jpg6,comedy_0,6,#78603f,120,96,63,48.19838328,25.64316905,42.21446941,62.09970949,48.74724387,88.0616077,39.77059037,94.29778619,63.10886683,118.5812024,46.26411707,80.87034951,101.3414177,150.3156594,67.88558589,80.88879828,126.318624,28.72054429
comedy_0.jpg7,comedy_0,7,#d5b469,213,180,105,85.93944172,47.44717438,42.59492235,49.45008364,67.1784078,84.25597664,31.02322767,61.5793463,61.66159196,98.45169723,65.35000645,77.61089014,131.5744696,173.9708354,42.37063112,106.9121524,141.5477119,44.30281319
comedy_0.jpg8,comedy_0,8,#d9bb83,217,187,131,83.78522865,40.17196371,32.47364192,39.6538615,68.79949265,87.93280842,38.61680849,69.7375716,65.30694144,103.2185583,59.3342992,70.44740814,124.5927524,165.7533025,51.15103052,100.5645629,134.2761484,46.95929663
comedy_0.jpg9,comedy_0,9,#67949d,103,148,157,60.68188526,16.83733571,25.05677273,44.50841885,84.12104162,120.746784,66.63562816,111.3807451,72.10290263,121.807194,18.98176543,48.17506044,93.57511683,137.1842099,97.33025626,81.89758527,122.3861971,67.47235689
comedy_0.jpg10,comedy_0,10,#f8f5ee,248,245,238,96.66003068,43.16414321,19.24724404,5.048794399,92.50315146,111.1693557,70.478513,93.24822947,85.56232206,117.4126832,57.4867432,51.38505653,118.1033163,151.2813133,81.93136034,97.85772916,123.1751632,74.79761526
comedy_1.jpg1,comedy_1,1,#dfd0b8,223,208,184,85.23486309,33.51579737,15.26501217,21.09273278,78.75706084,100.0553325,55.5057313,84.87282986,74.48735607,111.7300135,51.86999613,57.17711426,115.5615272,153.4557932,69.5778599,93.79949917,124.612432,59.54271723
comedy_1.jpg2,comedy_1,2,#dddcdc,221,220,220,87.83719605,34.25334549,10.13842287,12.1688344,87.16159485,109.810929,68.33066623,97.31810341,83.17262986,119.942247,49.92148898,50.58103839,109.683233,144.780182,83.29607261,90.23753038,118.555159,69.9183396
