word,freq_grltrain,prop_grltrain,freq_orwell,prop_orwell,freq_crime,prop_crime,freq_lolita,prop_lolita,freq_catcher,prop_catcher,freq_gatsby,prop_gatsby,freq_feynman,prop_feynman,freq_giver,prop_giver,freq_artwar,prop_artwar,freq_vegas,prop_vegas,freq_friends,prop_friends,freq_hitchhike,prop_hitchhike,ncontain,idf,tfidfgrltrain,tfidforwell,tfidfcrime,tfidflolita,tfidfcatcher,tfidfgatsby,tfidffeynman,tfidfgiver,tfidfartwar,tfidfvegas,tfidffriends,tfidfhitchhike
wrench,0.0,0.0,7.0,4.68045841747e-05,8.0,8.63567180129e-05,13.0,0.000110332184747,0.0,0.0,0.0,0.0,0.0,0.0,10.0,6.40803824317e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.496981329958,0.0,2.32610044913e-05,4.29176765688e-05,5.48330359127e-05,0.0,0.0,0.0,3.18467536851e-05,0.0,0.0,0.0,0.0
fundamental,0.0,0.0,23.0,0.00015378649086,16.0,0.000172713436026,7.0,5.94096379407e-05,0.0,0.0,16.0,8.73844204501e-05,0.0,0.0,0.0,0.0,9.0,0.000538599640934,0.0,0.0,58.0,0.000948595914496,0.0,0.0,6,0.354986664255,0.0,5.45921533978e-05,6.13109665269e-05,2.10896291972e-05,0.0,3.10203039235e-05,0.0,0.0,0.000191195689904,0.0,0.000336738899413,0.0
patio,14.0,6.16262281227e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.24245332489,7.65677120317e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tolstoy,0.0,0.0,0.0,0.0,42.0,0.000453372769568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.24245332489,0.0,0.0,0.000563294504966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.42324097185e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.24245332489,0.0,0.0,0.0,0.0,5.49567045228e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
roote,10.0,4.40187343733e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.24245332489,5.46912228798e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
brit,7.0,3.08131140613e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.000115532141042,2,0.828302216596,2.55225706772e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.56955285129e-05
attitude,9.0,3.9616860936e-05,19.0,0.000127041014188,9.0,9.71513077645e-05,17.0,0.000144280549285,71.0,0.000448643012859,25.0,0.000136538156953,24.0,0.00135554927986,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.000588783671066,7.0,8.08724987291e-05,9,0.248490664979,9.84442011836e-06,3.15685060953e-05,2.414119307e-05,3.58523696352e-05,0.000111483600603,3.39284574163e-05,0.000336841341965,0.0,0.0,0.0,0.000146307245952,2.00960609877e-05
ncia,17.0,7.48318484347e-05,35.0,0.000234022920874,21.0,0.000226686384784,11.0,9.33580024782e-05,8.0,5.05513253926e-05,9.0,4.91537365032e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.354986664255,2.65643082559e-05,8.30750160402e-05,8.04706435666e-05,3.31408458813e-05,1.79450463748e-05,1.7448920957e-05,0.0,0.0,0.0,0.0,0.0,0.0
scott,236.0,0.00103884213121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,446.0,0.00243584072005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.828302216596,0.000860475239975,0.0,0.0,0.0,0.0,0.00201761226769,0.0,0.0,0.0,0.0,0.0,0.0
brim,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6.78967290751e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.24245332489,0.0,0.0,0.0,8.43585167888e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
itu,10.0,4.40187343733e-05,14.0,9.36091683494e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5.76723441886e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.621226662447,2.73456114399e-05,5.81525112281e-05,0.0,0.0,0.0,0.0,0.0,3.58275978957e-05,0.0,0.0,0.0,0.0
alle,35.0,0.000154065570307,0.0,0.0,10.0,0.000107945897516,9.0,7.63838202095e-05,11.0,6.95080724148e-05,16.0,8.73844204501e-05,0.0,0.0,8.0,5.12643059454e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.354986664255,5.46912228798e-05,0.0,3.83193540793e-05,2.71152375392e-05,2.46744387653e-05,3.10203039235e-05,0.0,1.81981449629e-05,0.0,0.0,0.0,0.0
alla,13.0,5.72243546854e-05,25.0,0.000167159229195,15.0,0.000161918846274,14.0,0.000118819275881,10.0,6.31891567407e-05,20.0,0.000109230525563,0.0,0.0,8.0,5.12643059454e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.310613331224,1.77746474359e-05,5.19218850251e-05,5.02941522291e-05,3.69068510951e-05,1.96273944724e-05,3.39284574163e-05,0.0,1.59233768426e-05,0.0,0.0,0.0,0.0
allo,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.94096379407e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.24245332489,0.0,0.0,0.0,7.38137021902e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bleaknes,0.0,0.0,9.0,6.01773225103e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.24245332489,0.0,7.47675144362e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wry,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6.78967290751e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.24245332489,0.0,0.0,0.0,8.43585167888e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
colleague,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.000261681631585,0.0,0.0,1,1.24245332489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000325127213226,0.0
vece,0.0,0.0,0.0,0.0,11.0,0.000118740487268,7.0,5.94096379407e-05,17.0,0.000107421566459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.621226662447,0.0,0.0,7.37647566027e-05,3.69068510951e-05,6.67331412063e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sucker,12.0,5.2822481248e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.24245332489,6.56294674558e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prefect,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.0,0.00227598317852,1,1.24245332489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00282780286756
abandone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.91537365032e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.24245332489,0.0,0.0,0.0,0.0,0.0,6.10712233494e-05,0.0,0.0,0.0,0.0,0.0,0.0
miedo,0.0,0.0,18.0,0.000120354645021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.24245332489,0.0,0.000149535028872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
odia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,6.31891567407e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.24245332489,0.0,0.0,0.0,0.0,7.85095778897e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
odio,0.0,0.0,18.0,0.000120354645021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.24245332489,0.0,0.000149535028872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
epoca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.82306839469e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.24245332489,0.0,0.0,0.0,0.0,0.0,4.74998403828e-05,0.0,0.0,0.0,0.0,0.0,0.0
everytime,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.42324097185e-05,10.0,5.46152627813e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.828302216596,0.0,0.0,0.0,0.0,3.66378030152e-05,4.52379432218e-05,0.0,0.0,0.0,0.0,0.0,0.0
nugget,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.000130840815792,0.0,0.0,1,1.24245332489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000162563606613,0.0
eloquence,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6.78967290751e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.24245332489,0.0,0.0,0.0,8.43585167888e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
achiev,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,9.83074730064e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.24245332489,0.0,0.0,0.0,0.0,0.0,0.000122142446699,0.0,0.0,0.0,0.0,0.0,0.0
found,452.0,0.00198964679368,175.0,0.00117011460437,178.0,0.00192143697579,184.0,0.00156162476873,274.0,0.0017313828947,272.0,0.00148553514765,36.0,0.0020333239198,251.0,0.00160841759904,33.0,0.00197486535009,22.0,0.001133436373,111.0,0.00181541631912,168.0,0.0019409399695,12,0.191146665368,0.000380314349872,0.000223663504724,0.000367276270637,0.000298499367099,0.000330948066797,0.000283955089761,0.000388663086883,0.000307443660575,0.000377488926221,0.000216652583107,0.000347010775655,0.00037100420285
cometido,0.0,0.0,0.0,0.0,11.0,0.000118740487268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.24245332489,0.0,0.0,0.000147529513205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
england,24.0,0.000105644962496,33.0,0.000220650182538,0.0,0.0,9.0,7.63838202095e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.000207957853875,4,0.496981329958,5.25035739646e-05,0.000109659021173,0.0,3.79613325549e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000103351170794
reduce,0.0,0.0,32.0,0.00021396381337,0.0,0.0,0.0,0.0,0.0,0.0,11.0,6.00767890595e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.828302216596,0.0,0.000177226700886,0.0,0.0,0.0,4.97617375439e-05,0.0,0.0,0.0,0.0,0.0,0.0
clockwork,0.0,0.0,9.0,6.01773225103e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.24245332489,0.0,7.47675144362e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nossa,11.0,4.84206078107e-05,11.0,7.3550060846e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.828302216596,4.01068967785e-05,6.09216784295e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
awesomenes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.08724987291e-05,1,1.24245332489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000100480304939
terrify,18.0,7.9233721872e-05,136.0,0.000909346206823,8.0,8.63567180129e-05,17.0,0.000144280549285,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.000166608994322,0.0,0.0,7.0,0.000360638845956,0.0,0.0,0.0,0.0,6,0.354986664255,2.81269146239e-05,0.000322805776613,3.06554832635e-05,5.12176709075e-05,0.0,0.0,0.0,5.91439711295e-05,0.0,0.000128021980927,0.0,0.0
nosso,0.0,0.0,9.0,6.01773225103e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.24245332489,0.0,7.47675144362e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
quelque,8.0,3.52149874987e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.24245332489,4.37529783038e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
psychology,15.0,6.602810156e-05,14.0,9.36091683494e-05,109.0,0.00117661028293,21.0,0.000178228913822,0.0,0.0,0.0,0.0,7.0,0.00039536853996,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.000866820404625,0.0,0.0,6,0.354986664255,2.34390955199e-05,3.32300064161e-05,0.000417680959465,6.32688875916e-05,0.0,0.0,0.000140350559152,0.0,0.0,0.0,0.000307709683946,0.0
suoi,0.0,0.0,7.0,4.68045841747e-05,15.0,0.000161918846274,9.0,7.63838202095e-05,0.0,0.0,17.0,9.28459467283e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.496981329958,0.0,2.32610044913e-05,8.04706435666e-05,3.79613325549e-05,0.0,4.61427020862e-05,0.0,0.0,0.0,0.0,0.0,0.0
research,7.0,3.08131140613e-05,9.0,6.01773225103e-05,0.0,0.0,7.0,5.94096379407e-05,0.0,0.0,14.0,7.64613678939e-05,15.0,0.000847218299915,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.000294391835533,12.0,0.00013863856925,7,0.310613331224,9.57096400396e-06,1.8691878609e-05,0.0,1.84534255475e-05,0.0,2.37499201914e-05,0.00026315729841,0.0,0.0,0.0,9.14420287199e-05,4.30629878308e-05
blacke,23.0,0.000101243089059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.24245332489,0.000125789812624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
highway,0.0,0.0,0.0,0.0,0.0,0.0,11.0,9.33580024782e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.000412158681092,0.0,0.0,41.0,0.000473681778271,3,0.621226662447,0.0,0.0,0.0,5.79964802923e-05,0.0,0.0,0.0,0.0,0.0,0.000256043961853,0.0,0.000294263750177
belief,9.0,3.9616860936e-05,89.0,0.000595086855935,47.0,0.000507345718326,12.0,0.000101845093613,18.0,0.000113740482133,31.0,0.000169307314622,0.0,0.0,22.0,0.00014097684135,0.0,0.0,0.0,0.0,14.0,0.000228971427637,7.0,8.08724987291e-05,9,0.248490664979,9.84442011836e-06,0.000147873528552,0.000126070674921,2.53075550366e-05,2.82634480403e-05,4.20712871962e-05,0.0,3.50314290536e-05,0.0,0.0,5.68972623146e-05,2.00960609877e-05
imagina,14.0,6.16262281227e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.24245332489,7.65677120317e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
believ,11.0,4.84206078107e-05,34.0,0.000227336551706,18.0,0.000194302615529,10.0,8.48709113438e-05,11.0,6.95080724148e-05,12.0,6.55383153376e-05,0.0,0.0,7.0,4.48562677022e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.310613331224,1.50400862919e-05,7.06137636342e-05,6.03529826749e-05,2.63620364965e-05,2.15901339197e-05,2.03570744498e-05,0.0,1.39329547372e-05,0.0,0.0,0.0,0.0
imagine,210.0,0.00092439342184,156.0,0.00104307359018,38.0,0.000410194410561,82.0,0.00069594147302,64.0,0.000404410603141,89.0,0.000486075838754,11.0,0.000621293419938,167.0,0.00107014238661,0.0,0.0,11.0,0.000566718186502,17.0,0.000278036733559,37.0,0.000427468921854,11,0.207075554149,0.000191419280079,0.000215995041705,8.49412348758e-05,0.000144112466181,8.37435497491e-05,0.000100654423668,0.000128654679223,0.000221600327726,0.0,0.000117353482516,5.75746106755e-05,8.85183638744e-05
jobles,17.0,7.48318484347e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.24245332489,9.29750788956e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
definition,0.0,0.0,16.0,0.000106981906685,0.0,0.0,12.0,0.000101845093613,14.0,8.8464819437e-05,12.0,6.55383153376e-05,0.0,0.0,9.0,5.76723441886e-05,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.000115532141042,6,0.354986664255,0.0,3.79771501898e-05,0.0,3.61536500523e-05,3.14038311559e-05,2.32652279426e-05,0.0,2.04729130833e-05,0.0,0.0,0.0,4.10123693627e-05
sonra,8.0,3.52149874987e-05,10.0,6.68636916781e-05,7.0,7.55621282613e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.621226662447,2.18764891519e-05,4.15375080201e-05,4.69412087472e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
leonardo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.000289460892741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.24245332489,0.0,0.0,0.0,0.0,0.0,0.000359641648613,0.0,0.0,0.0,0.0,0.0,0.0
struggl,53.0,0.000233299292179,20.0,0.000133727383356,17.0,0.000183508025777,7.0,5.94096379407e-05,52.0,0.000328583615052,18.0,9.83074730064e-05,0.0,0.0,7.0,4.48562677022e-05,0.0,0.0,0.0,0.0,8.0,0.000130840815792,0.0,0.0,8,0.276100738865,6.44141069473e-05,3.69222293512e-05,5.06667015049e-05,1.64030449311e-05,9.07221788948e-05,2.71427659331e-05,0.0,1.23848486553e-05,0.0,0.0,3.6125245914e-05,0.0
sicken,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.000169741822688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.24245332489,0.0,0.0,0.0,0.000210896291972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fruit,0.0,0.0,0.0,0.0,0.0,0.0,10.0,8.48709113438e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.24245332489,0.0,0.0,0.0,0.000105448145986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
w,26.0,0.000114448709371,14.0,9.36091683494e-05,0.0,0.0,0.0,0.0,14.0,8.8464819437e-05,9.0,4.91537365032e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.496981329958,5.6878871795e-05,4.65220089825e-05,0.0,0.0,4.39653636183e-05,2.44284893397e-05,0.0,0.0,0.0,0.0,0.0,0.0
anecdote,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.42324097185e-05,0.0,0.0,94.0,0.00530923467947,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0013901836678,0.0,0.0,3,0.621226662447,0.0,0.0,0.0,0.0,2.74783522614e-05,0.0,0.00329823814007,0.0,0.0,0.0,0.000863619160133,0.0
existential,0.0,0.0,0.0,0.0,18.0,0.000194302615529,0.0,0.0,15.0,9.47837351111e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.08724987291e-05,3,0.621226662447,0.0,0.0,0.00012070596535,0.0,5.88821834173e-05,0.0,0.0,0.0,0.0,0.0,0.0,5.02401524693e-05
castle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,6.31891567407e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.24245332489,0.0,0.0,0.0,0.0,7.85095778897e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
euphemism,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5.76723441886e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.24245332489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.16551957915e-05,0.0,0.0,0.0,0.0
major,59.0,0.000259710532803,52.0,0.000347691196726,26.0,0.000280659333542,22.0,0.000186716004956,34.0,0.000214843132918,60.0,0.000327691576688,8.0,0.000451849759955,29.0,0.000185833109052,0.0,0.0,0.0,0.0,19.0,0.000310746937507,32.0,0.000369702851333,10,0.225900604526,5.8668766362e-05,7.85436515289e-05,6.34011131131e-05,4.21792583944e-05,4.85331936046e-05,7.4025725272e-05,0.000102073133929,4.19798116758e-05,0.0,0.0,7.01979210375e-05,8.35160976112e-05
hinckley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.42324097185e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.24245332489,0.0,0.0,0.0,0.0,5.49567045228e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
number,67.0,0.000294925520301,43.0,0.000287513874216,27.0,0.000291453923294,27.0,0.000229151460628,36.0,0.000227480964267,36.0,0.000196614946013,12.0,0.000677774639932,47.0,0.000301177797429,12.0,0.000718132854578,0.0,0.0,20.0,0.000327102039481,59.0,0.000681639632146,11,0.207075554149,6.10718655491e-05,5.95370948288e-05,6.03529826749e-05,4.74516656937e-05,4.71057467338e-05,4.07141488996e-05,0.000140350559152,6.23665593e-05,0.000148707758814,0.0,6.77348360888e-05,0.000141150904556
ethereal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.36922102251e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.24245332489,0.0,0.0,0.0,0.0,0.0,5.42855318661e-05,0.0,0.0,0.0,0.0,0.0,0.0
storyteller,0.0,0.0,0.0,0.0,0.0,0.0,9.0,7.63838202095e-05,0.0,0.0,8.0,4.36922102251e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.828302216596,0.0,0.0,0.0,6.32688875916e-05,0.0,3.61903545774e-05,0.0,0.0,0.0,0.0,0.0,0.0
glitter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.000169307314622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.24245332489,0.0,0.0,0.0,0.0,0.0,0.000210356435981,0.0,0.0,0.0,0.0,0.0,0.0
jes,310.0,0.00136458076557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.24245332489,0.00169542790927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
guess,373.0,0.00164189879213,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5.68702410666e-05,0.0,0.0,0.0,0.0,10.0,6.40803824317e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.621226662447,0.00101999130671,0.0,0.0,0.0,3.53293100504e-05,0.0,0.0,3.98084421064e-05,0.0,0.0,0.0,0.0
guest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.000251230208794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.24245332489,0.0,0.0,0.0,0.0,0.0,0.00031214180823,0.0,0.0,0.0,0.0,0.0,0.0
nome,0.0,0.0,0.0,0.0,7.0,7.55621282613e-05,0.0,0.0,0.0,0.0,7.0,3.82306839469e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.828302216596,0.0,0.0,6.25882783296e-05,0.0,0.0,3.16665602552e-05,0.0,0.0,0.0,0.0,0.0,0.0
introduction,0.0,0.0,18.0,0.000120354645021,20.0,0.000215891795032,26.0,0.000220664369494,12.0,7.58269880888e-05,18.0,9.83074730064e-05,0.0,0.0,31.0,0.000198649185538,11.0,0.00065828845003,0.0,0.0,0.0,0.0,22.0,0.000254170710292,8,0.276100738865,0.0,3.32300064161e-05,5.96078841234e-05,6.09255954585e-05,2.09358874373e-05,2.71427659331e-05,0.0,5.48471869021e-05,0.00018175392744,0.0,0.0,7.01767209094e-05
