word,freq_grltrain,prop_grltrain,freq_orwell,prop_orwell,freq_crime,prop_crime,freq_lolita,prop_lolita,freq_catcher,prop_catcher,freq_gatsby,prop_gatsby,freq_feynman,prop_feynman,freq_giver,prop_giver,freq_artwar,prop_artwar,freq_vegas,prop_vegas,freq_friends,prop_friends,freq_hitchhike,prop_hitchhike,ncontain,idf,tfidfgrltrain,tfidforwell,tfidfcrime,tfidflolita,tfidfcatcher,tfidfgatsby,tfidffeynman,tfidfgiver,tfidfartwar,tfidfvegas,tfidffriends,tfidfhitchhike
sexuality,0.0,0.0,7.0,4.68045841747e-05,0.0,0.0,31.0,0.000263099825166,22.0,0.00013901614483,0.0,0.0,0.0,0.0,9.0,5.76723441886e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.496981329958,0.0,2.32610044913e-05,0.0,0.000130755701023,6.9088428543e-05,0.0,0.0,2.86620783166e-05,0.0,0.0,0.0,0.0
increasing,13.0,5.72243546854e-05,13.0,8.69227991816e-05,8.0,8.63567180129e-05,7.0,5.94096379407e-05,0.0,0.0,7.0,3.82306839469e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.414151108298,2.36995299146e-05,3.59991736174e-05,3.5764730474e-05,2.46045673967e-05,0.0,1.58332801276e-05,0.0,0.0,0.0,0.0,0.0,0.0
succumb,0.0,0.0,12.0,8.02364300138e-05,12.0,0.000129535077019,7.0,5.94096379407e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.621226662447,0.0,4.98450096241e-05,8.04706435666e-05,3.69068510951e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ongo,0.0,0.0,7.0,4.68045841747e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.24245332489,0.0,5.81525112281e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
culo,0.0,0.0,8.0,5.34909533425e-05,11.0,0.000118740487268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.828302216596,0.0,4.43066752214e-05,9.83530088036e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hero,18.0,7.9233721872e-05,36.0,0.000240709290041,37.0,0.00039939982081,34.0,0.000288561098569,60.0,0.000379134940444,42.0,0.000229384103682,10.0,0.000564812199944,17.0,0.000108936650134,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.000207957853875,9,0.248490664979,1.96888402367e-05,5.98140115489e-05,9.92471270654e-05,7.17047392704e-05,9.42114934677e-05,5.69998084594e-05,0.000140350559152,2.70697406323e-05,0.0,0.0,0.0,5.16755853969e-05
daha,8.0,3.52149874987e-05,11.0,7.3550060846e-05,8.0,8.63567180129e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.621226662447,2.18764891519e-05,4.56912588221e-05,5.36470957111e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aten,0.0,0.0,7.0,4.68045841747e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.24245332489,0.0,5.81525112281e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cula,7.0,3.08131140613e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.24245332489,3.82838560159e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
china,0.0,0.0,25.0,0.000167159229195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.00131657690006,0.0,0.0,0.0,0.0,0.0,0.0,2,0.828302216596,0.0,0.000138458360067,0.0,0.0,0.0,0.0,0.0,0.0,0.00109052356464,0.0,0.0,0.0
cult,0.0,0.0,9.0,6.01773225103e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.000564812199944,0.0,0.0,0.0,0.0,8.0,0.000412158681092,0.0,0.0,16.0,0.000184851425667,4,0.496981329958,0.0,2.99070057745e-05,0.0,0.0,0.0,0.0,0.000280701118304,0.0,0.0,0.000204835169483,0.0,9.18677073724e-05
herr,9.0,3.9616860936e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.24245332489,4.92221005918e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
conversational,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.42324097185e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.24245332489,0.0,0.0,0.0,0.0,5.49567045228e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
quart,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.000463678516229,0.0,0.0,0.0,0.0,1,1.24245332489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00057609891417,0.0,0.0
substance,10.0,4.40187343733e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,7.64613678939e-05,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.000618238021638,0.0,0.0,0.0,0.0,3,0.621226662447,2.73456114399e-05,0.0,0.0,0.0,0.0,4.74998403828e-05,0.0,0.0,0.0,0.00038406594278,0.0,0.0
forgivenes,0.0,0.0,0.0,0.0,11.0,0.000118740487268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.24245332489,0.0,0.0,0.000147529513205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
elaborate,0.0,0.0,7.0,4.68045841747e-05,0.0,0.0,8.0,6.78967290751e-05,0.0,0.0,28.0,0.000152922735788,0.0,0.0,9.0,5.76723441886e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.496981329958,0.0,2.32610044913e-05,0.0,3.37434067155e-05,0.0,7.59997446125e-05,0.0,2.86620783166e-05,0.0,0.0,0.0,0.0
controversy,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.000195203096091,17.0,0.000107421566459,0.0,0.0,0.0,0.0,8.0,5.12643059454e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.621226662447,0.0,0.0,0.0,0.000121265367884,6.67331412063e-05,0.0,0.0,3.18467536851e-05,0.0,0.0,0.0,0.0
kidd,8.0,3.52149874987e-05,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.000126378313481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.828302216596,2.91686522026e-05,0.0,0.0,0.0,0.000104679437186,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reporte,15.0,6.602810156e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.24245332489,8.20368343197e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
military,0.0,0.0,12.0,8.02364300138e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,0.00777977259126,0.0,0.0,0.0,0.0,0.0,0.0,2,0.828302216596,0.0,6.64600128322e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00644400288196,0.0,0.0,0.0
criticism,17.0,7.48318484347e-05,18.0,0.000120354645021,11.0,0.000118740487268,0.0,0.0,26.0,0.000164291807526,24.0,0.000131076630675,0.0,0.0,15.0,9.61205736476e-05,0.0,0.0,0.0,0.0,35.0,0.000572428569092,0.0,0.0,7,0.310613331224,2.32437697239e-05,3.73837572181e-05,3.68823783013e-05,0.0,5.10312256283e-05,4.07141488996e-05,0.0,2.98563315798e-05,0.0,0.0,0.000177803944733,0.0
golden,15.0,6.602810156e-05,0.0,0.0,0.0,0.0,9.0,7.63838202095e-05,0.0,0.0,40.0,0.000218461051125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.000359812243429,0.0,0.0,4,0.496981329958,3.28147337279e-05,0.0,0.0,3.79613325549e-05,0.0,0.000108571063732,0.0,0.0,0.0,0.0,0.000178819967275,0.0
divide,0.0,0.0,37.0,0.000247395659209,12.0,0.000129535077019,8.0,6.78967290751e-05,0.0,0.0,17.0,9.28459467283e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.496981329958,0.0,0.000122951023739,6.43765148533e-05,3.37434067155e-05,0.0,4.61427020862e-05,0.0,0.0,0.0,0.0,0.0,0.0
replace,7.0,3.08131140613e-05,28.0,0.000187218336699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.00012175272662,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.08724987291e-05,4,0.496981329958,1.53135424063e-05,9.3044017965e-05,0.0,0.0,0.0,0.0,0.0,6.05088320017e-05,0.0,0.0,0.0,4.01921219754e-05
psychological,416.0,0.00183117934993,40.0,0.000267454766713,239.0,0.00257990695064,42.0,0.000356457827644,30.0,0.000189567470222,8.0,4.36922102251e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.354986664255,0.000650044249086,9.49428754745e-05,0.000915832562496,0.000126537775183,6.72939239055e-05,1.55101519617e-05,0.0,0.0,0.0,0.0,0.0,0.0
sett,51.0,0.000224495545304,64.0,0.00042792762674,33.0,0.000356221461803,14.0,0.000118819275881,31.0,0.000195886385896,84.0,0.000458768207363,0.0,0.0,100.0,0.000640803824317,7.0,0.000418910831837,0.0,0.0,8.0,0.000130840815792,23.0,0.000265723924396,10,0.225900604526,5.07136793976e-05,9.6669109574e-05,8.04706435666e-05,2.6841346251e-05,4.42508529924e-05,0.000103636015381,0.0,0.000144757971296,9.46322101546e-05,0.0,2.95570193842e-05,6.00271951581e-05
cocaine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.000515198351365,0.0,0.0,0.0,0.0,1,1.24245332489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000640109904634,0.0,0.0
unit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,0.000570315403642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.24245332489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000708590269494,0.0,0.0,0.0,0.0
spoke,0.0,0.0,9.0,6.01773225103e-05,11.0,0.000118740487268,0.0,0.0,26.0,0.000164291807526,10.0,5.46152627813e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.000114485713818,0.0,0.0,5,0.414151108298,0.0,2.49225048121e-05,4.91765044018e-05,0.0,6.80416341711e-05,2.26189716109e-05,0.0,0.0,0.0,0.0,4.74143852622e-05,0.0
insecurity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5.68702410666e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.24245332489,0.0,0.0,0.0,0.0,7.06586201008e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
