word,freq_grltrain,prop_grltrain,freq_orwell,prop_orwell,freq_crime,prop_crime,freq_lolita,prop_lolita,freq_catcher,prop_catcher,freq_gatsby,prop_gatsby,freq_feynman,prop_feynman,freq_giver,prop_giver,freq_artwar,prop_artwar,freq_vegas,prop_vegas,freq_friends,prop_friends,freq_hitchhike,prop_hitchhike
distinct,36.0,0.000158467443744,9.0,6.01773225103e-05,8.0,8.63567180129e-05,10.0,8.48709113438e-05,17.0,0.000107421566459,17.0,9.28459467283e-05,0.0,0.0,9.0,5.76723441886e-05,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.000150191783354
row,36.0,0.000158467443744,0.0,0.0,0.0,0.0,0.0,0.0,11.0,6.95080724148e-05,9.0,4.91537365032e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tre,36.0,0.000158467443744,24.0,0.000160472860028,0.0,0.0,13.0,0.000110332184747,0.0,0.0,8.0,4.36922102251e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
yeah,36.0,0.000158467443744,15.0,0.000100295537517,9.0,9.71513077645e-05,13.0,0.000110332184747,41.0,0.000259075542637,17.0,9.28459467283e-05,0.0,0.0,12.0,7.68964589181e-05,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.000219511067979
plu,36.0,0.000158467443744,54.0,0.000361063935062,18.0,0.000194302615529,18.0,0.000152767640419,18.0,0.000113740482133,18.0,9.83074730064e-05,0.0,0.0,12.0,7.68964589181e-05,0.0,0.0,0.0,0.0,11.0,0.000179906121715,21.0,0.000242617496187
individual,36.0,0.000158467443744,140.0,0.000936091683494,44.0,0.000474961949071,24.0,0.000203690187225,47.0,0.000296989036681,43.0,0.00023484562996,12.0,0.000677774639932,110.0,0.000704884206749,9.0,0.000538599640934,0.0,0.0,31.0,0.000507008161196,8.0,9.24257128333e-05
qualit,36.0,0.000158467443744,0.0,0.0,9.0,9.71513077645e-05,15.0,0.000127306367016,20.0,0.000126378313481,14.0,7.64613678939e-05,0.0,0.0,17.0,0.000108936650134,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.08724987291e-05
ele,36.0,0.000158467443744,30.0,0.000200591075034,22.0,0.000237480974536,29.0,0.000246125642897,9.0,5.68702410666e-05,31.0,0.000169307314622,0.0,0.0,14.0,8.97125354044e-05,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.00013863856925
today,36.0,0.000158467443744,274.0,0.00183206515198,42.0,0.000453372769568,49.0,0.000415867465585,112.0,0.000707718555496,119.0,0.000649921627098,7.0,0.00039536853996,116.0,0.000743332436208,64.0,0.00383004189108,15.0,0.000772797527048,110.0,0.00179906121715,26.0,0.000300383566708
free,36.0,0.000158467443744,139.0,0.000929405314326,32.0,0.000345426872052,26.0,0.000220664369494,26.0,0.000164291807526,40.0,0.000218461051125,10.0,0.000564812199944,146.0,0.000935573583503,0.0,0.0,11.0,0.000566718186502,7.0,0.000114485713818,19.0,0.000219511067979
hint,36.0,0.000158467443744,18.0,0.000120354645021,12.0,0.000129535077019,16.0,0.00013579345815,11.0,6.95080724148e-05,27.0,0.00014746120951,0.0,0.0,17.0,0.000108936650134,0.0,0.0,0.0,0.0,8.0,0.000130840815792,0.0,0.0
sobre,36.0,0.000158467443744,36.0,0.000240709290041,24.0,0.000259070154039,23.0,0.000195203096091,27.0,0.0001706107232,21.0,0.000114692051841,0.0,0.0,11.0,7.04884206749e-05,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.000115532141042
format,36.0,0.000158467443744,0.0,0.0,0.0,0.0,8.0,6.78967290751e-05,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5.76723441886e-05,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.000173298211562
sympathize,36.0,0.000158467443744,10.0,6.68636916781e-05,16.0,0.000172713436026,62.0,0.000526199650332,22.0,0.00013901614483,11.0,6.00767890595e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
trie,36.0,0.000158467443744,35.0,0.000234022920874,33.0,0.000356221461803,23.0,0.000195203096091,50.0,0.000315945783704,53.0,0.000289460892741,12.0,0.000677774639932,32.0,0.000205057223782,0.0,0.0,0.0,0.0,29.0,0.000474297957248,32.0,0.000369702851333
hasta,36.0,0.000158467443744,20.0,0.000133727383356,15.0,0.000161918846274,10.0,8.48709113438e-05,14.0,8.8464819437e-05,11.0,6.00767890595e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cheate,35.0,0.000154065570307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,7.64613678939e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
account,35.0,0.000154065570307,23.0,0.00015378649086,12.0,0.000129535077019,41.0,0.00034797073651,33.0,0.000208524217244,19.0,0.000103768999285,16.0,0.00090369951991,9.0,5.76723441886e-05,0.0,0.0,21.0,0.00108191653787,7.0,0.000114485713818,0.0,0.0
qu,35.0,0.000154065570307,29.0,0.000193904705867,16.0,0.000172713436026,15.0,0.000127306367016,21.0,0.000132697229155,18.0,9.83074730064e-05,0.0,0.0,8.0,5.12643059454e-05,0.0,0.0,0.0,0.0,8.0,0.000130840815792,8.0,9.24257128333e-05
out,35.0,0.000154065570307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reach,35.0,0.000154065570307,24.0,0.000160472860028,20.0,0.000215891795032,19.0,0.000161254731553,41.0,0.000259075542637,98.0,0.000535229575257,0.0,0.0,51.0,0.000326809950402,0.0,0.0,0.0,0.0,10.0,0.000163551019741,10.0,0.000115532141042
eso,35.0,0.000154065570307,34.0,0.000227336551706,11.0,0.000118740487268,14.0,0.000118819275881,25.0,0.000157972891852,22.0,0.000120153578119,0.0,0.0,11.0,7.04884206749e-05,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.000103978926937
game,35.0,0.000154065570307,60.0,0.000401182150069,33.0,0.000356221461803,59.0,0.000500738376929,69.0,0.000436005181511,25.0,0.000136538156953,0.0,0.0,129.0,0.000826636933369,23.0,0.00137642130461,0.0,0.0,7.0,0.000114485713818,21.0,0.000242617496187
harm,35.0,0.000154065570307,11.0,7.3550060846e-05,8.0,8.63567180129e-05,13.0,0.000110332184747,0.0,0.0,8.0,4.36922102251e-05,0.0,0.0,9.0,5.76723441886e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hist,35.0,0.000154065570307,27.0,0.000180531967531,14.0,0.000151124256523,17.0,0.000144280549285,11.0,6.95080724148e-05,8.0,4.36922102251e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hipwell,35.0,0.000154065570307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
blow,35.0,0.000154065570307,40.0,0.000267454766713,11.0,0.000118740487268,18.0,0.000152767640419,16.0,0.000101102650785,14.0,7.64613678939e-05,0.0,0.0,11.0,7.04884206749e-05,0.0,0.0,0.0,0.0,8.0,0.000130840815792,30.0,0.000346596423125
portraye,35.0,0.000154065570307,24.0,0.000160472860028,14.0,0.000151124256523,14.0,0.000118819275881,27.0,0.0001706107232,39.0,0.000212999524847,0.0,0.0,16.0,0.000102528611891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
blogspot,35.0,0.000154065570307,17.0,0.000113668275853,7.0,7.55621282613e-05,11.0,9.33580024782e-05,8.0,5.05513253926e-05,21.0,0.000114692051841,0.0,0.0,18.0,0.000115344688377,0.0,0.0,0.0,0.0,7.0,0.000114485713818,0.0,0.0
mis,35.0,0.000154065570307,10.0,6.68636916781e-05,8.0,8.63567180129e-05,18.0,0.000152767640419,42.0,0.000265394458311,38.0,0.000207537998569,0.0,0.0,18.0,0.000115344688377,0.0,0.0,8.0,0.000412158681092,7.0,0.000114485713818,29.0,0.000335043209021
fantas,35.0,0.000154065570307,0.0,0.0,0.0,0.0,16.0,0.00013579345815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
modern,35.0,0.000154065570307,123.0,0.000822423407641,72.0,0.000777210462116,49.0,0.000415867465585,58.0,0.000366497109096,77.0,0.000420537523416,10.0,0.000564812199944,46.0,0.000294769759186,43.0,0.00257330939557,9.0,0.000463678516229,29.0,0.000474297957248,32.0,0.000369702851333
alle,35.0,0.000154065570307,0.0,0.0,10.0,0.000107945897516,9.0,7.63838202095e-05,11.0,6.95080724148e-05,16.0,8.73844204501e-05,0.0,0.0,8.0,5.12643059454e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
punto,35.0,0.000154065570307,17.0,0.000113668275853,15.0,0.000161918846274,8.0,6.78967290751e-05,16.0,0.000101102650785,16.0,8.73844204501e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
casa,35.0,0.000154065570307,10.0,6.68636916781e-05,0.0,0.0,0.0,0.0,12.0,7.58269880888e-05,26.0,0.000141999683231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wake,35.0,0.000154065570307,13.0,8.69227991816e-05,7.0,7.55621282613e-05,0.0,0.0,21.0,0.000132697229155,30.0,0.000163845788344,0.0,0.0,15.0,9.61205736476e-05,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.000231064282083
seller,35.0,0.000154065570307,0.0,0.0,0.0,0.0,10.0,8.48709113438e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.000130840815792,0.0,0.0
indee,35.0,0.000154065570307,57.0,0.000381123042565,37.0,0.00039939982081,61.0,0.000517712559197,32.0,0.00020220530157,44.0,0.000240307156238,10.0,0.000564812199944,13.0,8.33044971612e-05,7.0,0.000418910831837,7.0,0.000360638845956,16.0,0.000261681631585,19.0,0.000219511067979
worst,34.0,0.000149663696869,68.0,0.000454673103411,21.0,0.000226686384784,17.0,0.000144280549285,26.0,0.000164291807526,22.0,0.000120153578119,0.0,0.0,35.0,0.000224281338511,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.000288830352604
coaster,34.0,0.000149663696869,0.0,0.0,8.0,8.63567180129e-05,0.0,0.0,0.0,0.0,7.0,3.82306839469e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
diary,34.0,0.000149663696869,60.0,0.000401182150069,0.0,0.0,11.0,9.33580024782e-05,13.0,8.21459037629e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.000360638845956,0.0,0.0,0.0,0.0
readable,34.0,0.000149663696869,0.0,0.0,15.0,0.000161918846274,9.0,7.63838202095e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.000114485713818,0.0,0.0
hitchcockian,34.0,0.000149663696869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,34.0,0.000149663696869,37.0,0.000247395659209,23.0,0.000248275564287,16.0,0.00013579345815,39.0,0.000246437711289,174.0,0.000950305572395,0.0,0.0,30.0,0.000192241147295,0.0,0.0,0.0,0.0,21.0,0.000343457141455,21.0,0.000242617496187
twice,34.0,0.000149663696869,11.0,7.3550060846e-05,25.0,0.00026986474379,22.0,0.000186716004956,34.0,0.000214843132918,37.0,0.000202076472291,0.0,0.0,16.0,0.000102528611891,0.0,0.0,0.0,0.0,29.0,0.000474297957248,15.0,0.000173298211562
escape,34.0,0.000149663696869,54.0,0.000361063935062,25.0,0.00026986474379,41.0,0.00034797073651,48.0,0.000303307952355,37.0,0.000202076472291,0.0,0.0,110.0,0.000704884206749,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.000577660705208
driven,34.0,0.000149663696869,13.0,8.69227991816e-05,23.0,0.000248275564287,14.0,0.000118819275881,19.0,0.000120059397807,39.0,0.000212999524847,0.0,0.0,10.0,6.40803824317e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
onto,34.0,0.000149663696869,16.0,0.000106981906685,13.0,0.000140329666771,18.0,0.000152767640419,34.0,0.000214843132918,19.0,0.000103768999285,0.0,0.0,23.0,0.000147384879593,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.000288830352604
bu,34.0,0.000149663696869,22.0,0.000147100121692,22.0,0.000237480974536,7.0,5.94096379407e-05,23.0,0.000145335060504,10.0,5.46152627813e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
presente,34.0,0.000149663696869,57.0,0.000381123042565,18.0,0.000194302615529,29.0,0.000246125642897,18.0,0.000113740482133,41.0,0.000223922577403,0.0,0.0,44.0,0.0002819536827,7.0,0.000418910831837,0.0,0.0,25.0,0.000408877549352,23.0,0.000265723924396
revolve,34.0,0.000149663696869,11.0,7.3550060846e-05,10.0,0.000107945897516,0.0,0.0,16.0,0.000101102650785,17.0,9.28459467283e-05,0.0,0.0,14.0,8.97125354044e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stalk,34.0,0.000149663696869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
challenge,34.0,0.000149663696869,40.0,0.000267454766713,34.0,0.000367016051555,50.0,0.000424354556719,44.0,0.000278032289659,49.0,0.000267614787629,10.0,0.000564812199944,59.0,0.000378074256347,8.0,0.000478755236385,0.0,0.0,41.0,0.000670559180936,23.0,0.000265723924396
haunt,34.0,0.000149663696869,62.0,0.000414554888404,24.0,0.000259070154039,38.0,0.000322509463107,12.0,7.58269880888e-05,36.0,0.000196614946013,0.0,0.0,22.0,0.00014097684135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chang,34.0,0.000149663696869,52.0,0.000347691196726,15.0,0.000161918846274,8.0,6.78967290751e-05,43.0,0.000271713373985,18.0,9.83074730064e-05,0.0,0.0,39.0,0.000249913491484,0.0,0.0,0.0,0.0,63.0,0.00103037142437,8.0,9.24257128333e-05
beyond,34.0,0.000149663696869,61.0,0.000407868519237,52.0,0.000561318667084,51.0,0.000432841647854,45.0,0.000284351205333,73.0,0.000398691418304,0.0,0.0,86.0,0.000551091288913,16.0,0.000957510472771,0.0,0.0,9.0,0.000147195917767,32.0,0.000369702851333
tanto,34.0,0.000149663696869,42.0,0.000280827505048,19.0,0.000205097205281,23.0,0.000195203096091,16.0,0.000101102650785,26.0,0.000141999683231,0.0,0.0,14.0,8.97125354044e-05,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.000173298211562
web,34.0,0.000149663696869,0.0,0.0,0.0,0.0,16.0,0.00013579345815,0.0,0.0,12.0,6.55383153376e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ahead,34.0,0.000149663696869,26.0,0.000173845598363,16.0,0.000172713436026,9.0,7.63838202095e-05,22.0,0.00013901614483,32.0,0.0001747688409,0.0,0.0,23.0,0.000147384879593,7.0,0.000418910831837,0.0,0.0,14.0,0.000228971427637,13.0,0.000150191783354
deck,34.0,0.000149663696869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.91537365032e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
group,34.0,0.000149663696869,84.0,0.000561655010096,13.0,0.000140329666771,14.0,0.000118819275881,22.0,0.00013901614483,51.0,0.000278537840185,0.0,0.0,98.0,0.000627987747831,10.0,0.000598444045482,0.0,0.0,14.0,0.000228971427637,28.0,0.000323489994917
entwine,34.0,0.000149663696869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adult,34.0,0.000149663696869,45.0,0.000300886612552,11.0,0.000118740487268,73.0,0.00061955765281,396.0,0.00250229060693,45.0,0.000245768682516,0.0,0.0,387.0,0.00247991080011,0.0,0.0,0.0,0.0,23.0,0.000376167345403,28.0,0.000323489994917
explore,34.0,0.000149663696869,33.0,0.000220650182538,62.0,0.0006692645646,31.0,0.000263099825166,24.0,0.000151653976178,35.0,0.000191153419735,0.0,0.0,46.0,0.000294769759186,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.000219511067979
roller,34.0,0.000149663696869,0.0,0.0,8.0,8.63567180129e-05,7.0,5.94096379407e-05,0.0,0.0,8.0,4.36922102251e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
layer,34.0,0.000149663696869,7.0,4.68045841747e-05,15.0,0.000161918846274,36.0,0.000305535280838,12.0,7.58269880888e-05,28.0,0.000152922735788,0.0,0.0,12.0,7.68964589181e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tangle,34.0,0.000149663696869,0.0,0.0,0.0,0.0,15.0,0.000127306367016,0.0,0.0,11.0,6.00767890595e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
explain,34.0,0.000149663696869,66.0,0.000441300365076,30.0,0.000323837692548,51.0,0.000432841647854,75.0,0.000473918675555,49.0,0.000267614787629,24.0,0.00135554927986,75.0,0.000480602868238,24.0,0.00143626570916,7.0,0.000360638845956,43.0,0.000703269384885,49.0,0.000566107491104
breath,33.0,0.000145261823432,19.0,0.000127041014188,24.0,0.000259070154039,22.0,0.000186716004956,17.0,0.000107421566459,66.0,0.000360460734357,0.0,0.0,10.0,6.40803824317e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
demon,33.0,0.000145261823432,0.0,0.0,10.0,0.000107945897516,9.0,7.63838202095e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
persona,33.0,0.000145261823432,31.0,0.000207277444202,20.0,0.000215891795032,14.0,0.000118819275881,45.0,0.000284351205333,36.0,0.000196614946013,0.0,0.0,15.0,9.61205736476e-05,0.0,0.0,0.0,0.0,16.0,0.000261681631585,0.0,0.0
hid,33.0,0.000145261823432,20.0,0.000133727383356,0.0,0.0,10.0,8.48709113438e-05,15.0,9.47837351111e-05,13.0,7.09998416157e-05,0.0,0.0,12.0,7.68964589181e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
psycho,33.0,0.000145261823432,0.0,0.0,11.0,0.000118740487268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
romance,33.0,0.000145261823432,40.0,0.000267454766713,15.0,0.000161918846274,75.0,0.000636531835079,10.0,6.31891567407e-05,128.0,0.000699075363601,0.0,0.0,28.0,0.000179425070809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
possib,33.0,0.000145261823432,55.0,0.00036775030423,31.0,0.0003346322823,44.0,0.000373432009913,37.0,0.000233799879941,61.0,0.000333153102966,0.0,0.0,36.0,0.000230689376754,0.0,0.0,15.0,0.000772797527048,19.0,0.000310746937507,35.0,0.000404362493646
concept,33.0,0.000145261823432,178.0,0.00119017371187,31.0,0.0003346322823,17.0,0.000144280549285,15.0,9.47837351111e-05,28.0,0.000152922735788,15.0,0.000847218299915,171.0,0.00109577453958,29.0,0.0017354877319,0.0,0.0,77.0,0.001259342852,45.0,0.000519894634687
physical,33.0,0.000145261823432,76.0,0.000508164056754,47.0,0.000507345718326,27.0,0.000229151460628,33.0,0.000208524217244,36.0,0.000196614946013,0.0,0.0,34.0,0.000217873300268,9.0,0.000538599640934,0.0,0.0,0.0,0.0,8.0,9.24257128333e-05
include,33.0,0.000145261823432,41.0,0.00027414113588,22.0,0.000237480974536,22.0,0.000186716004956,30.0,0.000189567470222,52.0,0.000283999366463,8.0,0.000451849759955,53.0,0.000339626026888,13.0,0.000777977259126,0.0,0.0,27.0,0.0004415877533,23.0,0.000265723924396
equal,33.0,0.000145261823432,54.0,0.000361063935062,18.0,0.000194302615529,28.0,0.000237638551763,15.0,9.47837351111e-05,31.0,0.000169307314622,8.0,0.000451849759955,54.0,0.000346034065131,0.0,0.0,9.0,0.000463678516229,0.0,0.0,12.0,0.00013863856925
background,33.0,0.000145261823432,22.0,0.000147100121692,12.0,0.000129535077019,12.0,0.000101845093613,16.0,0.000101102650785,39.0,0.000212999524847,8.0,0.000451849759955,13.0,8.33044971612e-05,0.0,0.0,0.0,0.0,0.0,0.0,8.0,9.24257128333e-05
cosa,33.0,0.000145261823432,52.0,0.000347691196726,27.0,0.000291453923294,26.0,0.000220664369494,41.0,0.000259075542637,30.0,0.000163845788344,0.0,0.0,12.0,7.68964589181e-05,0.0,0.0,0.0,0.0,8.0,0.000130840815792,16.0,0.000184851425667
heavy,33.0,0.000145261823432,19.0,0.000127041014188,39.0,0.000420989000313,18.0,0.000152767640419,14.0,8.8464819437e-05,11.0,6.00767890595e-05,0.0,0.0,27.0,0.000173017032566,0.0,0.0,9.0,0.000463678516229,0.0,0.0,11.0,0.000127085355146
gap,33.0,0.000145261823432,0.0,0.0,0.0,0.0,11.0,9.33580024782e-05,7.0,4.42324097185e-05,11.0,6.00767890595e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kille,33.0,0.000145261823432,30.0,0.000200591075034,54.0,0.000582907846587,11.0,9.33580024782e-05,80.0,0.000505513253926,74.0,0.000404152944582,0.0,0.0,66.0,0.000422930524049,0.0,0.0,0.0,0.0,0.0,0.0,8.0,9.24257128333e-05
heroine,33.0,0.000145261823432,0.0,0.0,0.0,0.0,8.0,6.78967290751e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
audible,33.0,0.000145261823432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
everybody,33.0,0.000145261823432,44.0,0.000294200243384,17.0,0.000183508025777,10.0,8.48709113438e-05,141.0,0.000890967110044,29.0,0.000158384262066,7.0,0.00039536853996,56.0,0.000358850141618,0.0,0.0,0.0,0.0,48.0,0.000785044894755,10.0,0.000115532141042
sentence,33.0,0.000145261823432,56.0,0.000374436673398,39.0,0.000420989000313,125.0,0.0010608863918,56.0,0.000353859277748,135.0,0.000737306047548,0.0,0.0,29.0,0.000185833109052,8.0,0.000478755236385,9.0,0.000463678516229,10.0,0.000163551019741,43.0,0.000496788206479
30,33.0,0.000145261823432,31.0,0.000207277444202,11.0,0.000118740487268,14.0,0.000118819275881,27.0,0.0001706107232,39.0,0.000212999524847,0.0,0.0,7.0,4.48562677022e-05,0.0,0.0,0.0,0.0,33.0,0.000539718365144,24.0,0.0002772771385
predict,33.0,0.000145261823432,35.0,0.000234022920874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.12643059454e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nicht,33.0,0.000145261823432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jealou,33.0,0.000145261823432,0.0,0.0,0.0,0.0,8.0,6.78967290751e-05,0.0,0.0,7.0,3.82306839469e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prose,32.0,0.000140859949995,30.0,0.000200591075034,32.0,0.000345426872052,349.0,0.0029619948059,28.0,0.000176929638874,194.0,0.00105953609796,0.0,0.0,22.0,0.00014097684135,0.0,0.0,22.0,0.001133436373,0.0,0.0,14.0,0.000161744997458
realise,32.0,0.000140859949995,32.0,0.00021396381337,11.0,0.000118740487268,28.0,0.000237638551763,28.0,0.000176929638874,28.0,0.000152922735788,0.0,0.0,19.0,0.00012175272662,0.0,0.0,0.0,0.0,7.0,0.000114485713818,16.0,0.000184851425667
invent,32.0,0.000140859949995,8.0,5.34909533425e-05,0.0,0.0,11.0,9.33580024782e-05,0.0,0.0,7.0,3.82306839469e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.000207957853875
safe,32.0,0.000140859949995,27.0,0.000180531967531,0.0,0.0,21.0,0.000178228913822,20.0,0.000126378313481,19.0,0.000103768999285,48.0,0.00271109855973,72.0,0.000461378753508,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.000184851425667
age,32.0,0.000140859949995,97.0,0.000648577809278,45.0,0.000485756538823,175.0,0.00148524094852,352.0,0.00222425831727,283.0,0.00154561193671,0.0,0.0,440.0,0.002819536827,28.0,0.00167564332735,20.0,0.00103039670273,65.0,0.00106308162831,58.0,0.000670086418041
section,32.0,0.000140859949995,45.0,0.000300886612552,16.0,0.000172713436026,18.0,0.000152767640419,16.0,0.000101102650785,25.0,0.000136538156953,0.0,0.0,17.0,0.000108936650134,11.0,0.00065828845003,0.0,0.0,34.0,0.000556073467118,16.0,0.000184851425667
wrote,32.0,0.000140859949995,101.0,0.000675323285949,33.0,0.000356221461803,78.0,0.000661993108482,107.0,0.000676123977126,95.0,0.000518844996423,8.0,0.000451849759955,48.0,0.000307585835672,12.0,0.000718132854578,14.0,0.000721277691911,33.0,0.000539718365144,42.0,0.000485234992375
dia,32.0,0.000140859949995,20.0,0.000133727383356,13.0,0.000140329666771,0.0,0.0,8.0,5.05513253926e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
buzz,32.0,0.000140859949995,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5.68702410666e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
novela,32.0,0.000140859949995,36.0,0.000240709290041,41.0,0.000442578179816,22.0,0.000186716004956,19.0,0.000120059397807,23.0,0.000125615104397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.000103978926937
superb,32.0,0.000140859949995,13.0,8.69227991816e-05,20.0,0.000215891795032,30.0,0.000254612734032,7.0,4.42324097185e-05,20.0,0.000109230525563,0.0,0.0,7.0,4.48562677022e-05,0.0,0.0,0.0,0.0,7.0,0.000114485713818,8.0,9.24257128333e-05
per,32.0,0.000140859949995,52.0,0.000347691196726,35.0,0.000377810641307,37.0,0.000314022371972,28.0,0.000176929638874,48.0,0.00026215326135,0.0,0.0,28.0,0.000179425070809,0.0,0.0,0.0,0.0,11.0,0.000179906121715,28.0,0.000323489994917
dem,32.0,0.000140859949995,11.0,7.3550060846e-05,12.0,0.000129535077019,0.0,0.0,10.0,6.31891567407e-05,11.0,6.00767890595e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scary,32.0,0.000140859949995,124.0,0.000829109776809,14.0,0.000151124256523,17.0,0.000144280549285,16.0,0.000101102650785,0.0,0.0,0.0,0.0,26.0,0.000166608994322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
