,Apartment,Rent,Url
15750,450 West 17th Street #721,"$5,195",http://streeteasy.com/building/the-caledonia/721?featured=1
15751,1 N 4th Place #PH1G,"$7,846",http://streeteasy.com/building/1n4th-1-north-4-place-brooklyn/ph1g?featured=1
15752,4 West 90th Street #1C,"$2,650",http://streeteasy.com/building/4-west-90-street-new_york/1c
15753,226 E 53rd Street #3B,"$4,999",http://streeteasy.com/building/226-east-53-street-new_york/3b
15754,370 W 52nd Street #3A,"$2,700",http://streeteasy.com/building/778-9-avenue-manhattan/3a
15755,77 Saint Marks Place #5B,"$4,400",http://streeteasy.com/building/77-st-marks-place-manhattan/5b
15756,60 Riverside Boulevard #3003,"$12,500",http://streeteasy.com/building/the-aldyn/3003
15757,455 Main Street #16A,"$3,507",http://streeteasy.com/building/riverwalk-place/16a
15758,101 Sutton Street #219,"$3,000",http://streeteasy.com/building/101-sutton-street-brooklyn/219
15759,160 West 88th Street #2,"$9,975",http://streeteasy.com/building/160-west-88-street-new_york/2
15760,95 Wall Street #2215,"$3,016",http://streeteasy.com/building/95-wall-street-new_york/2215
15761,101 Sutton Street #217,"$3,450",http://streeteasy.com/building/101-sutton-street-brooklyn/217
15762,877 Bay Ridge Avenue #1U,"$1,750",http://streeteasy.com/building/877-bay-ridge-avenue-brooklyn/1u
15763,95 Wall Street #1009,"$3,066",http://streeteasy.com/building/95-wall-street-new_york/1009
15764,315 West 36th Street #17A,"$9,000",http://streeteasy.com/building/315-west-36-street-new_york/17a?featured=1
15765,21 West Street #14J,"$3,695",http://streeteasy.com/building/21-west-street/14j?featured=1
15766,96 President Street #2F,"$3,000",http://streeteasy.com/building/247-columbia-street-brooklyn/2f
15767,188-30 87th Dr #1L,"$1,850",http://streeteasy.com/building/188_30-87-drive-hollis/1l
15768,400 Fifth Avenue #31E,"$8,995",http://streeteasy.com/building/the-residences-at-400-fifth-avenue/31e
15769,70 Little West Street #9C,"$3,995",http://streeteasy.com/rental/1695750
15770,145 Sixth Avenue #6B,"$20,000",http://streeteasy.com/building/145-6-avenue-new_york/6b
15771,401 West 45th Street #4AA,"$2,975",http://streeteasy.com/building/643-9-avenue-new_york/4aa
15772,77 East 12th Street #4H,"$3,695",http://streeteasy.com/building/77-east-12-street-new_york/4h
15773,672 4th Avenue #1,"$2,800",http://streeteasy.com/building/672-4-avenue-brooklyn/1
15774,138 Baxter Street #2W,"$7,250",http://streeteasy.com/building/206-centre-street-manhattan/2w
15775,305 Grand Street #3B,"$2,906",http://streeteasy.com/building/305-grand-street-brooklyn/3b
15776,247 West 46th Street #4202,"$8,650",http://streeteasy.com/building/platinum-condominium/4202
15777,148 Freeman Street #2L,"$2,500",http://streeteasy.com/building/148-freeman-street-brooklyn/2l
15778,200 North End Avenue #5D,"$4,595",http://streeteasy.com/building/liberty-luxe/5d?featured=1
15779,405 East 87th Street #1D,"$2,495",http://streeteasy.com/building/405-east-87-street-new_york/1d?featured=1
15780,407 Pacific Street #1,"$2,550",http://streeteasy.com/building/407-pacific-street-brooklyn/1
15781,350 West 47th Street #1A,"$2,195",http://streeteasy.com/building/350-west-47-street-new_york/1a
15782,2834 Ford Street #1N,"$2,600",http://streeteasy.com/building/2832-ford-street-brooklyn/1n
15783,512 W 158th Street #51,"$3,600",http://streeteasy.com/rental/1695551
15784,508 W 158th Street #3,"$3,200",http://streeteasy.com/rental/1695552
15785,516 W 159th Street #17,"$2,750",http://streeteasy.com/rental/1695550
15786,516 W 159th Street #14,"$2,750",http://streeteasy.com/rental/1695549
15787,748 East Ninth Street #E2,"$2,700",http://streeteasy.com/building/129-avenue-d-manhattan/e2
15788,10-15 166th Street 2ND-FLOOR,"$2,200",http://streeteasy.com/building/10_15-166-street-queens/2nd-floor
15789,29 West 131st Street #1,"$2,400",http://streeteasy.com/building/29-west-131-street-manhattan/1
15790,50 Lexington Avenue #2A,"$2,850",http://streeteasy.com/building/50-lexington-avenue-new_york/2a
15791,161 East 110th Street #4F,"$3,300",http://streeteasy.com/building/mirada-condominium/4f
15792,2750 Homecrest Avenue #223,"$1,895",http://streeteasy.com/building/the-hollywood/223?featured=1
15793,372 Central Park West #7Y,"$2,875",http://streeteasy.com/building/the-vaux-condominium/7y?featured=1
15794,220 Riverside Boulevard #42A,"$12,000",http://streeteasy.com/building/trump-place-220/42a
15795,225 East 47th Street #6C,"$2,850",http://streeteasy.com/building/225-east-47-street-manhattan/6c
15796,343 Fourth Avenue #6C,"$5,000",http://streeteasy.com/building/novo-condominium/6c
15797,130 Jane Street #5/6G,"$7,000",http://streeteasy.com/building/130-jane-street-new_york/56g
15798,720 West 172nd Street #4C,"$2,750",http://streeteasy.com/building/720-west-172-street-manhattan/4c
15799,200 East 89th Street #6E,"$2,850",http://streeteasy.com/building/the-monarch/6e
15800,106 Central Park South #35A,"$14,900",http://streeteasy.com/building/trump-parc/35a
15801,327 East 52nd Street #3F,"$2,600",http://streeteasy.com/building/327-east-52-street-manhattan/3f
15802,104 West 83rd Street #3B,"$3,000",http://streeteasy.com/building/104-west-83-street-manhattan/3b
15803,90 Bank Street #5C,"$2,850",http://streeteasy.com/building/581-hudson-street-manhattan/5c
15804,322 W 11th Street #18,"$3,300",http://streeteasy.com/building/322-west-11-street-manhattan/18
15805,1256 Troy Avenue #1F,"$1,675",http://streeteasy.com/building/4323-avenue-d-brooklyn/1f
15806,708 Lorimer Street #3A,"$3,100",http://streeteasy.com/building/706-lorimer-street-brooklyn/3a?featured=1
15807,509 Hicks Street #PARLOR,"$2,400",http://streeteasy.com/building/509-hicks-street-brooklyn/parlor?featured=1
15808,101 Warren Street #2430,"$12,500",http://streeteasy.com/building/101-warren-street-new_york/2430
15809,59 Cooper #2B,"$1,425",http://streeteasy.com/building/59-cooper-street-manhattan/2b
15810,64 East 94th Street #5D,"$2,900",http://streeteasy.com/rental/1695401
15811,64 East 94th Street #5D,"$3,350",http://streeteasy.com/rental/1695402
15812,155 West 71st Street #6J,"$3,600",http://streeteasy.com/building/the-gatsby-house/6j
15813,515 East 72nd Street #12J,"$25,000",http://streeteasy.com/rental/1695366
15814,361 East 50th Street #2I,"$5,302",http://streeteasy.com/building/361-east-50th-street-new_york/2i
15815,20 Pine Street #2705,"$3,800",http://streeteasy.com/building/20-pine-the-collection/2705
15816,1605 Lincoln Place #1B,"$1,605",http://streeteasy.com/building/1605-lincoln-place-brooklyn/1b
15817,4630 Center Boulevard #1410,"$5,700",http://streeteasy.com/building/the-view-at-east-coast/1410
15818,29 Spring Street #2,"$3,295",http://streeteasy.com/building/29-spring-street-manhattan/2
15819,139 First Avenue #8,"$3,300",http://streeteasy.com/building/139-1-avenue-manhattan/8
15820,95 Wall Street #521,"$2,975",http://streeteasy.com/building/95-wall-street-new_york/521?featured=1
15821,506 East 84th Street #4R,"$5,100",http://streeteasy.com/building/506-east-84-street-manhattan/4r?featured=1
15822,139 First Avenue #8,"$3,300",http://streeteasy.com/building/139-1-avenue-manhattan/8
15823,101 West End Avenue #19N,"$5,300",http://streeteasy.com/building/101-west-end/019n
15824,155 West 71st Street #4F,"$3,100",http://streeteasy.com/building/the-gatsby-house/4f
15825,235 Lexington Avenue #1D,"$2,099",http://streeteasy.com/building/235-lexington-avenue-brooklyn/1d
15826,75 West 238th Street #2F,"$1,800",http://streeteasy.com/building/75-west-238-street-bronx/2f
15827,75 Willoughby Avenue #1,"$7,000",http://streeteasy.com/building/75-willoughby-avenue-brooklyn/1
15828,315 West 102nd Street #9C,"$2,750",http://streeteasy.com/building/315-west-102-street-manhattan/9c
15829,33-18 28th Street #2,"$3,000",http://streeteasy.com/rental/1695290
15830,84-47 118th Street #2C,"$1,825",http://streeteasy.com/building/84_47-118-street-kew_gardens/2c
15831,155 West 68th Street #1125,"$3,400",http://streeteasy.com/building/dorchester-towers/1125
15832,1070 Park Place #3,"$3,195",http://streeteasy.com/building/1070-park-place-brooklyn/3
15833,49-16 Vernon Boulevard #3B,"$2,000",http://streeteasy.com/building/49_16-vernon-boulevard-queens/3b
15834,162 W 54th Street #12E,"$3,295",http://streeteasy.com/building/162-west-54-street-manhattan/12e?featured=1
15835,164 East 82nd Street #B5,"$2,295",http://streeteasy.com/building/164-east-82-street-manhattan/b5?featured=1
15836,104 E 17th #3F,"$4,000",http://streeteasy.com/building/104-east-17-street-manhattan/3f
15837,25-61 46THST #3,"$3,600",http://streeteasy.com/building/25_61-46-street-queens/3
15838,23 Adelphi Street #4L,"$2,700",http://streeteasy.com/building/23-adelphi-street-brooklyn/4l
15839,118 Wooster Street #4B,"$7,250",http://streeteasy.com/rental/1695208
15840,101 Linden Street #4D,"$1,900",http://streeteasy.com/building/101-linden-street-brooklyn/4d
15841,260 West 54th Street #18C,"$3,338",http://streeteasy.com/building/marc-260-west-54-street-new_york/18c
15842,2050 29th Street #PH,"$2,500",http://streeteasy.com/building/20_50-29-street-queens/ph
15843,300 East 55th Street #6D,"$5,995",http://streeteasy.com/building/milan-condominium/6d
15844,300 East 55th Street #9B,"$11,250",http://streeteasy.com/rental/1695186
15845,62 West 62nd Street #12D,"$5,500",http://streeteasy.com/building/62-west-62-street-new_york/12d
15846,65-62 Saunders Street #7B,"$1,325",http://streeteasy.com/building/65_62-saunders-street-queens/7b
15847,308 East 38th Street #6F,"$4,000",http://streeteasy.com/building/the-montrose/6f
15848,13 West 13th Street #6JS,"$4,200",http://streeteasy.com/building/13-west-13-street-new_york/6js?featured=1
15849,15 William Street #38E,"$7,400",http://streeteasy.com/building/15-william-street-new_york/38e?featured=1
15850,201 East 76th Street #4A,"$2,350",http://streeteasy.com/building/1329-3-avenue-new_york/4a
15851,486 Brooklyn Avenue #D15,"$2,150",http://streeteasy.com/building/486-brooklyn-avenue-brooklyn/d15
15852,463 53rd Street #2R,"$2,000",http://streeteasy.com/building/463-53-street-brooklyn/2r
15853,436 Fort Washington Avenue #3E,"$1,800",http://streeteasy.com/building/436-ft-washington-avenue-manhattan/3e
15854,443 East 78th Street #1D,"$3,150",http://streeteasy.com/building/443-east-78-street-new_york/1d
15855,354 State Street #4A,"$2,500",http://streeteasy.com/building/354-state-street-brooklyn/4a
15856,139 Christopher Street #2E,"$4,100",http://streeteasy.com/building/679-greenwich-street-manhattan/2e
15857,220 East 24th Street #4F,"$3,350",http://streeteasy.com/building/220-east-24-street-new_york/4f
15858,405 E61st Street #2A,"$3,650",http://streeteasy.com/building/405-east-61-street-new_york/2a
15859,809 Ninth Avenue #2B,"$4,250",http://streeteasy.com/building/809-9-avenue-new_york/2b
15860,200 East 89th Street #26A,"$2,950",http://streeteasy.com/building/the-monarch/26a
15861,20-24 31st Street #B5,"$1,975",http://streeteasy.com/building/20_24-31-street-queens/b5
15862,36 West 75th Street #4A,"$2,850",http://streeteasy.com/building/36-west-75-street-manhattan/4a?featured=1
15863,323 East 89th Street #5B,"$2,100",http://streeteasy.com/building/323-east-89-street-new_york/5b?featured=1
15864,1 Irving Place #V14AB,"$7,495",http://streeteasy.com/rental/1695034
15865,405 E 61st Street #3C,"$4,250",http://streeteasy.com/building/405-east-61-street-new_york/3c
15866,139 Christopher Street #3E,"$4,100",http://streeteasy.com/building/679-greenwich-street-manhattan/3e
15867,25 Broad Street #7H,"$4,742",http://streeteasy.com/building/25-broad-street-at-the-exchange/7h
15868,1881 Troutman Street #1,"$2,545",http://streeteasy.com/building/18_81-troutman-street-queens/1
15869,445 Bergen Street #4,"$3,200",http://streeteasy.com/building/445-bergen-street-brooklyn/4
15870,127 Graham Avenue #4R,"$3,415",http://streeteasy.com/building/127-graham-avenue-brooklyn/4r
15871,9216 3rd Avenue #19,"$2,000",http://streeteasy.com/building/9216-3-avenue-brooklyn/19
15872,300 12th Street #12A,"$2,475",http://streeteasy.com/building/300-12-street-brooklyn/12a
15873,503 West 122nd Street #3,"$3,550",http://streeteasy.com/building/503-west-122-street-new_york/3
15874,147 West 79th Street #5C,"$4,033",http://streeteasy.com/building/147-west-79-street-new_york/5c
15875,505 West 122nd Street #3,"$2,800",http://streeteasy.com/building/505-west-122-street-new_york/3
15876,1039 Pacific Street #3,"$2,650",http://streeteasy.com/building/1039-pacific-street-brooklyn/3?featured=1
15877,345 East 94th Street #27D,"$3,090",http://streeteasy.com/building/the-chesapeake/27d?featured=1
15878,252 12th Street #3D,"$2,475",http://streeteasy.com/building/252-12-street-brooklyn/3d
15879,99 Lafayette Avenue #8C,"$2,600",http://streeteasy.com/building/93-lafayette-avenue-brooklyn/8c
15880,243 13th Street #7,"$2,475",http://streeteasy.com/building/243-13-street-brooklyn/7
15881,125 West 31st Street #24H,"$4,195",http://streeteasy.com/rental/1715432
15882,666 Greenwich Street #419,"$5,857",http://streeteasy.com/building/the-archive/419
15883,265 Saint James Place #3,"$2,200",http://streeteasy.com/building/265-st-james-place-brooklyn/3
15884,530 Park Avenue #9E,"$7,000",http://streeteasy.com/building/530-park-avenue-new_york/9e
15885,444 West 44th Street #1,"$6,750",http://streeteasy.com/building/444-west-44-street-manhattan/1
15886,10 Park Avenue #5E,"$2,450",http://streeteasy.com/building/10-park-avenue-new_york/5e
15887,552 53rd Street #2,"$2,500",http://streeteasy.com/building/552-53-street-brooklyn/2
15888,856 Willoughby Avenue #3L,"$2,395",http://streeteasy.com/building/856-willoughby-avenue-brooklyn/3l
15889,450 West 17th Street #2008,"$10,800",http://streeteasy.com/building/the-caledonia/2008
15890,120 West 97th Street #8L,"$4,334",http://streeteasy.com/building/stonehenge-village/8l?featured=1
15891,312 Eleventh Avenue #8R,"$3,175",http://streeteasy.com/building/ohm-312-11-avenue-new_york/8r?featured=1
15892,450 West 17th Street #2008,"$10,800",http://streeteasy.com/building/the-caledonia/2008
15893,180 Hester Street #5,"$3,620",http://streeteasy.com/building/mulberry-views-condominium/5
15894,137-42 LaBurnum Avenue 1STFLOOR,"$2,200",http://streeteasy.com/building/137_42-laburnum-avenue-queens/1stfloor
15895,1883 Amsterdam Avenue #3D,"$1,595",http://streeteasy.com/rental/1694887
15896,1885 Amsterdam Avenue #4C,"$1,595",http://streeteasy.com/rental/1694886
15897,860 Manhattan Avenue #2L,"$2,700",http://streeteasy.com/building/860-manhattan-avenue-brooklyn/2l
15898,230 Broadway #4C,"$3,200",http://streeteasy.com/building/230-broadway-brooklyn/4c
15899,189 West 89th Street #PH2L,"$4,204",http://streeteasy.com/building/the-sagamore/ph2l
15900,119 Chambers Street #4,"$14,000",http://streeteasy.com/building/119-chambers-street-new_york/4
15901,23-57 31st Dr #3G,"$2,700",http://streeteasy.com/building/23_57-31-drive-astoria/3g
15902,620 Washington Avenue #2,"$2,745",http://streeteasy.com/building/620-washington-avenue-brooklyn/2
15903,80 Riverside Boulevard #7R,"$4,995",http://streeteasy.com/building/the-rushmore/7r
15904,632 Throop Avenue #1B,"$2,250",http://streeteasy.com/building/144-mac-donough-street-brooklyn/1b?featured=1
15905,141 East 33rd Street #11G,"$4,195",http://streeteasy.com/building/stonehenge-33/11g?featured=1
15906,53 Boerum Place #9H,"$2,500",http://streeteasy.com/building/boulevard-east/9h
15907,15 Humboldt Street #2R,"$3,300",http://streeteasy.com/building/15-humboldt-street-brooklyn/2r
15908,112 Hudson Street 5TH-FLOOR,"$6,500",http://streeteasy.com/building/112-hudson-street-manhattan/5th-floor
15909,232 East 12th Street #8D,"$2,690",http://streeteasy.com/building/232-east-12-street-new_york/8d
15910,200 E 18th Street #3,"$1,700",http://streeteasy.com/building/200-east-18-street-brooklyn/03
15911,223 Second Avenue #2B,"$3,350",http://streeteasy.com/building/223-2-avenue-new_york/02b
15912,34-05 44th Street #1H,"$1,900",http://streeteasy.com/building/34_05-44-street-queens/1h
15913,15 Cliff Street #15A,"$3,665",http://streeteasy.com/rental/1694630
15914,301 Cumberland Street #B5,"$2,100",http://streeteasy.com/building/301-cumberland-street-brooklyn/b5
15915,75 Wall Street #18I,"$2,950",http://streeteasy.com/building/75-wall-street-new_york/18i
15916,162 W 54th Street #12E,"$3,295",http://streeteasy.com/building/162-west-54-street-manhattan/12e
15917,2490 Frederick Douglass Boulevard #4A,"$2,660",http://streeteasy.com/building/2490-frederick-douglass-blvd-new_york/4a
15918,945 Fifth Avenue #3A,"$14,500",http://streeteasy.com/building/945-5-avenue-new_york/3a?featured=1
15919,550 West 158th Street #6B,"$2,699",http://streeteasy.com/building/544-west-158-street-manhattan/6b?featured=1
15920,140 West 111th Street #8,"$4,400",http://streeteasy.com/building/140-west-111-street-new_york/8
15921,200 E 39th Street #14A,"$6,087",http://streeteasy.com/building/the-frontier/14a
15922,255 Cornelia Street #1,"$2,075",http://streeteasy.com/building/255-cornelia-street-brooklyn/1
15923,452 West 142nd Street TOWNHOUSE,"$8,000",http://streeteasy.com/building/452-west-142-street-manhattan/townhouse
15924,440 West 41st Street #3D,"$2,400",http://streeteasy.com/rental/1694535
15925,101 Bedford Avenue #C401,"$3,400",http://streeteasy.com/building/101-bedford-avenue-brooklyn/c401
15926,1408 Madison Avenue #3C,"$1,949",http://streeteasy.com/building/1408-madison-avenue-manhattan/3c
15927,440 West 41st Street #3G,"$2,400",http://streeteasy.com/rental/1694526
15928,1214 Fifth Avenue #18212,"$4,175",http://streeteasy.com/building/1214-fifth-avenue-new_york/18212
15929,180 W. 20th Street #3522,"$3,995",http://streeteasy.com/building/the-westminster/3522
15930,440 West 41st Street #7F,"$2,500",http://streeteasy.com/rental/1694520
15931,544 Brooklyn Avenue #2,"$2,731",http://streeteasy.com/building/544-brooklyn-avenue-brooklyn/2
15932,130 Water Street #11F,"$3,150",http://streeteasy.com/rental/1717476?featured=1
15933,119 McKibbin #1,"$6,000",http://streeteasy.com/rental/1726659?featured=1
15934,220 Park Avenue S #4E,"$3,900",http://streeteasy.com/building/220-park-avenue-south-new_york/4e
15935,1 Wall Street Court #1302,"$2,600",http://streeteasy.com/building/cocoa-exchange/1302
15936,109-15 Merrick Boulevard #5E,"$1,500",http://streeteasy.com/building/109_15-merrick-boulevard-queens/5e
15937,109-15 Merrick Boulevard #5F,"$1,500",http://streeteasy.com/building/109_15-merrick-boulevard-queens/5f
15938,306 W 92nd Street #4,"$2,500",http://streeteasy.com/building/306-west-92-street-manhattan/4
15939,279 E Houston #2D,"$2,125",http://streeteasy.com/building/279-east-houston-street-manhattan/2d
15940,14 West 9th Street #4F,"$3,500",http://streeteasy.com/building/14-west-9-street-manhattan/4f
15941,51 Greene Street #PH6,"$9,800",http://streeteasy.com/building/51-greene-street-new_york/ph6
15942,175 West 73rd Street #15C,"$3,650",http://streeteasy.com/building/175-west-73-street-new_york/15c
15943,930 Saint Nicholas Avenue #9,"$2,800",http://streeteasy.com/building/930-st-nicholas-avenue-manhattan/9
15944,832 Dean Street #3,"$4,750",http://streeteasy.com/building/832-dean-street-brooklyn/3
15945,31 Herkimer Street #2,"$2,700",http://streeteasy.com/rental/1694452
15946,298 Suydam Street #2R,"$2,750",http://streeteasy.com/building/298-suydam-street-brooklyn/2r?featured=1
15947,425 Grand Avenue #2E,"$2,315",http://streeteasy.com/building/425-grand-avenue-brooklyn/2e?featured=1
15948,31 Herkimer Street #2,"$2,700",http://streeteasy.com/rental/1694452
15949,113 East 31st Street #1C,"$2,995",http://streeteasy.com/building/113-east-31-street-new_york/1c
15950,37 West 54th Street #4B,"$2,995",http://streeteasy.com/building/37-west-54-street-new_york/4b
15951,98-30 67th Avenue #5C,"$2,700",http://streeteasy.com/building/98_30-67-avenue-rego_park/5c
15952,1150 69th Street #2FL,"$2,200",http://streeteasy.com/building/1150-bay-ridge-avenue-brooklyn/2fl
15953,342 Lewis Avenue #A,"$2,490",http://streeteasy.com/building/342-lewis-avenue-brooklyn/a
15954,5007 7th Avenue #2,"$2,300",http://streeteasy.com/building/5007-7-avenue-brooklyn/2
15955,1133 Manhattan Avenue #709,"$4,583",http://streeteasy.com/building/eleven33-1133-manhattan-avenue-brooklyn/709
15956,365 Broome Street #10,"$4,600",http://streeteasy.com/building/365-broome-street-new_york/10
15957,1384 Carroll Street #19A,"$2,325",http://streeteasy.com/building/1384-carroll-street-brooklyn/19a
15958,160 East 84th Street #11C,"$6,900",http://streeteasy.com/rental/1694413
15959,155 Eagle Street #1L,"$2,300",http://streeteasy.com/building/155-eagle-street-brooklyn/1l
15960,150 E 44th Street #45G,"$5,225",http://streeteasy.com/building/the-metropolis/45g?featured=1
15961,301 E 47 #2N,"$2,995",http://streeteasy.com/building/embassy-house/02n?featured=1
15962,15 West 55th Street #6A,"$10,400",http://streeteasy.com/building/the-branson-at-fifth-15-west-55-street-new_york/6a
15963,132 Elton Street #2,"$2,400",http://streeteasy.com/building/132-elton-street-brooklyn/2
15964,884 Madison #R,"$3,000",http://streeteasy.com/building/884-madison-street-brooklyn/r
15965,131 East 17th Street #8,"$3,650",http://streeteasy.com/rental/1694363
15966,259 Hart Street #2,"$3,250",http://streeteasy.com/building/259-hart-street-brooklyn/2
15967,345 West 14th Street #2B,"$5,750",http://streeteasy.com/building/345meatpacking-condominium/2b
15968,157 West 57th Street #44C,"$45,000",http://streeteasy.com/building/one57-condominium/44c
15969,332 Plymouth Street #1,"$2,900",http://streeteasy.com/building/332-plymouth-street-brooklyn/1
15970,377 Rector Place #10A,"$3,625",http://streeteasy.com/building/liberty-house/10a
15971,309 East 105th Street #4N,"$2,195",http://streeteasy.com/building/309-east-105-street-manhattan/4n
15972,20 Pine Street #3102,"$5,250",http://streeteasy.com/rental/1694296
15973,430 East 87th Street #4B,"$1,950",http://streeteasy.com/building/430-east-87-street-manhattan/4b
15974,323 East 89th Street #5B,"$2,100",http://streeteasy.com/building/323-east-89-street-new_york/5b?featured=1
15975,53 Broadway #607,"$3,025",http://streeteasy.com/building/53-broadway-brooklyn/607?featured=1
15976,511 9th Street #3,"$2,750",http://streeteasy.com/building/819-8-avenue-brooklyn/3
15977,48-21 28th #2,"$2,200",http://streeteasy.com/building/48_21-28-avenue-queens/2
15978,530 Park Avenue #2H,"$15,000",http://streeteasy.com/building/530-park-avenue-new_york/2h
15979,317 East 85th Street #4D,"$2,550",http://streeteasy.com/building/317-east-85-street-new_york/4d
15980,322 W 57th Street #17H,"$3,800",http://streeteasy.com/building/the-sheffield/17h
15981,304 E. 65th Street #8D,"$3,695",http://streeteasy.com/building/the-rio/8d
15982,95 Wall Street #1804,"$3,416",http://streeteasy.com/building/95-wall-street-new_york/1804
15983,152 East 74th Street UPPER-DUP,"$9,500",http://streeteasy.com/building/152-east-74-street-manhattan/upper-dup
15984,1540 Pelham Parkway South #2F,"$2,250",http://streeteasy.com/building/pelham-terrace/2f
15985,301 East 63rd Street #2D,"$2,500",http://streeteasy.com/building/301-east-63-street-new_york/2d
15986,71-73 W 174th Street #712F,"$1,700",http://streeteasy.com/building/71-west-174-street-bronx/712f
15987,71-73 W 174th Street #732R,"$1,700",http://streeteasy.com/building/71-west-174-street-bronx/732r
15988,424 West End Avenue #9010,"$8,795",http://streeteasy.com/building/west-river-house/9010?featured=1
15989,50 Franklin Street #17B,"$5,800",http://streeteasy.com/building/50-franklin-street-new_york/17b?featured=1
15990,612 West 144th Street #FF2,"$2,600",http://streeteasy.com/building/612-west-144-street-new_york/ff2
15991,1342 Bergen Street #14,"$1,850",http://streeteasy.com/building/1342-bergen-street-brooklyn/14
15992,146 West 57th #43A,"$9,000",http://streeteasy.com/rental/1694091
15993,157 85th Street ,"$4,500",http://streeteasy.com/rental/1694087
15994,310 Van Buren Street #2,"$1,950",http://streeteasy.com/building/310-van-buren-street-brooklyn/2
15995,42-37 27th Street #4B,"$2,650",http://streeteasy.com/rental/1694040
15996,214 E 82nd Street #28,"$2,600",http://streeteasy.com/building/214-east-82-street-manhattan/28
15997,203 West 98th Street #6C,"$2,600",http://streeteasy.com/building/203-west-98-street-new_york/6c
15998,57 West 75th Street #3B,"$4,000",http://streeteasy.com/building/la-rochelle/3b
15999,42-16 21st Avenue #2,"$2,400",http://streeteasy.com/building/42_16-21-avenue-queens/2
16000,1451A Bayridge Pkwy #3,"$2,500",http://streeteasy.com/building/1451a-bay-ridge-parkway-brooklyn/3
16001,373 Columbia Street 11231 #1,"$3,000",http://streeteasy.com/rental/1694000
16002,21 West Street #14J,"$3,695",http://streeteasy.com/building/21-west-street/14j?featured=1
16003,249 East 48th Street #9A,"$2,750",http://streeteasy.com/building/249-east-48-street-new_york/9a?featured=1
16004,41 West 72nd Street #15A,"$5,200",http://streeteasy.com/building/the-hermitage/15a
16005,2371 2nd Avenue #2,"$1,850",http://streeteasy.com/building/2371-2-avenue-manhattan/2
16006,154 West 70th Street #12D,"$4,400",http://streeteasy.com/building/the-ormonde/12d
16007,41 West 46th Street #4B,"$2,450",http://streeteasy.com/rental/1693918
16008,16 East 118th Street #1A,"$2,450",http://streeteasy.com/rental/1693916
16009,474 Ninth Avenue #2B,"$3,950",http://streeteasy.com/rental/1693917
16010,400 West 47th Street #2A,"$3,450",http://streeteasy.com/rental/1693915
16011,210 Sixth Avenue #6B,"$3,500",http://streeteasy.com/building/210-6-avenue-new_york/6b
16012,41 West 46th Street #4B,"$3,450",http://streeteasy.com/rental/1693911
16013,16 East 118th Street #1A,"$2,950",http://streeteasy.com/rental/1693910
16014,400 West 47th Street #2A,"$3,950",http://streeteasy.com/rental/1693909
16015,474 Ninth Avenue #2B,"$7,000",http://streeteasy.com/rental/1693907
16016,505 East 88th Street #4D,"$2,250",http://streeteasy.com/building/505-east-88-street-new_york/4d?featured=1
16017,325 Fifth Avenue #40D,"$7,500",http://streeteasy.com/building/325-5-avenue-new_york/40d?featured=1
16018,385 South End Avenue #1B,"$5,300",http://streeteasy.com/building/385-south-end-avenue-new_york/1b
16019,83-57 118th Street #5,"$2,300",http://streeteasy.com/building/83_57-118-street-queens/5
16020,83-57 118th Street #3,"$1,400",http://streeteasy.com/rental/1693840
16021,83-57 118th Street #2,"$1,800",http://streeteasy.com/rental/1693839
16022,85-10 120th Street #7,"$1,375",http://streeteasy.com/building/85_10-120-street-queens/7
16023,450 West 17th Street #1701,"$4,200",http://streeteasy.com/building/the-caledonia/1701
16024,515 West 111th Street #3L,"$3,700",http://streeteasy.com/building/515-west-111-street-new_york/3l
16025,400 Park Avenue South #25E,"$6,500",http://streeteasy.com/building/400-park-avenue-south-new_york/25e
16026,15 Pierrepont Street #PARLOR,"$5,000",http://streeteasy.com/building/15-pierrepont-street-brooklyn/parlor
16027,308 President Street # 1- Mo Fee #3,"$3,000",http://streeteasy.com/building/308-president-street-brooklyn/3
16028,85 East 10th Street #1H,"$2,895",http://streeteasy.com/building/85-east-10-street-new_york/1h
16029,355 Fifth Avenue #4,"$2,500",http://streeteasy.com/building/355-5-avenue-brooklyn/4
16030,47-22 46th Street #1,"$2,500",http://streeteasy.com/building/47_22-46-street-queens/1?featured=1
16031,708 Lorimer Street #3A,"$3,100",http://streeteasy.com/building/706-lorimer-street-brooklyn/3a?featured=1
16032,395 Van Brunt Street #2,"$3,300",http://streeteasy.com/rental/1693767
16033,1 Union Square South #5228,"$9,495",http://streeteasy.com/building/1-union-square-south-new_york/5228
16034,51 Division Avenue #2,"$2,100",http://streeteasy.com/rental/1693747
16035,219 Roebling Street #3,"$3,500",http://streeteasy.com/building/219-roebling-street-brooklyn/3
16036,493 2nd Avenue #15,"$2,795",http://streeteasy.com/building/493-2-avenue-manhattan/15
16037,77 West 24th Street #28F,"$6,207",http://streeteasy.com/building/the-vanguard-chelsea/28f
16038,205 West 13th Street #7F,"$2,400",http://streeteasy.com/building/205-west-13-street-manhattan/7f
16039,20 Exchange Place #5403,"$4,050",http://streeteasy.com/building/twenty-exchange/5403
16040,344 East 11th Street #0,"$4,500",http://streeteasy.com/building/177-1-avenue-manhattan/00
16041,17 Devoe Street #106,"$5,000",http://streeteasy.com/building/17-devoe-street-brooklyn/106
