"author","channel","content_sentiment_polarity","content_subjectivity","id","n_tokens_content","n_tokens_title","num_hrefs","num_imgs","num_keywords","num_self_hrefs","num_videos","post_date","shares","timedelta","title_sentiment_polarity","title_subjectivity","type"
"Yohana Desta","Entertainment",0.250421508316245,0.520477329687856,"56c0185897b2f8124b000b91",216,14,95,0,9,1,0,"2016-02-14T06:01:53+00:00",1500,10,0,1,"hot"
"Kelly Diamond","Watercooler",-0.039375,0.42375,"56bb8680b589e434f30001af",127,9,99,0,9,8,0,"2016-02-10T18:50:39+00:00",1900,14,0.5,1,"hot"
"Johnny Lieu","Watercooler",0.00379120879120878,0.643186813186813,"56c6b32097b2f812160001f3",123,15,94,0,4,8,0,"2016-02-19T06:15:07+00:00",2500,5,0.2,0.1,"hot"
"Diana Shi","Watercooler",0.054,0.562666666666667,"56c791bd97b2f86ca0000308",114,10,101,0,10,8,1,"2016-02-19T22:05:46+00:00",1300,4,0.166666666666667,0.691666666666667,"hot"
"Samantha Murphy Kelly","Tech",0.20069573283859,0.543135435992579,"56c3499cb589e47f360005aa",500,10,94,2,8,3,2,"2016-02-16T16:08:58+00:00",1300,8,0.5,0.5,"hot"
"Jonathan Keshishoglou","Watercooler",0.0283704390847248,0.435034013605442,"56c12db3b589e442680011ac",224,10,90,1,5,1,0,"2016-02-15T01:45:17+00:00",2100,9,-0.0318181818181818,0.602272727272727,"hot"
"Chris Grasinger","World",0.025,0.4,"56c346b9b589e47f36000599",37,13,85,0,8,0,1,"2016-02-16T15:56:29+00:00",1000,8,0.2,0.1,"new"
"Chris Grasinger","World",0.214790764790765,0.504473304473305,"56bd4d4497b2f84c2e0001ac",64,11,86,0,8,0,1,"2016-02-12T03:10:49+00:00",971,12,0,0,"rising"
"Nicole Gallucci","Entertainment",0.165441176470588,0.438480392156863,"56bcc085b589e441910008ae",218,10,95,0,8,2,0,"2016-02-11T17:10:07+00:00",486,13,0,0,"rising"
"Saba Hamedy","Entertainment",0.288203463203463,0.517424242424242,"56cccf1cb05f9d49c3000225",383,10,99,3,10,1,1,"2016-02-23T21:28:36+00:00",742,1,0,0,"rising"
"Laura Vitto","Entertainment",0.104444444444444,0.607777777777778,"56c48af012d2cd28b900062d",114,11,98,0,9,8,1,"2016-02-17T14:59:53+00:00",120,7,0,0,"new"
"Kellen Beck","Entertainment",0.18900086025086,0.526313408813409,"56bfb878b05f9d6599000785",295,12,97,1,10,4,0,"2016-02-13T23:12:45+00:00",2900,10,0.2,0.3,"hot"
"Chris Grasinger","Tech",0.0875,0.4875,"56c77c3897b2f86ca0000143",40,9,86,0,10,0,1,"2016-02-19T20:23:56+00:00",871,5,0,1,"new"
"Christopher Miller","World",-0.03331088664422,0.470246913580247,"56c354cab05f9d438f0005a4",664,7,97,3,6,2,0,"2016-02-16T16:56:21+00:00",1100,8,0,0,"rising"
"Gillian Edevane","Entertainment",0.130664564903695,0.530542223477006,"56bc9419b589e441910007e8",533,14,94,3,10,1,0,"2016-02-11T14:00:55+00:00",752,13,0,0,"new"
"Alex Arbuckle","Tech",0.0596494009866103,0.361518675123326,"56c5349eb589e46e3000045a",485,7,21,27,9,12,0,"2016-02-18T03:03:48+00:00",4687,6,0.25,0.333333333333333,"hot"
"Tim Chester","World",0.0214285714285714,0.530357142857143,"56c71158b589e45fe5000149",256,12,94,0,6,3,2,"2016-02-19T12:57:53+00:00",1800,5,0,0,"hot"
"Jon Lynn","Lifestyle",0.0287878787878788,0.568181818181818,"56bcd9d312d2cd5b6f00063a",45,11,87,0,10,0,1,"2016-02-11T18:58:15+00:00",845,13,0.4,0.7,"new"
"Tim Chester","Entertainment",0.164833333333333,0.494888888888889,"56c5a3b8b05f9d6e71000588",171,11,98,0,8,8,1,"2016-02-18T10:57:52+00:00",2600,6,0.136363636363636,0.454545454545455,"hot"
"Yohana Desta","Entertainment",0.162207792207792,0.457738095238095,"56c33394b589e47f3600050b",195,10,93,0,8,2,0,"2016-02-16T14:34:38+00:00",5100,8,0,0,"hot"
"Discovery News","World",0.0912838827838828,0.500349816849817,"56c3998897b2f80809000aa3",723,9,101,0,9,0,1,"2016-02-16T21:49:56+00:00",537,7,0.25,0.333333333333333,"rising"
"Sarah Spigelman Richter","Lifestyle",0.195885040885041,0.451679894179894,"56c6183497b2f85437000b23",403,9,95,6,6,1,0,"2016-02-18T19:14:44+00:00",1100,6,0.5,1,"rising"
"Andrew Freedman","World",0.0102160493827161,0.490555555555556,"56c736d8b589e419a4000014",529,8,91,1,8,2,0,"2016-02-19T15:37:52+00:00",713,5,-0.155555555555556,0.288888888888889,"new"
"Megan Specia","World",-0.07972049689441,0.598374741200828,"56cc66cd97b2f80a8c0008af",351,15,90,0,6,1,1,"2016-02-23T14:03:55+00:00",859,1,0.5,0.9,"rising"
"Proma Khosla","Entertainment",0.345519346908236,0.592886537330982,"56c78508b589e4539600009e",337,12,98,0,8,1,0,"2016-02-19T21:11:00+00:00",489,5,0,1,"rising"
"Laura Vitto","Watercooler",0.114545454545455,0.480909090909091,"56b9f41ab589e477ec000673",154,10,97,0,6,8,0,"2016-02-09T14:13:31+00:00",750,15,-0.155555555555556,0.288888888888889,"rising"
"Andrea Romano","Watercooler",-0.0171064814814815,0.479722222222222,"56c39550b05f9d438f0007cb",106,14,96,0,8,8,1,"2016-02-16T21:31:37+00:00",778,8,0.1,0.4,"rising"
"Armand Valdes","Lifestyle",0.0973364598364598,0.42964886964887,"56bddaf5b589e4455400027a",275,10,92,0,8,1,2,"2016-02-12T13:15:30+00:00",531,12,0,0,"new"
"Nick Jaynes","Tech",0.187380952380952,0.457063492063492,"56be06c097b2f84c2e000613",252,9,91,0,5,3,0,"2016-02-12T16:22:05+00:00",1500,12,0,0,"rising"
"Jonathan Ellis","World",0.14415534656914,0.516711947056775,"56ba8050b589e41218000141",423,8,88,0,5,3,0,"2016-02-10T00:11:59+00:00",836,14,0,0,"new"
"Emily Blake","Entertainment",0.0558922558922559,0.40050505050505,"56cb69ee12d2cd276f000050",160,13,89,0,5,1,0,"2016-02-22T20:05:00+00:00",626,2,0,0,"rising"
"Yohana Desta","Entertainment",0.0764520202020202,0.36010101010101,"56c01952b589e44268000c93",124,10,95,0,8,1,0,"2016-02-14T06:05:59+00:00",1100,10,0,0.0625,"rising"
"Tim Chester","World",0.111143804112554,0.49515128968254,"56c2fe60b589e47f360002d4",466,14,92,1,6,1,1,"2016-02-16T10:47:51+00:00",876,8,0,0,"new"
"Olivia Niland","Watercooler",0.198718102073365,0.506794258373206,"56bd8b3612d2cd6f8f00016d",606,10,103,0,8,2,1,"2016-02-12T07:34:56+00:00",1200,12,0.58,0.77,"rising"
"Raymond Wong","Tech",0.14077380952381,0.525577627500704,"56c9fb8697b2f879950005b1",425,13,100,6,10,4,2,"2016-02-21T18:01:38+00:00",767,3,0.516666666666667,0.916666666666667,"rising"
"Megan Specia","World",0.0513157894736842,0.323296221322537,"56c487fcb589e43e6c0005ef",579,10,96,2,4,1,0,"2016-02-17T14:47:16+00:00",153,7,0,0,"new"
"Katie Dupere","Business",0.0998345162589349,0.434491090305044,"56c1ef17b589e442680014e2",525,11,103,1,8,1,0,"2016-02-15T15:30:18+00:00",2700,9,0.136363636363636,0.454545454545455,"hot"
"Cameron Joseph","World",0.0542832255648712,0.452352868650337,"56bb3f6fb589e412180004b1",1332,11,99,0,8,4,0,"2016-02-10T13:47:17+00:00",510,14,-0.5,0.675,"hot"
"Johnny Lieu","Watercooler",0.0796969696969697,0.502626262626263,"56cbac7c97b2f80a8c0004f7",152,9,94,0,6,8,0,"2016-02-23T00:48:43+00:00",1000,1,-0.4,0.7,"rising"
"Max Knoblauch","Watercooler",0.0296635182998819,0.399025974025974,"56c29606b05f9d438f000023",199,13,95,0,7,1,1,"2016-02-16T03:22:42+00:00",1400,8,0,0,"hot"
"Andrea Romano","Watercooler",0.203165584415584,0.57521645021645,"56c4c0b2b05f9d253d000378",358,11,103,6,7,1,0,"2016-02-17T18:49:22+00:00",3300,7,0.4,0.65,"hot"
"Sam Laird","Entertainment",-0.0345370370370371,0.499351851851852,"56c65c68b05f9d6e71000b5a",263,11,93,0,4,2,25,"2016-02-19T00:05:53+00:00",819,5,0.16,0.54,"hot"
"Kelly Diamond","Watercooler",0.228125,0.425,"56bc924cb05f9d19820005f2",136,9,93,0,7,1,0,"2016-02-11T13:53:07+00:00",654,13,0,0,"new"
"Raymond Wong","Tech",0.0277655380333952,0.448419140383426,"56bdf968b589e445540003c5",396,14,103,0,6,10,1,"2016-02-12T15:25:17+00:00",3200,12,-0.4,0.4,"rising"
"Seth Fiegerman","Business",0.0620181405895692,0.47749433106576,"56c3c3f412d2cd28b9000087",314,11,92,0,2,2,0,"2016-02-17T00:50:29+00:00",3600,7,0.5,0.5,"hot"
"Tricia Gilbride","Watercooler",0.199355158730159,0.438888888888889,"56bbc8a797b2f866df000125",203,14,101,0,10,2,0,"2016-02-10T23:32:37+00:00",786,13,0,0,"new"
"Miriam Kramer","World",0.146748529248529,0.410770340770341,"56cce68cb05f9d2ec100000c",498,15,91,1,5,2,1,"2016-02-23T23:08:13+00:00",707,0,0,0,"rising"
"Raymond Wong","Tech",0.180336289726534,0.493503853869708,"56ca68f0b589e47a2d000a4d",524,17,105,0,10,5,1,"2016-02-22T01:48:26+00:00",1200,2,0.4,0.8,"rising"
"Liza Hearon","Watercooler",0.0649821746880571,0.418039215686275,"56c84fdc97b2f86eae000044",171,14,97,0,8,9,1,"2016-02-20T11:36:42+00:00",2300,4,0.228787878787879,0.633333333333333,"hot"
"Stan Schroeder","Watercooler",0.0194444444444444,0.480555555555556,"56bb55d412d2cd06c30006c5",158,11,89,1,3,2,0,"2016-02-10T15:22:06+00:00",509,14,0.333333333333333,0.666666666666667,"new"
"Megan Specia","World",0.0125302023557837,0.385736937481123,"56c526cc97b2f85437000159",758,12,115,11,9,1,0,"2016-02-18T02:04:44+00:00",781,6,0,0,"new"
"David Yi","Lifestyle",0.181064935064935,0.389097402597403,"56c27a6cb05f9d2802000303",166,9,99,0,8,1,0,"2016-02-16T01:24:17+00:00",802,8,0.136363636363636,0.454545454545455,"rising"
"Diana Shi","Watercooler",0.197976190476191,0.548095238095238,"56c36211b589e47f36000671",143,8,103,12,7,2,0,"2016-02-16T17:53:08+00:00",1400,8,0.25,0.75,"hot"
"Alicia Tan","World",-0.0105555555555556,0.421388888888889,"56c19b65b589e4426800134c",297,13,93,3,7,1,0,"2016-02-15T09:33:15+00:00",1100,9,-0.1,0.166666666666667,"hot"
"Christina Warren","World",0.0548886298886299,0.462995337995338,"56ccb887b589e47876000232",708,13,101,1,8,2,0,"2016-02-23T19:52:22+00:00",1600,1,-0.3,0.4,"hot"
"Yohana Desta","Entertainment",0.139305555555556,0.454444444444444,"56c2910db589e47f36000015",150,12,89,0,8,0,1,"2016-02-16T03:01:13+00:00",540,8,-0.155555555555556,0.288888888888889,"rising"
"Yohana Desta","Entertainment",0.112120991253644,0.39298833819242,"56bca3efb05f9d198200062f",527,14,91,0,6,2,0,"2016-02-11T15:08:18+00:00",2000,13,0.2,0.2,"hot"
"Colin  Daileda","World",0.138003663003663,0.352258852258852,"56bff4f8b05f9d65990008f4",163,12,96,0,10,1,0,"2016-02-14T03:30:51+00:00",719,10,0,0,"rising"
"Lance Ulanoff","Tech",0.0498109276597649,0.445422832980972,"56ccd00c12d2cd3f6800034a",1587,11,107,0,10,6,1,"2016-02-23T21:32:53+00:00",838,1,0.2,0.2,"rising"
"Peter Clark","Watercooler",0.208333333333333,0.516666666666667,"56c2779c12d2cd291c000155",98,14,90,8,5,1,0,"2016-02-16T01:12:37+00:00",2900,8,0.5,0.15,"hot"
"Sarah Spigelman Richter","Lifestyle",0.100429103060682,0.480273284220653,"56bf44f4b589e4426800065f",690,9,101,3,3,5,0,"2016-02-13T15:00:00+00:00",1100,11,0.2,0.3,"rising"
"Amanda Wills","Entertainment",0.45,0.7,"56c74a31b589e419a400019f",17,12,0,4,7,0,0,"2016-02-19T17:00:15+00:00",11266,5,0.575,0.825,"hot"
"Juana Summers","World",0.132954545454545,0.405681818181818,"56be5207b05f9d6599000037",253,6,90,0,6,2,0,"2016-02-12T21:43:08+00:00",412,11,0,0,"new"
"Alicia Tan","Watercooler",0.0160606060606061,0.407424242424242,"56c57a7897b2f8543700033a",112,10,94,0,5,8,1,"2016-02-18T08:01:34+00:00",1000,6,0,0,"rising"
"Noelle Sciacca","Lifestyle",0.136863876863877,0.486123136123136,"56bd415097b2f84c2e000046",397,11,107,0,4,6,0,"2016-02-12T02:19:01+00:00",538,12,-0.15625,0.84375,"rising"
"Proma Khosla","Entertainment",0.162454545454545,0.566515151515152,"56ba572d97b2f83f7c000027",322,12,92,0,9,1,0,"2016-02-09T21:16:13+00:00",405,15,0.136363636363636,0.454545454545455,"new"
"Diana Shi","Watercooler",-0.053133608815427,0.533746556473829,"56c5f7a097b2f85437000a64",279,8,97,0,8,1,0,"2016-02-18T16:55:38+00:00",428,6,0,0,"new"
"The Daily Muse","Business",0.204954048009604,0.524408637421458,"56c5b600b589e46e30000662",4010,16,148,4,10,5,0,"2016-02-18T12:15:31+00:00",1700,6,0.25,0.3,"rising"
"Victoria Ho","Business",0.074375,0.252013888888889,"56c1906eb589e4426800132e",286,12,93,0,6,3,0,"2016-02-15T08:46:20+00:00",2000,9,-0.0833333333333333,0.116666666666667,"hot"
"Peter Clark","Watercooler",0.172863057698083,0.514932629412325,"56bbd3ec97b2f866df000155",2209,14,91,8,4,2,0,"2016-02-11T00:20:51+00:00",1400,13,0.136363636363636,0.454545454545455,"hot"
"Davina Merchant","Watercooler",0.298768939393939,0.577272727272727,"56bb265697b2f876df000766",452,13,94,0,7,0,0,"2016-02-10T12:00:11+00:00",1300,14,-0.4,0.7,"hot"
"Juana Summers","World",0.0621933621933622,0.411940836940837,"56bd1c9f12d2cd66220000a9",264,14,92,0,8,1,1,"2016-02-11T23:42:47+00:00",1600,12,0.218181818181818,0.727272727272727,"hot"
"Lance Ulanoff","Entertainment",0.147238455988456,0.50185106005106,"56bf545fb589e44268000783",1532,9,91,3,7,2,0,"2016-02-13T16:05:33+00:00",1200,11,0.5,0.6,"new"
"Stan Schroeder","Social Media",0.137337662337662,0.325649350649351,"56c5e3b412d2cd1d1a000466",242,8,94,0,3,6,0,"2016-02-18T15:30:46+00:00",1500,6,0.1,0.4,"new"
"Johnny Lieu","Watercooler",0.331785074981278,0.611952253091493,"56bd4d2f12d2cd6f8f00003e",928,9,100,0,7,1,0,"2016-02-12T03:10:35+00:00",1600,12,0.516666666666667,0.783333333333333,"hot"
"Karissa Bell","Tech",0.10343137254902,0.361029411764706,"56ca75e997b2f879950007d6",726,12,96,0,8,4,0,"2016-02-22T02:43:40+00:00",1900,2,0,0,"hot"
"Rebecca Ruiz","Lifestyle",0.0848520923520923,0.446751242584576,"56ca41ac12d2cd2b4c000a55",2232,11,118,3,8,3,2,"2016-02-21T23:01:00+00:00",2000,2,0.1,0.4,"rising"
"Samantha Cooney","Business",0.213632063300938,0.475591057213574,"56c05e3112d2cd6bae00071b",1732,16,93,4,5,1,0,"2016-02-14T11:00:00+00:00",1800,10,0.5,0.6,"hot"
"Victoria Ho","World",0.0602097902097902,0.334545454545455,"56c1931c97b2f8124b00129f",182,12,89,8,6,1,1,"2016-02-15T08:57:51+00:00",870,9,0.75,1,"new"
"Diana Shi","Watercooler",0.246666666666667,0.593333333333333,"56bbdd9f12d2cd5b6f000219",125,13,93,0,8,1,0,"2016-02-11T01:01:53+00:00",3700,13,0,0,"hot"
"Max Knoblauch","Watercooler",0.10362962962963,0.451291005291005,"56c2a007b05f9d438f0001ba",178,10,101,0,7,10,0,"2016-02-16T04:05:05+00:00",442,8,0,0,"rising"
"Tricia Gilbride","Watercooler",0.0952136752136752,0.525610500610501,"56cb5024b589e45a88000054",862,13,112,1,5,2,0,"2016-02-22T18:14:18+00:00",1100,2,-0.5,1,"hot"
"Saba Hamedy","Entertainment",0.149411914713639,0.379093210429417,"56c28de0b589e47f36000003",806,12,134,0,10,2,0,"2016-02-16T02:47:59+00:00",877,8,0.120833333333333,0.5,"rising"
"Davina Merchant","Watercooler",0.090909090909091,0.556944444444444,"56c476ae97b2f82073000636",369,13,94,0,6,1,0,"2016-02-17T13:33:16+00:00",2300,7,0.25,0.65,"hot"
"Marcus Gilmer","World",0.0539237978631918,0.405793505035929,"56c4e14cb589e46e3000004c",1076,13,102,2,7,3,8,"2016-02-17T21:08:18+00:00",581,7,1,1,"new"
"The Associated Press","World",0.00446428571428571,0.280753968253968,"56ca6bc1b05f9d49440006e0",672,9,100,0,6,2,1,"2016-02-22T02:00:02+00:00",888,2,0,0,"rising"
"Emily Blake","Entertainment",0.100178838651061,0.454822564267009,"56c752f3b589e443fb000029",658,11,86,1,5,0,1,"2016-02-19T17:37:43+00:00",422,5,0,0,"new"
"Jonathan Ellis","World",-0.126880952380952,0.582595238095238,"56c60c04b589e46e30000923",494,8,92,0,5,3,0,"2016-02-18T18:22:32+00:00",628,6,0,0,"new"
"Proma Khosla","Lifestyle",0.231034973798132,0.480590681248576,"56b90129b589e472db00020f",347,13,94,2,10,1,0,"2016-02-08T20:56:43+00:00",458,16,0.7,0.6,"new"
"Mark Andrew Boyer","World",0.366666666666667,0.433333333333333,"56c4b62f97b2f8207300081f",27,14,86,0,9,0,1,"2016-02-17T18:04:24+00:00",215,7,0,0,"new"
"Rachel Thompson","Lifestyle",0.0785714285714286,0.457142857142857,"56ca263397b2f87995000778",157,8,91,3,7,1,0,"2016-02-21T21:03:10+00:00",618,3,-0.0875,0.5,"new"
"Neha Prakash","Watercooler",0.165384615384615,0.522222222222222,"56c2713797b2f80b55000049",138,18,94,2,8,1,0,"2016-02-16T00:25:57+00:00",1300,8,-0.8,0.9,"hot"
"Brian Koerber","Watercooler",-0.01,0.515555555555556,"56bdf118b589e445540003a2",111,11,94,0,4,8,1,"2016-02-12T14:49:36+00:00",2000,12,0,0,"rising"
"Patrick Kulp","Business",0.283333333333333,0.366228070175439,"56bdbc3d97b2f84c2e000516",247,12,89,0,5,1,1,"2016-02-12T11:04:08+00:00",1300,12,0,0,"rising"
"Saba Hamedy","Entertainment",0.348816287878788,0.442234848484849,"56ba2106b589e41735000169",194,10,93,0,7,1,1,"2016-02-09T17:25:04+00:00",722,15,0,0,"new"
"Jessica Plautz","World",0.00925488652761381,0.336068476977568,"56c4ea18b589e46e30000145",415,8,89,0,3,1,0,"2016-02-17T21:45:22+00:00",259,6,0.2,0.1,"new"
"Alicia Tan","World",-0.0143668831168831,0.193181818181818,"56cb2c5bb589e40b4c0002a2",310,11,95,0,9,3,0,"2016-02-22T15:42:17+00:00",398,2,0,0,"new"
"Emily Cahn","World",-0.098951678951679,0.546392301392301,"56bab14212d2cd06c300014a",513,12,96,0,6,4,0,"2016-02-10T03:40:30+00:00",794,14,-0.231818181818182,0.577272727272727,"new"
"Max Knoblauch","Watercooler",0.284920634920635,0.358730158730159,"56c5f674b589e46e30000849",158,9,90,2,5,1,0,"2016-02-18T16:50:46+00:00",2500,6,0.214285714285714,0.428571428571429,"hot"
"Emily Blake","Entertainment",0.127747922575509,0.398696322834254,"56c2d191b589e47f360001a1",722,12,102,2,8,9,0,"2016-02-16T07:36:38+00:00",935,8,-0.2,0.5,"rising"
"Samantha Reichman","Watercooler",0.179861111111111,0.634722222222222,"56c6111a97b2f85437000b1a",39,10,86,0,8,0,1,"2016-02-18T18:44:27+00:00",1200,6,0,0.1,"rising"
"Andrea Romano","Watercooler",0.212907268170426,0.403296703296703,"56c29b78b05f9d438f000028",168,13,98,5,10,1,1,"2016-02-16T03:45:46+00:00",1100,8,-0.111111111111111,0.527777777777778,"hot"
"Seth Fiegerman","Business",0.0742329545454545,0.464827441077441,"56cb6ed8b05f9d274f0000fa",1329,16,111,1,3,8,0,"2016-02-22T20:25:35+00:00",1700,2,0.0533333333333333,0.363333333333333,"hot"
"Brian Ries","Social Media",0.0874125874125874,0.660606060606061,"56c3a422b05f9d253d00003a",188,11,88,0,4,0,1,"2016-02-16T22:35:00+00:00",356,7,0.136363636363636,0.454545454545455,"rising"
"Adario Strange","Tech",0.105498030498031,0.45468097968098,"56bb9d96b589e4419100000d",477,9,106,0,6,8,0,"2016-02-10T20:28:59+00:00",1000,14,0,0.1,"new"
"Laura Vitto","Watercooler",-0.00481366459627329,0.313716356107661,"56c49e82b05f9d253d0002dd",277,15,92,1,3,5,0,"2016-02-17T16:23:20+00:00",6400,7,0,0,"hot"
"Tim Chester","World",0.266392496392496,0.405223665223665,"56c6f66497b2f804d9000001",388,12,107,0,7,1,0,"2016-02-19T11:02:55+00:00",1200,5,0.2,0.3,"new"
"Tim Chester","Watercooler",0.0128472222222222,0.766666666666667,"56c6dab8b05f9d5729000009",75,10,89,14,8,0,0,"2016-02-19T09:04:37+00:00",714,5,0.4,0.6,"rising"
"Aliza Weinberger","Entertainment",-0.0328823953823954,0.539232662762074,"56ba5af097b2f83f7c000034",600,8,90,1,6,1,0,"2016-02-09T21:32:25+00:00",756,15,-0.2,0.3,"rising"
"Rachel Thompson","Lifestyle",0.153246753246753,0.452251082251082,"56c32f5cb589e47f360004fc",158,15,89,2,6,1,0,"2016-02-16T14:16:56+00:00",1200,8,0.128787878787879,0.647811447811448,"rising"
"Neha Prakash","Entertainment",0.385714285714286,0.732857142857143,"56c27bd797b2f8240d00000e",71,8,94,0,10,0,0,"2016-02-16T01:21:41+00:00",358,8,0.85,1,"rising"
"Sam Laird","Entertainment",0.176831501831502,0.459981684981685,"56c3e92812d2cd28b90002ab",309,11,101,0,5,6,1,"2016-02-17T03:29:13+00:00",1200,7,0.357142857142857,0.571428571428571,"rising"
"Colin  Daileda","World",0.354040404040404,0.467171717171717,"56cca82612d2cd3f68000271",259,9,93,0,6,1,0,"2016-02-23T18:42:29+00:00",867,1,0,0,"rising"
"Chris Grasinger","World",0,0.45,"56c7750697b2f86ca0000135",30,12,85,0,10,0,1,"2016-02-19T20:03:08+00:00",747,5,0,0,"new"
"Sam Haysom","Watercooler",-0.0477777777777777,0.565555555555556,"56bb0fd212d2cd06c30003b2",228,11,112,0,10,1,0,"2016-02-10T10:23:49+00:00",7400,14,-0.2,0.275,"hot"
"Laura Vitto","Watercooler",0.241428571428571,0.587857142857143,"56c355a012d2cd21df000443",173,12,91,0,7,2,0,"2016-02-16T17:00:10+00:00",826,8,0.6,1,"new"
"Brian Koerber","Watercooler",0.118333333333333,0.602380952380952,"56be0324b589e445540004d6",142,11,90,12,5,1,0,"2016-02-12T16:06:00+00:00",6800,12,0.318181818181818,0.577272727272727,"hot"
"Johnny Lieu","Watercooler",0.182083333333333,0.497777777777778,"56c2f2d1b589e47f360002c1",138,13,100,0,9,8,1,"2016-02-16T09:58:26+00:00",1000,8,0,0,"rising"
"Adam Rosenberg","Entertainment",0.1125,0.442708333333333,"56bb499ab05f9d266e000271",204,9,89,0,7,1,1,"2016-02-10T14:30:44+00:00",746,14,-0.4,0.4,"rising"
"Saba Hamedy","Entertainment",0.166220568049836,0.399606694118889,"56ba561012d2cd195300001e",436,15,95,2,10,1,2,"2016-02-09T21:11:35+00:00",728,15,0,0,"new"
"Jessica Plautz","Tech",0.105434782608696,0.460869565217391,"56cb26e4b589e40b4c000290",220,11,88,3,4,1,0,"2016-02-22T15:18:30+00:00",783,2,0.136363636363636,0.454545454545455,"rising"
"Andrea Romano","Watercooler",0.0833854166666667,0.442462797619048,"56c6064fb589e46e300008e5",365,14,111,16,8,2,0,"2016-02-18T17:58:06+00:00",3200,6,0,0.6,"hot"
"Jenni Ryall","Lifestyle",0.24652981427175,0.44103128054741,"56cd500497b2f82306000017",347,11,91,4,5,1,3,"2016-02-24T06:38:37+00:00",915,0,0,0,"new"
"Nicole Gallucci","Watercooler",0.254424221611722,0.704212454212454,"56be5045b589e442680000f4",242,12,98,2,8,1,0,"2016-02-12T21:35:50+00:00",17900,12,0,0,"hot"
"Sonam Joshi","World",0.0363636363636364,0.427272727272727,"56bc4dd597b2f866df000569",229,8,88,0,5,1,0,"2016-02-11T09:00:54+00:00",879,13,0,0,"rising"
"Laura Vitto","Entertainment",0.26724025974026,0.674967532467532,"56bb43f497b2f876df000892",245,13,100,0,9,2,0,"2016-02-10T14:06:33+00:00",1300,14,0.25,1,"hot"
"Lagunitas","Entertainment",0.0982323232323232,0.544321419321419,"56ba83e512d2cd06c300009b",402,16,84,0,4,0,0,"2016-02-10T00:26:49+00:00",4500,14,-0.166666666666667,0.0666666666666667,"new"
"Marcus Gilmer","World",0.000740740740740738,0.30037037037037,"56c55c2897b2f85437000239",371,14,96,0,6,3,1,"2016-02-18T05:52:00+00:00",973,6,0,0,"rising"
"Jason Abbruzzese","Business",0.151515151515152,0.436247086247086,"56ccc238b05f9d49c30001c7",209,12,89,8,4,0,0,"2016-02-23T20:33:41+00:00",348,1,-0.5,1,"rising"
"Yohana Desta","Entertainment",0.197333333333333,0.527111111111111,"56c2a9a397b2f80809000119",184,14,96,0,7,10,0,"2016-02-16T04:46:06+00:00",1600,8,0,0,"hot"
"Ariel Bogle","World",0.0663008658008658,0.397617965367965,"56ba8478b05f9d266e000051",478,10,96,0,8,3,0,"2016-02-10T00:29:30+00:00",974,14,0,0,"rising"
"Yohana Desta","Entertainment",0.198756692868535,0.512965083162451,"56c5f085b589e46e30000824",704,9,94,0,6,1,9,"2016-02-18T16:25:15+00:00",950,6,0,0,"new"
"Cameron Joseph","World",0.0867867867867868,0.445720720720721,"56bb695912d2cd06c30006ee",343,11,89,0,6,1,1,"2016-02-10T16:45:43+00:00",624,14,0,0,"new"
"Colin  Daileda","World",0.143607954545455,0.388068181818182,"56bcf4d712d2cd5b6f0006be",160,15,96,0,10,1,0,"2016-02-11T20:53:11+00:00",672,13,0,0,"new"
"Ryan Creamer","Watercooler",0.0608863636363636,0.564454545454545,"56cb9fa7b589e45a880002dd",119,11,94,0,5,8,1,"2016-02-22T23:54:02+00:00",911,1,-0.3,0.4,"rising"
"Saba Hamedy","Entertainment",0.0841413014069264,0.486862824675325,"56bcc65797b2f866df000901",376,13,93,0,7,1,1,"2016-02-11T17:35:00+00:00",343,13,0.136363636363636,0.454545454545455,"new"
"Alicia Tan","Watercooler",0.109345238095238,0.498690476190476,"56c2ed8097b2f8080900036e",116,10,94,0,8,8,0,"2016-02-16T09:35:30+00:00",3100,8,0,0,"hot"
"Juana Summers","World",0.0732103645147123,0.48324549846289,"56bfdf81b05f9d65990008c4",373,14,92,0,8,1,0,"2016-02-14T01:59:08+00:00",1200,10,0.8,1,"rising"
"The Associated Press","World",-0.0581349206349206,0.250330687830688,"56b9b44697b2f871800003d2",283,13,85,2,4,0,0,"2016-02-09T09:41:04+00:00",892,15,-0.25,0.4,"new"
"Peter Clark","Watercooler",0.0930208333333333,0.605416666666667,"56c28c7897b2f8307e000005",424,11,126,0,4,4,0,"2016-02-16T02:41:26+00:00",881,8,0.5,0.888888888888889,"rising"
"Nick Jaynes","Tech",0.155113636363636,0.444002525252525,"56ba9ac097b2f876df0002ac",295,10,91,0,7,1,0,"2016-02-10T02:04:38+00:00",2400,14,0,0,"hot"
