Sourcekey,EMD_EPD2D_PTE_NUS_DPG,EMD_EPD2D_PTE_R10_DPG,EMD_EPD2D_PTE_R1X_DPG,EMD_EPD2D_PTE_R1Y_DPG,EMD_EPD2D_PTE_R1Z_DPG,EMD_EPD2D_PTE_R20_DPG,EMD_EPD2D_PTE_R30_DPG,EMD_EPD2D_PTE_R40_DPG,EMD_EPD2D_PTE_R50_DPG,EMD_EPD2D_PTE_SCA_DPG,EMD_EPD2D_PTE_R5XCA_DPG
Date,Weekly U.S. No 2 Diesel Retail Prices  (Dollars per Gallon),Weekly East Coast No 2 Diesel Retail Prices  (Dollars per Gallon),Weekly New England (PADD 1A) No 2 Diesel Retail Prices  (Dollars per Gallon),Weekly Central Atlantic (PADD 1B) No 2 Diesel Retail Prices  (Dollars per Gallon),Weekly Lower Atlantic (PADD 1C) No 2 Diesel Retail Prices  (Dollars per Gallon),Weekly Midwest No 2 Diesel Retail Prices  (Dollars per Gallon),Weekly Gulf Coast No 2 Diesel Retail Prices  (Dollars per Gallon),Weekly Rocky Mountain No 2 Diesel Retail Prices  (Dollars per Gallon),Weekly West Coast No 2 Diesel Retail Prices  (Dollars per Gallon),Weekly California No 2 Diesel Retail Prices  (Dollars per Gallon),Weekly West Coast (PADD 5) Except California No 2 Diesel Retail Prices  (Dollars per Gallon)
