"","date","count"
"1","2005-1-1",17305
"2","2005-1-10",19858
"3","2005-1-11",19513
"4","2005-1-12",19516
"5","2005-1-13",19825
"6","2005-1-14",19866
"7","2005-1-15",16826
"8","2005-1-16",18775
"9","2005-1-17",19804
"10","2005-1-18",19484
"11","2005-1-19",19483
"12","2005-1-2",19745
"13","2005-1-20",19802
"14","2005-1-21",19822
"15","2005-1-22",16932
"16","2005-1-23",18773
"17","2005-1-24",19769
"18","2005-1-25",19406
"19","2005-1-26",19412
"20","2005-1-27",19764
"21","2005-1-28",19835
"22","2005-1-29",16931
"23","2005-1-3",20396
"24","2005-1-30",18708
"25","2005-1-31",19858
"26","2005-1-4",19855
"27","2005-1-5",19802
"28","2005-1-6",19945
"29","2005-1-7",19996
"30","2005-1-8",16983
"31","2005-1-9",18935
"32","2005-10-1",16477
"33","2005-10-10",19885
"34","2005-10-11",19515
"35","2005-10-12",19701
"36","2005-10-13",19883
"37","2005-10-14",19910
"38","2005-10-15",16628
"39","2005-10-16",18910
"40","2005-10-17",19851
"41","2005-10-18",19495
"42","2005-10-19",19732
"43","2005-10-2",18812
"44","2005-10-20",19902
"45","2005-10-21",19928
"46","2005-10-22",16656
"47","2005-10-23",18922
"48","2005-10-24",19864
"49","2005-10-25",19528
"50","2005-10-26",19739
"51","2005-10-27",19899
"52","2005-10-28",19909
"53","2005-10-29",16620
"54","2005-10-3",19798
"55","2005-10-30",18793
"56","2005-10-31",19716
"57","2005-10-4",19459
"58","2005-10-5",19739
"59","2005-10-6",19921
"60","2005-10-7",19934
"61","2005-10-8",16662
"62","2005-10-9",18924
"63","2005-11-1",19132
"64","2005-11-10",19764
"65","2005-11-11",19756
"66","2005-11-12",16397
"67","2005-11-13",18682
"68","2005-11-14",19712
"69","2005-11-15",19083
"70","2005-11-16",19552
"71","2005-11-17",19965
"72","2005-11-18",20006
"73","2005-11-19",16478
"74","2005-11-2",19562
"75","2005-11-20",18820
"76","2005-11-21",19712
"77","2005-11-22",19881
"78","2005-11-23",20052
"79","2005-11-24",14634
"80","2005-11-25",16393
"81","2005-11-26",17089
"82","2005-11-27",19434
"83","2005-11-28",19976
"84","2005-11-29",19506
"85","2005-11-3",19827
"86","2005-11-30",19350
"87","2005-11-4",19820
"88","2005-11-5",16403
"89","2005-11-6",18706
"90","2005-11-7",19796
"91","2005-11-8",19145
"92","2005-11-9",19505
"93","2005-12-1",19246
"94","2005-12-10",15631
"95","2005-12-11",18066
"96","2005-12-12",19112
"97","2005-12-13",18402
"98","2005-12-14",18647
"99","2005-12-15",19379
"100","2005-12-16",19515
"101","2005-12-17",16402
"102","2005-12-18",18423
"103","2005-12-19",19469
"104","2005-12-2",19272
"105","2005-12-20",19069
"106","2005-12-21",19436
"107","2005-12-22",19548
"108","2005-12-23",19521
"109","2005-12-24",15761
"110","2005-12-25",16618
"111","2005-12-26",19336
"112","2005-12-27",19356
"113","2005-12-28",19320
"114","2005-12-29",19392
"115","2005-12-3",15679
"116","2005-12-30",19382
"117","2005-12-31",15921
"118","2005-12-4",18064
"119","2005-12-5",19112
"120","2005-12-6",18401
"121","2005-12-7",18451
"122","2005-12-8",19187
"123","2005-12-9",19225
"124","2005-2-1",19533
"125","2005-2-10",19978
"126","2005-2-11",20028
"127","2005-2-12",17089
"128","2005-2-13",18952
"129","2005-2-14",19975
"130","2005-2-15",19751
"131","2005-2-16",20002
"132","2005-2-17",20299
"133","2005-2-18",20375
"134","2005-2-19",17406
"135","2005-2-2",19519
"136","2005-2-20",19011
"137","2005-2-21",20174
"138","2005-2-22",20224
"139","2005-2-23",20211
"140","2005-2-24",20288
"141","2005-2-25",20332
"142","2005-2-26",17542
"143","2005-2-27",19304
"144","2005-2-28",20262
"145","2005-2-3",19855
"146","2005-2-4",19927
"147","2005-2-5",17082
"148","2005-2-6",18887
"149","2005-2-7",19972
"150","2005-2-8",19663
"151","2005-2-9",19691
"152","2005-3-1",19993
"153","2005-3-10",20498
"154","2005-3-11",20520
"155","2005-3-12",17664
"156","2005-3-13",19477
"157","2005-3-14",20462
"158","2005-3-15",20324
"159","2005-3-16",20401
"160","2005-3-17",20512
"161","2005-3-18",20542
"162","2005-3-19",17687
"163","2005-3-2",20217
"164","2005-3-20",19498
"165","2005-3-21",20477
"166","2005-3-22",20338
"167","2005-3-23",20411
"168","2005-3-24",20496
"169","2005-3-25",20480
"170","2005-3-26",17543
"171","2005-3-27",19356
"172","2005-3-28",20456
"173","2005-3-29",20388
"174","2005-3-3",20415
"175","2005-3-30",20394
"176","2005-3-31",20477
"177","2005-3-4",20468
"178","2005-3-5",17643
"179","2005-3-6",19425
"180","2005-3-7",20440
"181","2005-3-8",20142
"182","2005-3-9",20396
"183","2005-4-1",20553
"184","2005-4-10",19528
"185","2005-4-11",20468
"186","2005-4-12",20128
"187","2005-4-13",20336
"188","2005-4-14",20491
"189","2005-4-15",20521
"190","2005-4-16",17654
"191","2005-4-17",19525
"192","2005-4-18",20462
"193","2005-4-19",20126
"194","2005-4-2",17669
"195","2005-4-20",20333
"196","2005-4-21",20472
"197","2005-4-22",20512
"198","2005-4-23",17672
"199","2005-4-24",19526
"200","2005-4-25",20453
"201","2005-4-26",20108
"202","2005-4-27",20310
"203","2005-4-28",20456
"204","2005-4-29",20486
"205","2005-4-3",19502
"206","2005-4-30",17594
"207","2005-4-4",20459
"208","2005-4-5",20140
"209","2005-4-6",20342
"210","2005-4-7",20491
"211","2005-4-8",20519
"212","2005-4-9",17656
"213","2005-5-1",19662
"214","2005-5-10",20148
"215","2005-5-11",20341
"216","2005-5-12",20534
"217","2005-5-13",20536
"218","2005-5-14",17754
"219","2005-5-15",19592
"220","2005-5-16",20499
"221","2005-5-17",20146
"222","2005-5-18",20334
"223","2005-5-19",20488
"224","2005-5-2",20561
"225","2005-5-20",20492
"226","2005-5-21",17688
"227","2005-5-22",19513
"228","2005-5-23",20446
"229","2005-5-24",20088
"230","2005-5-25",20366
"231","2005-5-26",20491
"232","2005-5-27",20499
"233","2005-5-28",17537
"234","2005-5-29",17399
"235","2005-5-3",20219
