Country Name,Country,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Indonesia,IDN,9656740014,9849117953,11605084560,17171181163,27227711000,32147953008,39328674730,48396143466,54298158340,55122620334,78013206037,92473878832,94715163814,85369201879,87612439197,87338874330,80060657612,75929617715,88787623310,1.01E+11,1.14E+11,1.28E+11,1.39E+11,1.58E+11,1.77E+11,2.02E+11,2.27E+11,2.16E+11,95445548017,1.40E+11,1.65E+11,1.60E+11,1.96E+11,2.35E+11,2.57E+11,2.86E+11,3.65E+11,4.32E+11,5.10E+11,5.40E+11,7.55E+11,8.93E+11,9.18E+11,9.10E+11,8.89E+11,
India,IND,63517182000,68532271313,72716595884,87014945186,1.01E+11,1.00E+11,1.05E+11,1.24E+11,1.40E+11,1.56E+11,1.90E+11,1.97E+11,2.04E+11,2.22E+11,2.16E+11,2.37E+11,2.53E+11,2.84E+11,3.02E+11,3.01E+11,3.27E+11,2.75E+11,2.93E+11,2.84E+11,3.33E+11,3.67E+11,4.00E+11,4.23E+11,4.29E+11,4.67E+11,4.77E+11,4.94E+11,5.24E+11,6.18E+11,7.22E+11,8.34E+11,9.49E+11,1.24E+12,1.22E+12,1.37E+12,1.71E+12,1.84E+12,1.83E+12,1.86E+12,2.05E+12,
Ireland,IRL,4400933850,5103977386,6325159323,7489577851,7905731909,9494462892,9464377441,11260977195,14664452582,18339915861,21772289367,20693412346,21498879946,20789378193,20129238177,21293909553,28746831708,33958627692,37815334013,39282476058,49361026052,49843437571,55981360981,52476367136,57161804123,69217500631,75850514113,82816779608,90074803073,98688885468,99833960199,1.09E+11,1.28E+11,1.65E+11,1.94E+11,2.11E+11,2.32E+11,2.70E+11,2.75E+11,2.35E+11,2.20E+11,2.42E+11,2.25E+11,2.38E+11,2.51E+11,
Iceland,ISL,531004659,675722955,846506911,1163864529,1527559580,1418360312,1683117418,2226538694,2532331673,2876729410,3409023699,3521512389,3232804218,2788530415,2887825524,3008412960,4022192404,5565384032,6156487920,5718878002,6521544489,6966138526,7138787995,6269347503,6441621298,7181787874,7501950116,7596126046,8468339856,8928185824,8924735423,8126161154,9161798221,11297018603,13704440838,16749309720,17041293816,21293841230,17530651670,12855269884,13236887873,14665358677,14194519025,15376604281,17036097482,
Israel,ISR,5372301095,5573108413,7173788441,9242160982,12567588804,12336986760,12475947718,13776267566,13618844019,17511335263,21780968646,23196333205,24572712708,27435501410,26042766977,24122660966,29701444258,35476344261,43892480124,44599772789,52490325640,59170286560,65771216421,65925583866,74669719505,99968784246,1.10E+11,1.15E+11,1.16E+11,1.17E+11,1.32E+11,1.31E+11,1.21E+11,1.27E+11,1.35E+11,1.43E+11,1.55E+11,1.80E+11,2.17E+11,2.08E+11,2.34E+11,2.62E+11,2.60E+11,2.92E+11,3.06E+11,
Italy,ITA,1.13E+11,1.24E+11,1.45E+11,1.75E+11,1.99E+11,2.27E+11,2.24E+11,2.57E+11,3.14E+11,3.93E+11,4.76E+11,4.29E+11,4.26E+11,4.42E+11,4.37E+11,4.51E+11,6.39E+11,8.03E+11,8.89E+11,9.26E+11,1.18E+12,1.24E+12,1.32E+12,1.06E+12,1.10E+12,1.17E+12,1.31E+12,1.24E+12,1.27E+12,1.25E+12,1.14E+12,1.16E+12,1.27E+12,1.57E+12,1.80E+12,1.85E+12,1.94E+12,2.20E+12,2.39E+12,2.19E+12,2.13E+12,2.28E+12,2.07E+12,2.13E+12,2.14E+12,
Jamaica,JAM,1404720416,1539862371,1875146615,1905861121,2375122421,2860442805,2966042913,3249733202,2644527903,2425064204,2679379383,2979027979,3293496326,3619262274,2373564490,2100239024,2754549685,3287007228,3828342820,4404938021,4592208208,4071219198,3530892749,4859766161,4907861406,5779285208,6504445801,7450324787,8718300136,8795765306,8929375580,9087918837,9694161516,9399452788,10150978155,11204416000,11905525197,12824094990,13678551838,12037473161,13190512703,14396816915,14746420946,14187446661,13891359468,
Jordan,JOR,639519744,678159729,788479685,943783840,1197483949,1363073498,1708822440,2096778602,2602535787,3271368781,3909708819,4384247336,4680673604,4920692191,4967162160,4993512829,6402001909,6756417469,6277331602,4221121314,4159928704,4344467193,5311188436,5606237993,6237650241,6727446632,6928359238,7244402962,7910621157,8147494358,8457923956,8972965058,9580161861,10193023676,11407566734,12588665303,15056936953,17110609732,21971835283,23818322958,26425379437,28840263380,30937277606,33593843662,35826925775,
Japan,JPN,2.09E+11,2.36E+11,3.13E+11,4.25E+11,4.72E+11,5.13E+11,5.76E+11,7.09E+11,9.97E+11,1.04E+12,1.09E+12,1.20E+12,1.12E+12,1.22E+12,1.29E+12,1.38E+12,2.05E+12,2.49E+12,3.02E+12,3.02E+12,3.10E+12,3.54E+12,3.85E+12,4.41E+12,4.85E+12,5.33E+12,4.71E+12,4.32E+12,3.91E+12,4.43E+12,4.73E+12,4.16E+12,3.98E+12,4.30E+12,4.66E+12,4.57E+12,4.36E+12,4.36E+12,4.85E+12,5.04E+12,5.50E+12,5.91E+12,5.95E+12,4.92E+12,4.60E+12,
Kenya,KEN,1603447357,1778391289,2107279157,2502142444,2973309272,3259344936,3474542392,4494378855,5303734883,6234390975,7265315332,6854491454,6431579357,5979198464,6191437070,6135034338,7239126717,7970820531,8355380879,8283114648,8572359163,8151479004,8209129172,5751789915,7148145376,9046326060,12045858436,13115773738,14093998844,12896013577,12705357103,12986007426,13147743911,14904517650,16095337094,18737895401,25825524821,31958195182,35895153328,37021512049,39999659234,41953433591,50410164014,54930813988,60936509778,
Kiribati,KIR,14295280,15278632,18936527,31710658,85637174,55081817,41109618,38748059,45210026,42620165,27935550,29307056,29659195,29432432,28646775,21294783,20572861,23924520,30842253,29558754,28413863,47797320,49724295,48613287,56200249,57610600,67866421,69152442,67097374,70596129,67512697,63101272,72259046,90148518,102220915,106149546,104668675,123002259,135044456,127125253,150431114,172253739,174984469,168951535,166756805,
St. Kitts and Nevis,KNA,16300000,19624746,22944849,24196018,31514857,33364054,30095602,44680002,49095416,58296656,67715455,79026050,84381390,85100494,95898436,106056991,125272239,140705638,165745746,185094757,208740424,209880970,229434527,249676004,277567267,299699655,318742955,357237677,364975466,389984440,420086753,460467975,480825585,463418878,501150889,543169967,636070988,684148690,734660315,708891299,692457419,728050618,731919906,787290367,852203084,
"Korea, Rep.",KOR,9409775889,10418262999,11367558350,14538310906,20426484041,22797520661,31354545455,40255785124,54273760331,69731818182,67802380521,76240987915,81639218690,90524009024,99983374277,1.04E+11,1.20E+11,1.51E+11,2.02E+11,2.49E+11,2.85E+11,3.32E+11,3.56E+11,3.92E+11,4.59E+11,5.59E+11,6.03E+11,5.60E+11,3.76E+11,4.86E+11,5.62E+11,5.33E+11,6.09E+11,6.81E+11,7.65E+11,8.98E+11,1.01E+12,1.12E+12,1.00E+12,9.02E+11,1.09E+12,1.20E+12,1.22E+12,1.31E+12,1.41E+12,
Kuwait,KWT,2873638733,3880392236,4450537866,5408804611,13006948687,12022811648,13132252413,14137407271,15503557807,24749064334,28638869323,25058021209,21577153516,20871081456,21700083292,21445970799,17903990052,22368703379,20690321283,24313856834,18427778571,11008793176,19858555215,23941391391,24848483838,27191689008,31493987642,30354434553,25941929462,30121879435,37711864407,34890772742,38137545245,47875838926,59440108585,80797945205,1.02E+11,1.15E+11,1.47E+11,1.06E+11,1.15E+11,1.54E+11,1.74E+11,1.74E+11,1.64E+11,
Latin America & Caribbean (developing only),LAC,1.13E+11,1.27E+11,1.47E+11,1.86E+11,2.42E+11,2.86E+11,3.23E+11,3.50E+11,4.04E+11,4.77E+11,5.65E+11,6.63E+11,6.07E+11,5.01E+11,5.37E+11,5.48E+11,5.36E+11,5.82E+11,6.61E+11,8.05E+11,8.91E+11,1.10E+12,9.58E+11,1.15E+12,1.35E+12,1.42E+12,1.56E+12,1.70E+12,1.70E+12,1.49E+12,1.67E+12,1.62E+12,1.60E+12,1.63E+12,1.84E+12,2.23E+12,2.61E+12,3.08E+12,3.54E+12,3.28E+12,4.11E+12,4.75E+12,4.66E+12,4.76E+12,4.77E+12,
Liberia,LBR,323099700,341543100,368098000,386968300,486955000,577549300,596675700,673010600,717240400,814067900,854711500,846514500,863933200,823374900,848478300,851296100,840964400,972800000,1038300000,786300000,384400000,348000000,223500000,160400000,132200000,134800000,159400000,295900000,359600000,441800000,529064600,521000000,543000000,416000000,474700000,550000000,604028900,739027200,850040500,1155147400,1292697100,1545400000,1735500000,1946500000,2013000000,
Latin America & Caribbean (all income levels),LCN,1.76E+11,1.97E+11,2.21E+11,2.89E+11,3.76E+11,3.95E+11,4.39E+11,4.83E+11,5.48E+11,6.52E+11,7.73E+11,8.90E+11,8.33E+11,7.40E+11,7.30E+11,7.51E+11,7.64E+11,8.04E+11,9.18E+11,1.00E+12,1.17E+12,1.44E+12,1.35E+12,1.56E+12,1.79E+12,1.91E+12,2.06E+12,2.25E+12,2.27E+12,2.05E+12,2.26E+12,2.21E+12,1.98E+12,2.04E+12,2.37E+12,2.87E+12,3.37E+12,3.98E+12,4.62E+12,4.34E+12,5.37E+12,6.09E+12,6.12E+12,6.27E+12,6.18E+12,
Sri Lanka,LKA,2296470588,2369308600,2553936348,2875625000,3574586466,3791298146,3591319857,4104509583,2733183857,3364611432,4024621900,4415844156,4768765017,5167913302,6043474843,5978460972,6405210564,6682167120,6978371581,6987267684,8032551173,9000362582,9703011636,10338679636,11717604209,13029697561,13897738375,15091930836,15794972847,15656342016,16330810304,15746224409,17102623876,18881765437,20662525941,24406252457,28279814925,32350248411,40713812310,42066217872,56725780417,65292732252,68434422594,74317814502,78823610057,
Lower middle income,LMC,1.73E+11,1.80E+11,1.91E+11,2.28E+11,2.93E+11,3.25E+11,3.52E+11,4.03E+11,4.52E+11,5.14E+11,6.39E+11,6.76E+11,6.79E+11,6.63E+11,6.59E+11,6.94E+11,7.20E+11,7.94E+11,8.32E+11,8.45E+11,9.07E+11,8.71E+11,9.11E+11,9.13E+11,9.91E+11,1.11E+12,1.22E+12,1.26E+12,1.14E+12,1.24E+12,1.31E+12,1.32E+12,1.42E+12,1.62E+12,1.86E+12,2.13E+12,2.53E+12,3.12E+12,3.47E+12,3.57E+12,4.53E+12,5.06E+12,5.27E+12,5.47E+12,5.77E+12,
Low & middle income,LMY,4.54E+11,4.90E+11,5.51E+11,6.88E+11,8.70E+11,9.92E+11,1.08E+12,1.21E+12,1.32E+12,1.57E+12,1.84E+12,1.98E+12,1.95E+12,1.89E+12,1.97E+12,2.07E+12,2.15E+12,2.23E+12,2.40E+12,2.63E+12,2.95E+12,3.15E+12,3.11E+12,3.38E+12,3.74E+12,4.25E+12,4.70E+12,4.97E+12,4.91E+12,4.86E+12,5.28E+12,5.30E+12,5.58E+12,6.27E+12,7.32E+12,8.65E+12,1.02E+13,1.26E+13,1.49E+13,1.49E+13,1.82E+13,2.14E+13,2.26E+13,2.40E+13,2.51E+13,
Lesotho,LSO,68739973,76480285,80915357,121188699,150851316,149558945,147660000,193315000,266570000,290134730,431542682,434174015,326943105,355443856,302993844,247680797,290586783,369345623,429740034,451447042,544578771,608771231,720546985,721608471,755041117,859088528,815946782,859809028,819420075,801538587,771261708,706400239,656752929,969167237,1234215385,1368352564,1428852975,1597476800,1630672199,1711412960,2187482926,2523309140,2384043849,2218102350,2181300506,
Luxembourg,LUX,1524197338,1587982584,1988356063,2728805216,3328712096,3265660305,3579594984,3961996736,4933558345,5768385938,6294122224,5283955997,4812039555,4730381933,4640690519,4785790611,6990250858,8700076499,9847344377,10495080569,13361108522,14464630124,16225873777,16651231110,18508451170,21803347564,21703979153,19526405503,20409248166,22343344130,21375345495,21052080537,23308582722,29206884876,34343804321,36977365999,41913561661,50323159047,55144865973,50386496249,52351655629,58697386711,55986712368,61794506556,64873963098,
Morocco,MAR,3956328426,4356633663,5074117545,6242177798,7675408486,8984824183,9584323309,11049896742,13236854105,15912133569,21079357821,17108443052,17091648680,15642990733,14171045911,14294246249,18722705505,20656951247,24633853688,25271642769,28839382991,31014288011,32042164441,30137111517,34085406933,37183957845,41383907571,37263566705,40021760860,39734098976,37020609825,37724674865,40416114690,49822547627,56948015336,59523857868,65640092774,79041294874,92507257784,92897320376,93216746662,1.01E+11,98266306615,1.07E+11,1.10E+11,
Madagascar,MDG,1111859570,1199507630,1341590682,1653062347,1917508190,2283049233,2181844194,2358930406,2669755116,3463565881,4042139901,3594868208,3526198070,3511573992,2939485472,2857889712,3258288891,2565634382,2442507588,2498059015,3081479800,2653141959,3024459564,3370842211,2977040722,3159901232,3995028593,3545776697,3738704468,3717515283,3877673539,4529575348,4397254608,5474030080,4363934494,5039293031,5515884349,7342923489,9413002921,8550363975,8729936136,9892702358,9919780071,10613473833,10593147381,
Middle East & North Africa (all income levels),MEA,39696252102,46468988131,56568945855,76260938676,1.39E+11,1.53E+11,1.91E+11,2.21E+11,2.35E+11,3.07E+11,3.98E+11,4.11E+11,4.09E+11,4.15E+11,4.21E+11,4.27E+11,4.36E+11,4.04E+11,4.01E+11,4.13E+11,5.41E+11,5.42E+11,5.90E+11,5.94E+11,6.18E+11,7.04E+11,7.98E+11,8.28E+11,8.05E+11,8.62E+11,9.62E+11,9.65E+11,9.61E+11,1.08E+12,1.26E+12,1.52E+12,1.78E+12,2.11E+12,2.64E+12,2.35E+12,2.74E+12,3.28E+12,3.54E+12,3.56E+12,3.50E+12,
Mexico,MEX,35541711470,39200879416,45178119327,55271303176,71976542927,88003982689,89023916067,81825780564,1.03E+11,1.35E+11,1.94E+11,2.50E+11,1.74E+11,1.49E+11,1.76E+11,1.84E+11,1.29E+11,1.40E+11,1.83E+11,2.23E+11,2.63E+11,3.14E+11,3.64E+11,5.04E+11,5.27E+11,3.44E+11,3.97E+11,4.81E+11,5.02E+11,5.79E+11,6.84E+11,7.25E+11,7.42E+11,7.13E+11,7.70E+11,8.66E+11,9.65E+11,1.04E+12,1.10E+12,8.93E+11,1.05E+12,1.17E+12,1.18E+12,1.26E+12,1.29E+12,
Middle income,MIC,4.32E+11,4.66E+11,5.24E+11,6.56E+11,8.31E+11,9.48E+11,1.03E+12,1.16E+12,1.26E+12,1.51E+12,1.77E+12,1.91E+12,1.88E+12,1.83E+12,1.91E+12,2.01E+12,2.08E+12,2.16E+12,2.32E+12,2.55E+12,2.87E+12,3.06E+12,3.03E+12,3.30E+12,3.67E+12,4.17E+12,4.61E+12,4.87E+12,4.82E+12,4.77E+12,5.17E+12,5.20E+12,5.47E+12,6.15E+12,7.19E+12,8.49E+12,1.00E+13,1.23E+13,1.47E+13,1.47E+13,1.79E+13,2.10E+13,2.23E+13,2.36E+13,2.47E+13,
Mali,MLI,359772315,430096742,486617279,563683703,538747341,830710614,939228016,1049838550,1222702572,1595422954,1759691183,1538972427,1333754226,1297765326,1232932105,1392196049,1852163456,2090629984,2169040604,2181821906,2681912149,2724131545,2830673389,2818280876,2081846483,2706425298,2780422212,2697105694,2920358587,2938610578,2655438603,3017629343,3189056155,4221530566,4982269745,5486319313,6122647487,7145362999,8737660549,8964480395,9264035748,10647545940,10340795747,10942822487,12037229619,
Mauritania,MRT,209348254,227051055,265009395,333731874,414772352,475916515,524407932,540635390,544424605,644070365,709041452,747994682,750214411,788371856,726937321,683193885,802890747,909820553,957377507,981529401,1019600771,1443688870,1464392416,1249944999,1315932645,1415296704,1442598431,1401946853,1375115534,1405662879,1293654175,1295539448,1324426607,1563074859,1833444740,2184444849,3040716679,3356757497,4031047704,3662281668,4337791531,5123097509,4845165274,5057754939,5061180371,
Malawi,MWI,290520116,365389567,406084197,444302221,548618790,613196873,670309253,806265764,948983309,1058297676,1237662067,1237686961,1180094061,1223225019,1208026080,1131349992,1183671788,1183071363,1379923808,1590201656,1880784192,2203536031,1799529357,2070647127,1181801920,1397454122,2281039098,2663238983,1750585204,1775920040,1743506287,1716502070,2665158943,2424656666,2625127098,2754995877,3116790613,3647816870,4276769473,5030641493,5398615401,5627896279,4240491999,3883521175,4258033615,
Malaysia,MYS,3864171035,4244340366,5043268360,7662996739,9496074263,9298801248,11050125953,13139398433,16358376619,21213671797,24488034455,25004556696,26804400616,30346788049,33943505215,31200160592,27734563526,32181696599,35271881263,38848566521,44024177915,49142784405,59167157498,66894448545,74477975918,88704944179,1.01E+11,1.00E+11,72167753771,79148947368,93789736842,92783947368,1.01E+11,1.10E+11,1.25E+11,1.44E+11,1.63E+11,1.94E+11,2.31E+11,2.02E+11,2.55E+11,2.98E+11,3.14E+11,3.23E+11,3.38E+11,
North America,NAC,1.16E+12,1.27E+12,1.40E+12,1.56E+12,1.71E+12,1.86E+12,2.08E+12,2.30E+12,2.58E+12,2.88E+12,3.14E+12,3.52E+12,3.66E+12,3.98E+12,4.40E+12,4.71E+12,4.97E+12,5.30E+12,5.76E+12,6.22E+12,6.57E+12,6.78E+12,7.13E+12,7.46E+12,7.89E+12,8.27E+12,8.73E+12,9.26E+12,9.72E+12,1.03E+13,1.10E+13,1.14E+13,1.17E+13,1.24E+13,1.33E+13,1.43E+13,1.52E+13,1.59E+13,1.63E+13,1.58E+13,1.66E+13,1.73E+13,1.80E+13,1.86E+13,1.92E+13,
Niger,NER,649916621,693573704,742779659,946385105,1026137112,1048690932,1064517600,1291458044,1774365588,2109277663,2508524716,2170893418,2017612218,1803099561,1461243327,1440581653,1904097001,2233006102,2280356194,2179567111,2480673305,2327986216,2344987614,1606581744,1563207225,1880803362,1987770899,1845599608,2076737357,2018193703,1798374468,1945327565,2170481509,2731416346,3052898739,3405134832,3646728060,4291363391,5403363917,5397121856,5718589799,6409169890,6942209595,7683045043,8168695870,
Nigeria,NGA,12545849083,9181769912,12274416018,15162871287,24846641318,27778934625,36308883249,36035407725,36527862209,47259911894,64201788123,61076493506,51397461686,35451565749,28500815241,28873977228,20721499308,24093203445,23272161397,24231168859,30757075595,27392886873,29300921681,15789003753,18086400536,28546958641,34987951375,35822342618,32004613750,35870792988,46385996029,44138014092,59116868251,67655840108,87845403978,1.12E+11,1.45E+11,1.66E+11,2.08E+11,1.69E+11,3.69E+11,4.12E+11,4.61E+11,5.15E+11,5.69E+11,
Nicaragua,NIC,778569939,828569953,878570045,1092900015,1521400012,1581599959,1836899999,2226999874,2127699979,1567599982,2144300006,2474700227,2454499872,2753100058,3117599872,2683699935,2885799994,3851200118,2630900096,1013184756,1009455476,1488804124,1792800000,1756454248,3863185119,4140470000,4308351903,4389965591,4635267225,4855717875,5107329007,5323146566,5224213018,5322454926,5795568205,6321335612,6786294616,7458103363,8491388728,8380731876,8741313143,9755619761,10460339389,10850733052,11805641287,
Netherlands,NLD,37677621538,44010160464,54008338918,70924006306,86129928027,98970041042,1.08E+11,1.25E+11,1.54E+11,1.77E+11,1.93E+11,1.62E+11,1.56E+11,1.51E+11,1.42E+11,1.42E+11,1.98E+11,2.42E+11,2.59E+11,2.55E+11,3.14E+11,3.23E+11,3.58E+11,3.49E+11,3.74E+11,4.47E+11,4.46E+11,4.12E+11,4.32E+11,4.42E+11,4.13E+11,4.27E+11,4.65E+11,5.72E+11,6.51E+11,6.79E+11,7.27E+11,8.39E+11,9.36E+11,8.58E+11,8.36E+11,8.94E+11,8.29E+11,8.64E+11,8.79E+11,
Norway,NOR,12814123115,14583114840,17358610850,22534253703,27145693810,32877805200,35942270686,41508030431,46523091010,53132244624,64439382896,63596654761,62647195538,61627240831,62057955033,65416879914,78693253276,94230055659,1.02E+11,1.03E+11,1.20E+11,1.22E+11,1.31E+11,1.21E+11,1.27E+11,1.52E+11,1.64E+11,1.61E+11,1.54E+11,1.62E+11,1.71E+11,1.74E+11,1.95E+11,2.29E+11,2.64E+11,3.09E+11,3.45E+11,4.01E+11,4.62E+11,3.86E+11,4.29E+11,4.98E+11,5.10E+11,5.22E+11,5.00E+11,
Nepal,NPL,865975309,882765472,1024098805,972103600,1217953571,1575789285,1452789371,1382400000,1604162508,1851250008,1945916583,2275583317,2395425210,2447174839,2581215830,2619913976,2850780937,2957252079,3487009700,3525228046,3627559252,3921476085,3401211581,3660041667,4066775510,4401104418,4521580381,4918691917,4856255044,5033642384,5494252208,6007061224,6050875807,6330476435,7273933993,8130258976,9043715356,10325618017,12545438605,12854985464,16002656434,18913574371,18851513891,19271168018,19769642123,
High income: OECD,OEC,2.33E+12,2.59E+12,3.00E+12,3.62E+12,4.04E+12,4.52E+12,4.90E+12,5.54E+12,6.66E+12,7.66E+12,8.49E+12,8.58E+12,8.53E+12,8.85E+12,9.24E+12,9.74E+12,1.19E+13,1.38E+13,1.55E+13,1.62E+13,1.83E+13,1.93E+13,2.07E+13,2.09E+13,2.23E+13,2.47E+13,2.48E+13,2.44E+13,2.45E+13,2.57E+13,2.62E+13,2.60E+13,2.71E+13,3.04E+13,3.38E+13,3.56E+13,3.75E+13,4.10E+13,4.33E+13,4.07E+13,4.25E+13,4.56E+13,4.55E+13,4.59E+13,4.67E+13,
OECD members,OED,2.39E+12,2.64E+12,3.07E+12,3.70E+12,4.15E+12,4.65E+12,5.04E+12,5.68E+12,6.82E+12,7.88E+12,8.75E+12,8.91E+12,8.77E+12,9.06E+12,9.48E+12,1.00E+13,1.21E+13,1.40E+13,1.58E+13,1.66E+13,1.87E+13,1.98E+13,2.12E+13,2.15E+13,2.30E+13,2.52E+13,2.54E+13,2.50E+13,2.53E+13,2.66E+13,2.71E+13,2.69E+13,2.81E+13,3.14E+13,3.50E+13,3.70E+13,3.90E+13,4.27E+13,4.51E+13,4.22E+13,4.43E+13,4.75E+13,4.74E+13,4.80E+13,4.88E+13,
Oman,OMN,256319786,301014924,366883549,483066990,1645917750,2096699155,2560219993,2741169904,2740301345,3733352574,5981760181,7259120033,7554719334,7932541563,8821443265,10005645456,7324167394,7811183158,8386215932,9372171727,11685045608,11341482445,12452275683,12493107932,12918855657,13802600780,15277763329,15837451235,14085373212,15710148244,19507412224,19452015605,20142782835,21633810143,24763589077,31081924577,37215864759,42085305592,60905331599,48388296489,58641352406,67937581274,76341482445,78182574772,81796618986,
Pakistan,PAK,10027088673,10602058003,9309109507,6324884157,8773030762,11340000679,13338485494,15126060229,17820101313,19707980062,23689697681,28100606598,30725972231,28691890864,31151825047,31144920868,31899072714,33351526336,38472741069,40171021121,40010425585,45451960732,48635176853,51478304860,51894781282,60636022423,63320122807,62433300338,62191955814,62973855719,73952374970,72309738921,72306820396,83244801093,97977766198,1.10E+11,1.37E+11,1.52E+11,1.70E+11,1.68E+11,1.77E+11,2.14E+11,2.25E+11,2.31E+11,2.44E+11,
Panama,PAN,1016300032,1146700032,1260000000,1441200000,1647100032,1844800000,1959299968,2077400064,2463000064,2819099904,3810300000,4312700000,4764700000,4891900000,5106300000,5402000000,5613700000,5638300000,4874500000,4887500000,5313200000,5842300000,6641400000,7252700000,7733900000,7906100000,9322100000,10084000000,10932500000,11456300000,11620500000,11807500000,12272400000,12933200000,14179300000,15464700000,17137000000,21121900000,24884000000,25925100000,28814100000,33270500000,37956200000,42648100000,46212600000,
Peru,PER,7235141852,8069766829,8945736420,10702842298,13490954944,16413418809,15519319139,14230997983,12162093075,15542640785,17655611231,21074067087,21216509116,16885668786,17132968269,16110000407,14840000375,20153333842,15029999286,21902935996,25710059622,33752717959,35180917546,34225818611,43691936851,51990003413,53975714094,56833961486,54534476412,49332889437,50980861887,51592365725,54436633340,59030590739,66695121800,74947898080,87862091339,1.02E+11,1.22E+11,1.21E+11,1.49E+11,1.71E+11,1.93E+11,2.02E+11,2.03E+11,
Philippines,PHL,6687223656,7408296134,8017418383,10082910551,13781190370,14893969269,17097658630,19648040091,22706283655,27502354651,32450398740,35646642136,37140164100,33212130823,31408478618,30734266462,29868363901,33195974365,37885485203,42575217415,44311595230,45417561302,52976344929,54368083953,64084460124,74119987245,82848140618,82344260571,72207025219,82995147090,81026297144,76262072022,81357602950,83908206456,91371239765,1.03E+11,1.22E+11,1.49E+11,1.74E+11,1.68E+11,2.00E+11,2.24E+11,2.50E+11,2.72E+11,2.85E+11,
Papua New Guinea,PNG,645537126,717716130,858802036,1299105241,1467346060,1356591177,1511856584,1640763204,1947947524,2293621944,2545983008,2498068351,2368584970,2562492525,2552526263,2423373088,2648033766,3143848331,3655979702,3546460177,3219730365,3787352287,4377984100,4974662910,5502648500,4636113480,5155485420,4936605080,3789428160,3477060138,3521348155,3081029666,2999542369,3536459111,3927114466,4865971718,5527856839,6340673794,8000074071,8105331930,9716103409,12873049346,15391629871,15413232346,16928577232,
Portugal,PRT,8109032775,9202512367,11240223128,15092052330,17514112076,19349512941,20334835544,21441635411,23489924726,26625439344,32899759311,31980423453,30530759334,27242331886,25220451794,27118476174,38749715722,48187667853,56352797354,60600056659,78721607509,89242382961,1.08E+11,95019103603,99698453261,1.18E+11,1.23E+11,1.17E+11,1.24E+11,1.27E+11,1.18E+11,1.22E+11,1.34E+11,1.65E+11,1.89E+11,1.97E+11,2.09E+11,2.40E+11,2.62E+11,2.44E+11,2.38E+11,2.45E+11,2.16E+11,2.26E+11,2.30E+11,
Paraguay,PRY,548758098,609047285,697291728,889357060,1199618980,1351889403,1540820245,1912353340,2350329157,3135123879,4094810488,5219516810,5067450002,5237432542,4067222420,2966234024,3439716399,3778316380,4082625953,4599970618,5695201563,6984367763,7157424031,7249533620,7870982171,9062131308,9788391733,9965225497,9024567484,8392549702,8195993231,7662595076,6325151760,6588103836,8033877360,8734653810,10646157920,13794910634,18504130753,15929902138,20030528043,25071195492,24611039786,29078927135,30880859580,
Qatar,QAT,301791305,387700072,510259923,793884372,2401403171,2512783993,3284301426,3617580071,4052000457,5633000419,7829094474,8661263514,7596702995,6467582121,6704395631,6153296279,5053021805,5446428524,6038186859,6487911901,7360439211,6883516484,7646153984,7156593654,7374450769,8137911978,9059340385,11297802115,10255495027,12393131868,17759890110,17538461538,19363736264,23533791209,31734065934,44530494505,60882142857,79712087912,1.15E+11,97798351648,1.25E+11,1.70E+11,1.90E+11,2.02E+11,2.10E+11,
Rwanda,RWA,219900006,222952504,246457839,290746157,308458404,571863503,637753856,746650611,905709081,1109346137,1254765643,1407062526,1407243133,1479687583,1587413091,1715626337,1944710688,2157432668,2395492695,2405022588,2550185693,1911600232,2029026957,1971525718,753636370,1293535192,1382334879,1851558199,1989343548,1817655192,1734938190,1674685126,1677447003,1845979351,2089188921,2581465675,3110328011,3775447706,4796573531,5308990459,5698548988,6406727230,7219657132,7522006198,7890190337,
South Asia,SAS,86652133909,92122896791,92636365543,1.06E+11,1.28E+11,1.37E+11,1.34E+11,1.55E+11,1.77E+11,1.98E+11,2.39E+11,2.53E+11,2.62E+11,2.77E+11,2.76E+11,3.00E+11,3.18E+11,3.53E+11,3.79E+11,3.83E+11,4.12E+11,3.66E+11,3.89E+11,3.85E+11,4.37E+11,4.85E+11,5.31E+11,5.57E+11,5.65E+11,6.05E+11,6.29E+11,6.46E+11,6.80E+11,7.93E+11,9.20E+11,1.05E+12,1.20E+12,1.53E+12,1.55E+12,1.71E+12,2.09E+12,2.28E+12,2.30E+12,2.36E+12,2.59E+12,
Saudi Arabia,SAU,5377333333,7184853037,9664157065,14947391339,45412958356,46773367414,64005666241,74188250131,80265618800,1.12E+11,1.65E+11,1.84E+11,1.53E+11,1.29E+11,1.20E+11,1.04E+11,86961921153,85695863767,88256077463,95344462193,1.17E+11,1.31E+11,1.36E+11,1.32E+11,1.34E+11,1.42E+11,1.58E+11,1.65E+11,1.46E+11,1.61E+11,1.88E+11,1.83E+11,1.89E+11,2.15E+11,2.59E+11,3.28E+11,3.77E+11,4.16E+11,5.20E+11,4.29E+11,5.27E+11,6.70E+11,7.34E+11,7.44E+11,7.46E+11,
