"","date","count"
"174","2004-3-29",19909
"175","2004-3-3",19782
"176","2004-3-30",19764
"177","2004-3-31",19867
"178","2004-3-4",19928
"179","2004-3-5",19948
"180","2004-3-6",17252
"181","2004-3-7",18901
"182","2004-3-8",19902
"183","2004-3-9",19607
"184","2004-4-1",19965
"185","2004-4-10",17196
"186","2004-4-11",18885
"187","2004-4-12",19993
"188","2004-4-13",19930
"189","2004-4-14",19943
"190","2004-4-15",19993
"191","2004-4-16",20036
"192","2004-4-17",17251
"193","2004-4-18",18922
"194","2004-4-19",19968
"195","2004-4-2",19992
"196","2004-4-20",19685
"197","2004-4-21",19852
"198","2004-4-22",19967
"199","2004-4-23",20012
"200","2004-4-24",17236
"201","2004-4-25",18900
"202","2004-4-26",19972
"203","2004-4-27",19688
"204","2004-4-28",19862
"205","2004-4-29",19981
"206","2004-4-3",17294
"207","2004-4-30",19985
"208","2004-4-4",18863
"209","2004-4-5",19980
"210","2004-4-6",19695
"211","2004-4-7",19947
"212","2004-4-8",19997
"213","2004-4-9",19980
"214","2004-5-1",17223
"215","2004-5-10",19937
"216","2004-5-11",19605
"217","2004-5-12",19783
"218","2004-5-13",19955
"219","2004-5-14",19989
"220","2004-5-15",17190
"221","2004-5-16",18882
"222","2004-5-17",19961
"223","2004-5-18",19771
"224","2004-5-19",19800
"225","2004-5-2",18920
"226","2004-5-20",19964
"227","2004-5-21",19988
"228","2004-5-22",17170
"229","2004-5-23",18884
"230","2004-5-24",19957
"231","2004-5-25",19778
"232","2004-5-26",19880
"233","2004-5-27",19971
"234","2004-5-28",20006
"235","2004-5-29",16942
"236","2004-5-3",19935
"237","2004-5-30",16991
"238","2004-5-31",18747
"239","2004-5-4",19560
"240","2004-5-5",19756
"241","2004-5-6",19932
"242","2004-5-7",19951
"243","2004-5-8",17148
"244","2004-5-9",18881
"245","2004-6-1",19896
"246","2004-6-10",20084
"247","2004-6-11",20159
"248","2004-6-12",17688
"249","2004-6-13",19221
"250","2004-6-14",20134
"251","2004-6-15",19840
"252","2004-6-16",20009
"253","2004-6-17",20230
"254","2004-6-18",20278
"255","2004-6-19",17929
"256","2004-6-2",19760
"257","2004-6-20",19300
"258","2004-6-21",20233
"259","2004-6-22",19922
"260","2004-6-23",20105
"261","2004-6-24",20302
"262","2004-6-25",20330
"263","2004-6-26",17992
"264","2004-6-27",19405
"265","2004-6-28",20294
"266","2004-6-29",19987
"267","2004-6-3",19908
"268","2004-6-30",20080
"269","2004-6-4",19969
"270","2004-6-5",17342
"271","2004-6-6",18974
"272","2004-6-7",19992
"273","2004-6-8",19673
"274","2004-6-9",19756
"275","2004-7-1",20463
"276","2004-7-10",18031
"277","2004-7-11",19547
"278","2004-7-12",20473
"279","2004-7-13",20129
"280","2004-7-14",20229
"281","2004-7-15",20481
"282","2004-7-16",20496
"283","2004-7-17",18118
"284","2004-7-18",19623
"285","2004-7-19",20540
"286","2004-7-2",20473
"287","2004-7-20",20212
"288","2004-7-21",20324
"289","2004-7-22",20563
"290","2004-7-23",20644
"291","2004-7-24",18201
"292","2004-7-25",19689
"293","2004-7-26",20610
"294","2004-7-27",20267
"295","2004-7-28",20395
"296","2004-7-29",20588
"297","2004-7-3",17700
"298","2004-7-30",20605
"299","2004-7-31",18167
"300","2004-7-4",16468
"301","2004-7-5",19651
"302","2004-7-6",20371
"303","2004-7-7",20210
"304","2004-7-8",20439
"305","2004-7-9",20459
"306","2004-8-1",19777
"307","2004-8-10",20280
"308","2004-8-11",20377
"309","2004-8-12",20594
"310","2004-8-13",20624
"311","2004-8-14",18184
"312","2004-8-15",19715
"313","2004-8-16",20647
"314","2004-8-17",20333
"315","2004-8-18",20443
"316","2004-8-19",20665
"317","2004-8-2",20702
"318","2004-8-20",20666
"319","2004-8-21",18211
"320","2004-8-22",19712
"321","2004-8-23",20687
"322","2004-8-24",20379
"323","2004-8-25",20394
"324","2004-8-26",20698
"325","2004-8-27",20719
"326","2004-8-28",18213
"327","2004-8-29",19763
"328","2004-8-3",20376
"329","2004-8-30",20674
"330","2004-8-31",20324
"331","2004-8-4",20344
"332","2004-8-5",20583
"333","2004-8-6",20592
"334","2004-8-7",18158
"335","2004-8-8",19672
"336","2004-8-9",20601
"337","2004-9-1",20282
"338","2004-9-10",20246
"339","2004-9-11",17157
"340","2004-9-12",19115
"341","2004-9-13",20183
"342","2004-9-14",19820
"343","2004-9-15",19881
"344","2004-9-16",20200
"345","2004-9-17",20219
"346","2004-9-18",16968
"347","2004-9-19",19217
"348","2004-9-2",20580
"349","2004-9-20",20209
"350","2004-9-21",19857
"351","2004-9-22",19876
"352","2004-9-23",20203
"353","2004-9-24",20227
"354","2004-9-25",16974
"355","2004-9-26",19219
"356","2004-9-27",20192
"357","2004-9-28",19854
"358","2004-9-29",19857
"359","2004-9-3",20592
"360","2004-9-30",20267
"361","2004-9-4",17401
"362","2004-9-5",16698
"363","2004-9-6",19507
"364","2004-9-7",20295
"365","2004-9-8",19837
"366","2004-9-9",20192
