"","MONTH","CARRIER","ORIGIN_AIRPORT_ID","ORIGIN","ORIGIN_STATE_NM","DEST","DEST_STATE_NM","X","count"
"1343",1,"DL",10849,"BZN","Montana","MSP","Minnesota",NA,878
"1344",1,"DL",14843,"SJU","Puerto Rico","DTW","Michigan",NA,172
"1345",1,"DL",13796,"OAK","California","SLC","Utah",NA,3146
"1346",1,"DL",12945,"LEX","Kentucky","ATL","Georgia",NA,2217
"1347",1,"DL",14492,"RDU","North Carolina","LAX","California",NA,8
"1348",1,"DL",10849,"BZN","Montana","SLC","Utah",NA,2029
"1349",1,"DL",14869,"SLC","Utah","BOS","Massachusetts",NA,707
"1350",1,"DL",14122,"PIT","Pennsylvania","DTW","Michigan",NA,1511
"1351",1,"DL",11433,"DTW","Michigan","GRR","Michigan",NA,2527
"1352",1,"DL",14321,"PWM","Maine","ATL","Georgia",NA,904
"1353",1,"DL",14869,"SLC","Utah","BOI","Idaho",NA,3370
"1354",1,"DL",14869,"SLC","Utah","AUS","Texas",NA,550
"1355",1,"DL",13486,"MSO","Montana","MSP","Minnesota",NA,189
"1356",1,"DL",10849,"BZN","Montana","ATL","Georgia",NA,60
"1357",1,"DL",10792,"BUF","New York","DTW","Michigan",NA,1510
"1358",1,"DL",10620,"BIL","Montana","MSP","Minnesota",NA,820
"1359",1,"DL",14574,"ROA","Virginia","ATL","Georgia",NA,1731
"1360",1,"DL",11641,"FAY","North Carolina","ATL","Georgia",NA,2172
"1361",1,"DL",10721,"BOS","Massachusetts","PBI","Florida",NA,1743
"1362",1,"DL",14027,"PBI","Florida","BOS","Massachusetts",NA,1746
"1363",1,"DL",14869,"SLC","Utah","LAS","Nevada",NA,5373
"1364",1,"DL",11618,"EWR","New Jersey","MSP","Minnesota",NA,3103
"1365",1,"DL",13487,"MSP","Minnesota","EWR","New Jersey",NA,3144
"1366",1,"DL",14100,"PHL","Pennsylvania","MSP","Minnesota",NA,1749
"1367",1,"DL",11433,"DTW","Michigan","DEN","Colorado",NA,2919
"1368",1,"DL",13487,"MSP","Minnesota","MKE","Wisconsin",NA,3619
"1369",1,"DL",12889,"LAS","Nevada","LAX","California",NA,11729
"1370",1,"DL",12892,"LAX","California","TPA","Florida",NA,516
"1371",1,"DL",15304,"TPA","Florida","LAX","California",NA,519
"1372",1,"DL",14783,"SGF","Missouri","ATL","Georgia",NA,1170
"1373",1,"DL",13577,"MYR","South Carolina","ATL","Georgia",NA,1854
"1374",1,"DL",10397,"ATL","Georgia","ONT","California",NA,796
"1375",1,"DL",10397,"ATL","Georgia","TUL","Oklahoma",NA,1981
"1376",1,"DL",13891,"ONT","California","ATL","Georgia",NA,797
"1377",1,"DL",11433,"DTW","Michigan","MSY","Louisiana",NA,68
"1378",1,"DL",13495,"MSY","Louisiana","DTW","Michigan",NA,53
"1379",1,"DL",12951,"LFT","Louisiana","ATL","Georgia",NA,995
"1380",1,"DL",10397,"ATL","Georgia","SJC","California",NA,640
"1381",1,"DL",14831,"SJC","California","ATL","Georgia",NA,634
"1382",1,"DL",14679,"SAN","California","MSP","Minnesota",NA,1333
"1383",1,"DL",11433,"DTW","Michigan","RDU","North Carolina",NA,1368
"1384",1,"DL",12892,"LAX","California","LIH","Hawaii",NA,1067
"1385",1,"DL",11193,"CVG","Kentucky","SLC","Utah",NA,1627
"1386",1,"DL",10397,"ATL","Georgia","FAY","North Carolina",NA,2173
"1387",1,"DL",10868,"CAE","South Carolina","ATL","Georgia",NA,2508
"1388",1,"DL",14869,"SLC","Utah","DEN","Colorado",NA,9269
"1389",1,"DL",14747,"SEA","Washington","CVG","Kentucky",NA,791
"1390",1,"DL",12982,"LIH","Hawaii","LAX","California",NA,1069
"1391",1,"DL",10397,"ATL","Georgia","MSN","Wisconsin",NA,384
"1392",1,"DL",13485,"MSN","Wisconsin","ATL","Georgia",NA,384
"1393",1,"DL",15370,"TUL","Oklahoma","ATL","Georgia",NA,1980
"1394",1,"DL",10397,"ATL","Georgia","CHO","Virginia",NA,786
"1395",1,"DL",10397,"ATL","Georgia","LFT","Louisiana",NA,995
"1396",1,"DL",11193,"CVG","Kentucky","SFO","California",NA,777
"1397",1,"DL",14771,"SFO","California","CVG","Kentucky",NA,782
"1398",1,"DL",11986,"GRR","Michigan","DTW","Michigan",NA,2655
"1399",1,"DL",13487,"MSP","Minnesota","PSP","California",NA,214
"1400",1,"DL",14262,"PSP","California","MSP","Minnesota",NA,214
"1401",1,"DL",12953,"LGA","New York","SRQ","Florida",NA,74
"1402",1,"DL",14869,"SLC","Utah","MCI","Missouri",NA,1051
"1403",1,"DL",11433,"DTW","Michigan","PHL","Pennsylvania",NA,2791
"1404",1,"DL",14492,"RDU","North Carolina","DTW","Michigan",NA,1368
"1405",1,"DL",11193,"CVG","Kentucky","LAS","Nevada",NA,921
"1406",1,"DL",13487,"MSP","Minnesota","SAT","Texas",NA,190
"1407",1,"DL",14683,"SAT","Texas","MSP","Minnesota",NA,191
"1408",1,"DL",10208,"AGS","Georgia","ATL","Georgia",NA,2380
"1409",1,"DL",10627,"BIS","North Dakota","MSP","Minnesota",NA,1052
"1410",1,"DL",11193,"CVG","Kentucky","BOS","Massachusetts",NA,1859
"1411",1,"DL",11775,"FSD","South Dakota","MSP","Minnesota",NA,1927
"1412",1,"DL",13487,"MSP","Minnesota","BIS","North Dakota",NA,1052
"1413",1,"DL",11337,"DLH","Minnesota","MSP","Minnesota",NA,1292
"1414",1,"DL",13485,"MSN","Wisconsin","MSP","Minnesota",NA,1439
"1415",1,"DL",12889,"LAS","Nevada","CVG","Kentucky",NA,920
"1416",1,"DL",12892,"LAX","California","BNA","Tennessee",NA,1418
"1417",1,"DL",13487,"MSP","Minnesota","EGE","Colorado",NA,112
"1418",1,"DL",11503,"EGE","Colorado","MSP","Minnesota",NA,112
"1419",1,"DL",11433,"DTW","Michigan","SJU","Puerto Rico",NA,155
"1420",1,"DL",14843,"SJU","Puerto Rico","MSP","Minnesota",NA,26
"1421",1,"DL",13487,"MSP","Minnesota","SJU","Puerto Rico",NA,26
"1422",1,"DL",15027,"STX","U.S. Virgin Islands","ATL","Georgia",NA,64
"1423",1,"DL",10397,"ATL","Georgia","STX","U.S. Virgin Islands",NA,67
"1424",1,"DL",11977,"GRB","Wisconsin","MSP","Minnesota",NA,1431
"1425",1,"DL",11953,"GNV","Florida","ATL","Georgia",NA,2064
"1426",1,"DL",10397,"ATL","Georgia","CRW","West Virginia",NA,1430
"1427",1,"DL",10397,"ATL","Georgia","ABE","Pennsylvania",NA,852
"1428",1,"DL",10397,"ATL","Georgia","ILM","North Carolina",NA,1996
"1429",1,"DL",10408,"ATW","Wisconsin","DTW","Michigan",NA,1020
"1430",1,"DL",11433,"DTW","Michigan","ATW","Wisconsin",NA,1021
"1431",1,"DL",10397,"ATL","Georgia","XNA","Arkansas",NA,1769
"1432",1,"DL",13487,"MSP","Minnesota","MDW","Illinois",NA,1367
"1433",1,"DL",10397,"ATL","Georgia","CHA","Tennessee",NA,2082
"1434",1,"DL",10397,"ATL","Georgia","EVV","Indiana",NA,1150
"1435",1,"DL",15919,"XNA","Arkansas","ATL","Georgia",NA,1768
"1436",1,"DL",13487,"MSP","Minnesota","MEM","Tennessee",NA,2551
"1437",1,"DL",10135,"ABE","Pennsylvania","ATL","Georgia",NA,853
"1438",1,"DL",13232,"MDW","Illinois","MSP","Minnesota",NA,1476
"1439",1,"DL",13487,"MSP","Minnesota","DFW","Texas",NA,2851
"1440",1,"DL",14869,"SLC","Utah","PSC","Washington",NA,1602
"1441",1,"DL",13244,"MEM","Tennessee","MSP","Minnesota",NA,2845
"1442",1,"DL",11146,"CRW","West Virginia","ATL","Georgia",NA,1430
"1443",1,"DL",10721,"BOS","Massachusetts","LGA","New York",NA,12029
"1444",1,"DL",12953,"LGA","New York","BOS","Massachusetts",NA,12035
"1445",1,"DL",10397,"ATL","Georgia","DSM","Iowa",NA,1114
"1446",1,"DL",10980,"CHA","Tennessee","ATL","Georgia",NA,2086
"1447",1,"DL",11423,"DSM","Iowa","ATL","Georgia",NA,1115
"1448",1,"DL",12323,"ILM","North Carolina","ATL","Georgia",NA,1991
"1449",1,"DL",11612,"EVV","Indiana","ATL","Georgia",NA,1151
"1450",1,"DL",14252,"PSC","Washington","SLC","Utah",NA,1600
"1451",1,"DL",13198,"MCI","Missouri","SLC","Utah",NA,1054
"1452",1,"DL",10397,"ATL","Georgia","SHV","Louisiana",NA,1816
"1453",1,"DL",14814,"SHV","Louisiana","ATL","Georgia",NA,1817
"1454",1,"DL",10397,"ATL","Georgia","BTR","Louisiana",NA,2665
"1455",1,"DL",10781,"BTR","Louisiana","ATL","Georgia",NA,2663
"1456",1,"DL",14869,"SLC","Utah","ABQ","New Mexico",NA,2293
"1457",1,"DL",10140,"ABQ","New Mexico","SLC","Utah",NA,2307
"1458",1,"DL",12892,"LAX","California","SJC","California",NA,8908
"1459",1,"DL",14831,"SJC","California","LAX","California",NA,8939
"1460",1,"DL",11298,"DFW","Texas","LAX","California",NA,6571
"1461",1,"DL",11433,"DTW","Michigan","PVD","Rhode Island",NA,1105
"1462",1,"DL",11066,"CMH","Ohio","DTW","Michigan",NA,1909
"1463",1,"DL",14869,"SLC","Utah","SJC","California",NA,1372
"1464",1,"DL",11433,"DTW","Michigan","CMH","Ohio",NA,1894
"1465",1,"DL",12892,"LAX","California","DFW","Texas",NA,6571
"1466",1,"DL",11433,"DTW","Michigan","OMA","Nebraska",NA,1324
"1467",1,"DL",14307,"PVD","Rhode Island","DTW","Michigan",NA,1105
"1468",1,"DL",12953,"LGA","New York","DFW","Texas",NA,5372
"1469",1,"DL",11298,"DFW","Texas","LGA","New York",NA,5365
"1470",1,"DL",11433,"DTW","Michigan","PWM","Maine",NA,66
"1471",1,"DL",14321,"PWM","Maine","DTW","Michigan",NA,67
"1472",1,"DL",11433,"DTW","Michigan","MHT","New Hampshire",NA,844
"1473",1,"DL",13296,"MHT","New Hampshire","DTW","Michigan",NA,846
"1474",1,"DL",11267,"DAY","Ohio","DTW","Michigan",NA,1322
"1475",1,"DL",13487,"MSP","Minnesota","CMH","Ohio",NA,1076
"1476",1,"AA",14107,"PHX","Arizona","DTW","Michigan",NA,2929
"1477",1,"DL",11433,"DTW","Michigan","MDW","Illinois",NA,3179
"1478",1,"DL",11433,"DTW","Michigan","ORF","Virginia",NA,968
"1479",1,"B6",12478,"JFK","New York","SMF","California",NA,341
"1480",1,"B6",14893,"SMF","California","JFK","New York",NA,342
"1481",1,"B6",12478,"JFK","New York","SRQ","Florida",NA,534
"1482",1,"B6",14986,"SRQ","Florida","JFK","New York",NA,534
"1483",1,"B6",12478,"JFK","New York","OAK","California",NA,1177
"1484",1,"B6",13796,"OAK","California","JFK","New York",NA,1177
"1485",1,"DL",13487,"MSP","Minnesota","DAY","Ohio",NA,692
"1486",1,"DL",11423,"DSM","Iowa","MSP","Minnesota",NA,1012
"1487",1,"DL",13487,"MSP","Minnesota","DSM","Iowa",NA,929
"1488",1,"DL",13487,"MSP","Minnesota","ATW","Wisconsin",NA,89
"1489",1,"DL",11267,"DAY","Ohio","MSP","Minnesota",NA,692
"1490",1,"DL",13232,"MDW","Illinois","DTW","Michigan",NA,3070
"1491",1,"DL",11433,"DTW","Michigan","ALB","New York",NA,1013
"1492",1,"B6",12197,"HPN","New York","RSW","Florida",NA,520
"1493",1,"B6",14635,"RSW","Florida","HPN","New York",NA,520
"1494",1,"B6",11618,"EWR","New Jersey","RSW","Florida",NA,1873
"1495",1,"B6",14635,"RSW","Florida","EWR","New Jersey",NA,1874
"1496",1,"B6",15304,"TPA","Florida","BDL","Connecticut",NA,1266
"1497",1,"B6",13930,"ORD","Illinois","SJU","Puerto Rico",NA,1036
"1498",1,"B6",13204,"MCO","Florida","BUF","New York",NA,1877
"1499",1,"DL",13851,"OKC","Oklahoma","DTW","Michigan",NA,604
"1500",1,"DL",13931,"ORF","Virginia","DTW","Michigan",NA,968
"1501",1,"DL",10257,"ALB","New York","DTW","Michigan",NA,1013
"1502",1,"DL",11433,"DTW","Michigan","IAD","Virginia",NA,1708
"1503",1,"DL",11433,"DTW","Michigan","LEX","Kentucky",NA,1658
"1504",1,"DL",12945,"LEX","Kentucky","DTW","Michigan",NA,1656
"1505",1,"DL",12264,"IAD","Virginia","DTW","Michigan",NA,1684
"1506",1,"DL",11433,"DTW","Michigan","DAY","Ohio",NA,1322
"1507",1,"DL",10397,"ATL","Georgia","FSD","South Dakota",NA,135
"1508",1,"DL",11721,"FNT","Michigan","MSP","Minnesota",NA,354
"1509",1,"EV",11298,"DFW","Texas","LAW","Oklahoma",NA,1822
"1510",1,"EV",12891,"LAW","Oklahoma","DFW","Texas",NA,1826
"1511",1,"EV",10781,"BTR","Louisiana","DFW","Texas",NA,2922
"1512",1,"EV",11298,"DFW","Texas","BTR","Louisiana",NA,2919
"1513",1,"EV",11298,"DFW","Texas","LFT","Louisiana",NA,1181
"1514",1,"EV",12951,"LFT","Louisiana","DFW","Texas",NA,1182
"1515",1,"EV",11140,"CRP","Texas","DFW","Texas",NA,2510
"1516",1,"EV",11298,"DFW","Texas","SHV","Louisiana",NA,3579
"1517",1,"DL",13487,"MSP","Minnesota","FNT","Michigan",NA,355
"1518",1,"DL",10408,"ATW","Wisconsin","MSP","Minnesota",NA,90
"1519",1,"DL",12278,"ICT","Kansas","MSP","Minnesota",NA,714
"1520",1,"DL",13487,"MSP","Minnesota","ICT","Kansas",NA,714
"1521",1,"EV",11298,"DFW","Texas","SJT","Texas",NA,1315
"1522",1,"EV",14842,"SJT","Texas","DFW","Texas",NA,1316
"1523",1,"EV",11298,"DFW","Texas","CRP","Texas",NA,2509
"1524",1,"EV",11298,"DFW","Texas","MLI","Illinois",NA,588
"1525",1,"EV",13367,"MLI","Illinois","DFW","Texas",NA,587
"1526",1,"EV",15411,"TYR","Texas","DFW","Texas",NA,1585
"1527",1,"EV",11298,"DFW","Texas","TYS","Tennessee",NA,1505
"1528",1,"EV",15412,"TYS","Tennessee","DFW","Texas",NA,1506
"1529",1,"EV",14814,"SHV","Louisiana","DFW","Texas",NA,3579
"1530",1,"EV",11298,"DFW","Texas","MOB","Alabama",NA,1398
"1531",1,"EV",13422,"MOB","Alabama","DFW","Texas",NA,1399
"1532",1,"EV",11298,"DFW","Texas","GRK","Texas",NA,2562
"1533",1,"EV",11049,"CLL","Texas","DFW","Texas",NA,1105
"1534",1,"EV",11298,"DFW","Texas","CLL","Texas",NA,1104
"1535",1,"EV",11298,"DFW","Texas","SPS","Texas",NA,1831
"1536",1,"EV",14960,"SPS","Texas","DFW","Texas",NA,1834
"1537",1,"EV",11298,"DFW","Texas","LIT","Arkansas",NA,3245
"1538",1,"EV",12992,"LIT","Arkansas","DFW","Texas",NA,3245
"1539",1,"EV",11298,"DFW","Texas","GGG","Texas",NA,971
"1540",1,"EV",11905,"GGG","Texas","DFW","Texas",NA,978
"1541",1,"EV",11298,"DFW","Texas","MLU","Louisiana",NA,964
"1542",1,"EV",13377,"MLU","Louisiana","DFW","Texas",NA,966
"1543",1,"EV",11298,"DFW","Texas","OKC","Oklahoma",NA,2846
"1544",1,"EV",13851,"OKC","Oklahoma","DFW","Texas",NA,2845
"1545",1,"EV",14783,"SGF","Missouri","ORD","Illinois",NA,2492
"1546",1,"EV",15370,"TUL","Oklahoma","ORD","Illinois",NA,2038
"1547",1,"EV",10397,"ATL","Georgia","IAD","Virginia",NA,5309
"1548",1,"EV",11977,"GRB","Wisconsin","ORD","Illinois",NA,3634
"1549",1,"EV",11996,"GSP","South Carolina","ORD","Illinois",NA,1159
"1550",1,"EV",12206,"HRL","Texas","IAH","Texas",NA,398
"1551",1,"EV",12264,"IAD","Virginia","DTW","Michigan",NA,1684
"1552",1,"EV",12264,"IAD","Virginia","GSP","South Carolina",NA,682
"1553",1,"EV",12264,"IAD","Virginia","LGA","New York",NA,1105
"1554",1,"EV",12266,"IAH","Texas","JAN","Mississippi",NA,1720
"1555",1,"EV",13851,"OKC","Oklahoma","IAD","Virginia",NA,5
"1556",1,"EV",13930,"ORD","Illinois","FAR","North Dakota",NA,1344
"1557",1,"EV",13930,"ORD","Illinois","GRB","Wisconsin",NA,3631
"1558",1,"EV",10747,"BRO","Texas","IAH","Texas",NA,1464
"1559",1,"EV",11109,"COS","Colorado","ORD","Illinois",NA,1519
"1560",1,"EV",11618,"EWR","New Jersey","GSO","North Carolina",NA,1092
"1561",1,"EV",11618,"EWR","New Jersey","MEM","Tennessee",NA,1192
"1562",1,"EV",11982,"GRK","Texas","IAH","Texas",NA,525
"1563",1,"EV",12264,"IAD","Virginia","CHS","South Carolina",NA,710
"1564",1,"EV",12266,"IAH","Texas","LCH","Louisiana",NA,999
"1565",1,"EV",12266,"IAH","Texas","MLU","Louisiana",NA,580
"1566",1,"EV",12339,"IND","Indiana","EWR","New Jersey",NA,1717
"1567",1,"EV",12451,"JAX","Florida","ORD","Illinois",NA,1704
"1568",1,"EV",13158,"MAF","Texas","IAH","Texas",NA,1187
"1569",1,"EV",13485,"MSN","Wisconsin","ORD","Illinois",NA,4943
"1570",1,"EV",13930,"ORD","Illinois","CVG","Kentucky",NA,5993
"1571",1,"EV",13930,"ORD","Illinois","CWA","Wisconsin",NA,1715
"1572",1,"EV",13930,"ORD","Illinois","PIT","Pennsylvania",NA,3611
"1573",1,"EV",13930,"ORD","Illinois","SAV","Georgia",NA,1132
"1574",1,"EV",13930,"ORD","Illinois","SYR","New York",NA,2314
"1575",1,"EV",12197,"HPN","New York","ORD","Illinois",NA,3626
"1576",1,"EV",12953,"LGA","New York","CLE","Ohio",NA,2920
"1577",1,"EV",13930,"ORD","Illinois","ORF","Virginia",NA,1188
"1578",1,"EV",13931,"ORF","Virginia","IAD","Virginia",NA,1057
"1579",1,"EV",13931,"ORF","Virginia","IAH","Texas",NA,969
"1580",1,"EV",14683,"SAT","Texas","IAH","Texas",NA,3755
"1581",1,"EV",11057,"CLT","North Carolina","IAH","Texas",NA,3711
"1582",1,"EV",11292,"DEN","Colorado","GRR","Michigan",NA,343
"1583",1,"EV",11433,"DTW","Michigan","ORD","Illinois",NA,7553
"1584",1,"EV",11618,"EWR","New Jersey","GSP","South Carolina",NA,1036
"1585",1,"EV",11996,"GSP","South Carolina","IAD","Virginia",NA,828
"1586",1,"EV",12264,"IAD","Virginia","ATL","Georgia",NA,5362
"1587",1,"EV",12264,"IAD","Virginia","BUF","New York",NA,16
"1588",1,"EV",13487,"MSP","Minnesota","EWR","New Jersey",NA,3144
"1589",1,"EV",13930,"ORD","Illinois","DTW","Michigan",NA,7602
"1590",1,"EV",13930,"ORD","Illinois","MEM","Tennessee",NA,3782
"1591",1,"EV",11996,"GSP","South Carolina","EWR","New Jersey",NA,1040
"1592",1,"EV",12264,"IAD","Virginia","SAV","Georgia",NA,1008
"1593",1,"EV",12266,"IAH","Texas","DAL","Texas",NA,3730
"1594",1,"EV",12266,"IAH","Texas","HRL","Texas",NA,398
"1595",1,"EV",12992,"LIT","Arkansas","IAH","Texas",NA,1103
"1596",1,"EV",14685,"SAV","Georgia","IAH","Texas",NA,949
"1597",1,"EV",11618,"EWR","New Jersey","SAV","Georgia",NA,1127
"1598",1,"EV",12266,"IAH","Texas","MFE","Texas",NA,2665
"1599",1,"EV",12266,"IAH","Texas","SAT","Texas",NA,3760
"1600",1,"EV",12884,"LAN","Michigan","ORD","Illinois",NA,1409
"1601",1,"EV",13244,"MEM","Tennessee","EWR","New Jersey",NA,1170
"1602",1,"EV",13930,"ORD","Illinois","ATW","Wisconsin",NA,2288
"1603",1,"EV",10781,"BTR","Louisiana","IAH","Texas",NA,2009
"1604",1,"EV",12266,"IAH","Texas","DFW","Texas",NA,5539
"1605",1,"EV",12953,"LGA","New York","IAD","Virginia",NA,1103
"1606",1,"EV",13930,"ORD","Illinois","DAY","Ohio",NA,1786
"1607",1,"EV",13930,"ORD","Illinois","ICT","Kansas",NA,3001
"1608",1,"EV",11049,"CLL","Texas","IAH","Texas",NA,262
"1609",1,"EV",12217,"HSV","Alabama","ORD","Illinois",NA,547
"1610",1,"EV",12266,"IAH","Texas","CRP","Texas",NA,823
"1611",1,"EV",13930,"ORD","Illinois","RIC","Virginia",NA,1884
"1612",1,"EV",12264,"IAD","Virginia","OKC","Oklahoma",NA,319
"1613",1,"EV",12266,"IAH","Texas","OKC","Oklahoma",NA,2625
"1614",1,"EV",13198,"MCI","Missouri","ORD","Illinois",NA,3837
"1615",1,"EV",13422,"MOB","Alabama","IAH","Texas",NA,1420
"1616",1,"EV",13851,"OKC","Oklahoma","DEN","Colorado",NA,2848
"1617",1,"EV",14576,"ROC","New York","ORD","Illinois",NA,2484
"1618",1,"EV",11292,"DEN","Colorado","SDF","Kentucky",NA,384
"1619",1,"EV",11618,"EWR","New Jersey","ORF","Virginia",NA,379
"1620",1,"EV",15016,"STL","Missouri","EWR","New Jersey",NA,1725
"1621",1,"EV",12266,"IAH","Texas","SHV","Louisiana",NA,1017
"1622",1,"EV",11066,"CMH","Ohio","ORD","Illinois",NA,4959
"1623",1,"EV",11193,"CVG","Kentucky","ORD","Illinois",NA,6014
"1624",1,"EV",13029,"LNK","Nebraska","ORD","Illinois",NA,1403
"1625",1,"EV",10693,"BNA","Tennessee","IAD","Virginia",NA,418
"1626",1,"EV",11995,"GSO","North Carolina","EWR","New Jersey",NA,1093
"1627",1,"EV",12266,"IAH","Texas","BNA","Tennessee",NA,2547
"1628",1,"EV",12266,"IAH","Texas","BTR","Louisiana",NA,2009
"1629",1,"EV",12278,"ICT","Kansas","IAH","Texas",NA,1594
"1630",1,"EV",11042,"CLE","Ohio","LGA","New York",NA,2936
"1631",1,"EV",11278,"DCA","Virginia","CLE","Ohio",NA,935
"1632",1,"EV",12266,"IAH","Texas","CLE","Ohio",NA,2147
"1633",1,"EV",13930,"ORD","Illinois","BTV","Vermont",NA,738
"1634",1,"EV",14730,"SDF","Kentucky","IAH","Texas",NA,361
"1635",1,"EV",11042,"CLE","Ohio","ORD","Illinois",NA,4569
"1636",1,"EV",12266,"IAH","Texas","MOB","Alabama",NA,1420
"1637",1,"EV",12451,"JAX","Florida","EWR","New Jersey",NA,1581
"1638",1,"EV",12896,"LBB","Texas","IAH","Texas",NA,769
"1639",1,"EV",11267,"DAY","Ohio","DEN","Colorado",NA,838
"1640",1,"EV",12266,"IAH","Texas","GRK","Texas",NA,525
"1641",1,"EV",12951,"LFT","Louisiana","IAH","Texas",NA,2702
"1642",1,"EV",13256,"MFE","Texas","IAH","Texas",NA,2665
"1643",1,"EV",14730,"SDF","Kentucky","DEN","Colorado",NA,384
"1644",1,"EV",14814,"SHV","Louisiana","IAH","Texas",NA,1018
"1645",1,"EV",15370,"TUL","Oklahoma","IAH","Texas",NA,2319
"1646",1,"EV",10821,"BWI","Maryland","EWR","New Jersey",NA,507
"1647",1,"EV",12264,"IAD","Virginia","ROC","New York",NA,492
"1648",1,"EV",11193,"CVG","Kentucky","IAH","Texas",NA,2048
"1649",1,"EV",11433,"DTW","Michigan","IAD","Virginia",NA,1708
"1650",1,"EV",12264,"IAD","Virginia","CLE","Ohio",NA,1435
"1651",1,"EV",12264,"IAD","Virginia","HSV","Alabama",NA,725
"1652",1,"EV",14685,"SAV","Georgia","ORD","Illinois",NA,1134
"1653",1,"EV",10792,"BUF","New York","ORD","Illinois",NA,3437
"1654",1,"EV",13244,"MEM","Tennessee","ORD","Illinois",NA,3769
"1655",1,"EV",13487,"MSP","Minnesota","IAH","Texas",NA,2451
"1656",1,"EV",11618,"EWR","New Jersey","BDL","Connecticut",NA,793
"1657",1,"EV",12264,"IAD","Virginia","CVG","Kentucky",NA,783
"1658",1,"EV",12451,"JAX","Florida","IAH","Texas",NA,1541
"1659",1,"EV",12278,"ICT","Kansas","ORD","Illinois",NA,3005
"1660",1,"EV",13930,"ORD","Illinois","PIA","Illinois",NA,3256
"1661",1,"EV",12266,"IAH","Texas","BRO","Texas",NA,1465
"1662",1,"EV",12448,"JAN","Mississippi","IAH","Texas",NA,1721
"1663",1,"EV",12264,"IAD","Virginia","SYR","New York",NA,653
"1664",1,"EV",11618,"EWR","New Jersey","BTV","Vermont",NA,879
"1665",1,"EV",13931,"ORF","Virginia","ORD","Illinois",NA,1089
"1666",1,"EV",12266,"IAH","Texas","ORF","Virginia",NA,970
"1667",1,"EV",10599,"BHM","Alabama","ORD","Illinois",NA,1497
"1668",1,"EV",10994,"CHS","South Carolina","IAH","Texas",NA,73
"1669",1,"EV",11042,"CLE","Ohio","IAH","Texas",NA,2151
"1670",1,"EV",10994,"CHS","South Carolina","ORD","Illinois",NA,1337
"1671",1,"EV",12266,"IAH","Texas","COS","Colorado",NA,1725
"1672",1,"EV",13930,"ORD","Illinois","LAN","Michigan",NA,1409
"1673",1,"EV",10397,"ATL","Georgia","EWR","New Jersey",NA,8028
"1674",1,"EV",11292,"DEN","Colorado","IND","Indiana",NA,2083
"1675",1,"EV",12266,"IAH","Texas","MAF","Texas",NA,1187
"1676",1,"EV",13029,"LNK","Nebraska","DEN","Colorado",NA,1204
"1677",1,"EV",13930,"ORD","Illinois","AVP","Pennsylvania",NA,718
"1678",1,"EV",14193,"PNS","Florida","IAH","Texas",NA,635
"1679",1,"EV",15624,"VPS","Florida","IAH","Texas",NA,421
"1680",1,"EV",12266,"IAH","Texas","TUL","Oklahoma",NA,2310
"1681",1,"EV",13930,"ORD","Illinois","MSP","Minnesota",NA,9688
"1682",1,"EV",12266,"IAH","Texas","PNS","Florida",NA,635
"1683",1,"EV",11292,"DEN","Colorado","CLE","Ohio",NA,969
"1684",1,"EV",13930,"ORD","Illinois","IND","Indiana",NA,4103
"1685",1,"EV",10257,"ALB","New York","ORD","Illinois",NA,1630
"1686",1,"EV",11259,"DAL","Texas","IAH","Texas",NA,3730
"1687",1,"EV",12266,"IAH","Texas","AEX","Louisiana",NA,342
"1688",1,"EV",12266,"IAH","Texas","LRD","Texas",NA,716
"1689",1,"EV",10721,"BOS","Massachusetts","EWR","New Jersey",NA,3883
"1690",1,"EV",11618,"EWR","New Jersey","DCA","Virginia",NA,2269
"1691",1,"EV",11618,"EWR","New Jersey","STL","Missouri",NA,1707
"1692",1,"EV",11995,"GSO","North Carolina","ORD","Illinois",NA,870
"1693",1,"EV",12264,"IAD","Virginia","GSO","North Carolina",NA,207
"1694",1,"EV",12266,"IAH","Texas","MEM","Tennessee",NA,3046
"1695",1,"EV",13244,"MEM","Tennessee","IAH","Texas",NA,3079
"1696",1,"EV",10140,"ABQ","New Mexico","IAH","Texas",NA,2261
"1697",1,"EV",11433,"DTW","Michigan","IAH","Texas",NA,2740
"1698",1,"EV",11996,"GSP","South Carolina","IAH","Texas",NA,950
"1699",1,"EV",12217,"HSV","Alabama","IAH","Texas",NA,1043
"1700",1,"EV",15919,"XNA","Arkansas","IAH","Texas",NA,1435
"1701",1,"EV",10599,"BHM","Alabama","DEN","Colorado",NA,666
"1702",1,"EV",12264,"IAD","Virginia","ORF","Virginia",NA,956
"1703",1,"EV",14193,"PNS","Florida","ORD","Illinois",NA,293
"1704",1,"EV",10693,"BNA","Tennessee","EWR","New Jersey",NA,1836
"1705",1,"EV",11057,"CLT","North Carolina","ORD","Illinois",NA,5639
"1706",1,"EV",11618,"EWR","New Jersey","BNA","Tennessee",NA,1812
"1707",1,"EV",15016,"STL","Missouri","ORD","Illinois",NA,4256
"1708",1,"EV",12266,"IAH","Texas","DSM","Iowa",NA,688
"1709",1,"EV",12266,"IAH","Texas","GPT","Mississippi",NA,1908
"1710",1,"EV",12266,"IAH","Texas","IND","Indiana",NA,1763
"1711",1,"EV",12266,"IAH","Texas","SAV","Georgia",NA,948
"1712",1,"EV",12266,"IAH","Texas","STL","Missouri",NA,736
