ID,PredictedProb
368,0.855668
376,0.97233
378,0.774247
382,0.843828
384,0.515069
385,0.959627
388,0.189451
389,0.970254
391,0.869918
392,0.729118
395,0.847837
396,0.837475
397,0.817711
399,0.772506
404,0.963832
407,0.40817
409,0.81784
410,0.738633
413,0.415616
414,0.593099
416,0.720005
418,0.777272
419,0.906366
420,0.894177
422,0.958449
423,0.772981
427,0.690281
429,0.978063
430,0.653396
431,0.701407
432,0.71818
433,0.914025
434,0.0557012
436,0.728209
437,0.868548
451,0.650458
452,0.731879
454,0.648568
457,0.876121
458,0.899334
460,0.684401
461,0.959993
462,0.729505
463,0.851241
465,0.908471
467,0.904926
473,0.881734
474,0.932034
480,0.1451
481,0.725249
483,0.880634
484,0.55784
485,0.549782
487,0.947586
490,0.940596
491,0.827158
492,0.577533
496,0.914265
497,0.541219
498,0.669608
499,0.910097
501,0.761708
502,0.94772
503,0.803991
506,0.930147
507,0.739727
508,0.508091
509,0.702734
510,0.836425
511,0.866322
513,0.821008
515,0.936605
521,0.521835
522,0.840195
523,0.892788
525,0.882988
529,0.838086
530,0.650748
531,0.590439
533,0.762423
534,0.613998
535,0.947161
537,0.639971
541,0.643212
542,0.690963
543,0.692444
544,0.833557
545,0.6379
549,0.905486
550,0.864503
551,0.839105
553,0.561401
556,0.935458
558,0.456078
560,0.876326
563,0.494367
564,0.938741
567,0.498889
572,0.623966
573,0.936314
577,0.913309
583,0.884038
584,0.777919
585,0.8228
586,0.791804
588,0.760622
590,0.672133
591,0.677875
593,0.937985
594,0.751192
597,0.82715
598,0.694703
599,0.954559
603,0.91218
604,0.700695
606,0.932455
607,0.500132
609,0.727815
614,0.86847
615,0.893967
616,0.532689
617,0.847917
618,0.87286
619,0.827258
620,0.858302
623,0.715208
625,0.911681
626,0.852633
627,0.91319
632,0.898246
633,0.554527
634,0.899526
635,0.716029
636,0.877847
637,0.92927
638,0.806028
639,0.947764
642,0.587923
643,0.866627
644,0.955097
645,0.210225
646,0.84704
650,0.867366
653,0.483732
654,0.763856
655,0.374029
656,0.863343
657,0.828247
658,0.651801
660,0.451381
661,0.731811
668,0.885391
669,0.671697
671,0.859702
672,0.699072
676,0.928154
678,0.888772
680,0.818092
682,0.959706
684,0.830297
685,0.57384
686,0.584682
687,0.539827
694,0.180856
696,0.706264
697,0.719704
699,0.551894
702,0.975311
707,0.849904
708,0.924361
712,0.976019
717,0.959203
718,0.965278
720,0.582321
721,0.787389
723,0.874078
724,0.730669
727,0.685591
728,0.256612
731,0.840684
733,0.883604
735,0.94463
737,0.764838
738,0.791839
740,0.660724
742,0.975621
743,0.618927
745,0.651594
746,0.885404
747,0.634344
748,0.994305
749,0.862969
750,0.964698
753,0.721036
755,0.814184
756,0.924678
758,0.492095
760,0.747051
762,0.868726
763,0.719849
765,0.93775
767,0.89876
768,0.972086
770,0.829123
772,0.790965
773,0.865822
774,0.767995
775,0.645308
777,0.396002
778,0.916337
780,0.615959
782,0.744787
783,0.957978
786,0.568738
787,0.916401
788,0.759454
789,0.709484
790,0.686282
793,0.762169
795,0.86467
807,0.680681
809,0.739078
810,0.592606
811,0.686059
813,0.222214
815,0.921646
816,0.711233
821,0.888769
823,0.982776
825,0.844825
826,0.873728
827,0.88359
832,0.933656
833,0.726515
834,0.783005
837,0.895587
838,0.983476
839,0.150175
843,0.518915
844,0.788861
845,0.481805
846,0.695642
848,0.706589
850,0.807301
851,0.878774
852,0.637022
855,0.793483
856,0.974024
861,0.674773
862,0.860097
863,0.913309
864,0.712246
865,0.899478
867,0.751802
868,0.876482
869,0.927054
873,0.707186
875,0.671271
877,0.85347
879,0.794712
880,0.972191
881,0.786661
882,0.539009
883,0.960089
887,0.714489
888,0.620103
890,0.960124
897,0.794938
900,0.769551
902,0.751997
904,0.75735
906,0.629798
910,0.906358
913,0.835092
914,0.664956
915,0.577557
918,0.751095
920,0.947555
923,0.839615
926,0.841801
927,0.664122
929,0.695761
930,0.731878
931,0.966991
932,0.90464
933,0.807319
934,0.864734
936,0.660162
939,0.698452
941,0.903542
943,0.588128
947,0.614057
948,0.860795
949,0.990075
950,0.454768
951,0.757998
952,0.569204
953,0.977439
956,0.837173
961,0.676577
962,0.566088
968,0.797757
971,0.969589
972,0.964618
977,0.978178
981,0.78009
985,0.917898
987,0.865628
989,0.989955
993,0.945622
994,0.518815
997,0.975616
998,0.572668
999,0.921944
1002,0.831029
1003,0.943234
1004,0.962389
1005,0.60783
1007,0.719651
1008,0.898467
1014,0.938608
1016,0.843866
1021,0.657441
1023,0.89208
1026,0.930366
1028,0.783564
1029,0.69729
1030,0.658766
1031,0.752493
1032,0.864492
1033,0.977275
1036,0.661104
1037,0.929928
1039,0.757882
1046,0.923971
1047,0.863717
1049,0.951503
1055,0.860277
1057,0.479526
1059,0.79201
1060,0.287987
1062,0.243253
1063,0.826258
1066,0.840908
1067,0.978044
1068,0.363991
1070,0.901825
1071,0.733833
1073,0.746872
1074,0.702474
1075,0.822938
1076,0.658781
1077,0.953616
1079,0.633125
1083,0.661104
1085,0.965991
1087,0.74446
1088,0.393276
1089,0.831636
1092,0.797606
1095,0.831476
1104,0.986224
1106,0.984844
1108,0.561798
1110,0.700374
1117,0.797266
1118,0.719837
1119,0.901617
1121,0.819504
1122,0.852338
1124,0.719619
1125,0.654478
1126,0.556064
1128,0.786839
1129,0.663928
1131,0.455669
1132,0.825898
1133,0.845204
1134,0.400369
1137,0.924823
1138,0.471845
1139,0.583828
1140,0.700673
1141,0.862114
1143,0.752928
1144,0.839951
1145,0.757874
1146,0.912933
1147,0.843137
1149,0.835999
1151,0.909976
1154,0.753772
1156,0.611628
1158,0.811657
1165,0.80802
1166,0.589884
1167,0.615617
1168,0.752341
1169,0.588843
1171,0.636142
1173,0.415351
1175,0.617564
1181,0.51324
1182,0.707401
1184,0.852791
1187,0.807288
1189,0.926823
1190,0.692007
1193,0.62899
1194,0.944258
1196,0.894915
1202,0.637088
1203,0.688298
1206,0.915153
1209,0.965347
1211,0.683316
1212,0.361643
1215,0.745759
1216,0.530722
1220,0.752799
1222,0.869397
1223,0.931857
1224,0.60547
1227,0.914742
1229,0.525041
1230,0.743458
1233,0.905329
1236,0.623792
1242,0.908205
1245,0.779228
1246,0.979024
1249,0.841621
1250,0.889122
1253,0.978312
1258,0.623015
1259,0.74674
1262,0.983505
1263,0.763951
1265,0.965497
1266,0.869281
1267,0.954909
1268,0.839281
1269,0.701072
1270,0.728767
1271,0.869143
1272,0.975673
1276,0.953859
1277,0.783893
1279,0.694769
1280,0.661498
1283,0.737082
1285,0.855444
1286,0.865725
1290,0.840647
1293,0.653051
1295,0.498788
1297,0.784085
1299,0.942684
1300,0.961821
1301,0.77381
1302,0.97153
1303,0.938071
1304,0.897559
1305,0.746754
1306,0.681561
1307,0.677135
1308,0.977951
1309,0.713665
1312,0.66793
1313,0.943626
1314,0.644446
1316,0.851976
1318,0.520261
1319,0.771121
1320,0.713231
1322,0.92061
1323,0.432573
1325,0.617542
1329,0.283702
1330,0.78113
1334,0.532778
1337,0.963172
1340,0.55541
1341,0.807715
1342,0.588736
1347,0.591489
1349,0.692143
1350,0.746205
1355,0.800511
1356,0.650319
1357,0.636096
1358,0.858835
1359,0.823962
1361,0.416556
1363,0.575826
1366,0.761603
1367,0.963465
1370,0.925022
1375,0.930363
1377,0.921812
1379,0.930726
1381,0.644428
1382,0.877919
1385,0.778221
1387,0.650406
1389,0.862817
1392,0.884728
1393,0.601348
1395,0.869092
1396,0.909744
1399,0.0533686
1400,0.0370301
1401,0.873236
1402,0.96194
1405,0.676868
1407,0.351515
1409,0.967847
1413,0.47727
1414,0.170332
1415,0.867664
1417,0.583074
1421,0.46678
1422,0.931621
1423,0.189479
1425,0.830186
1426,0.0633743
1428,0.880726
1429,0.969798
1430,0.626013
1431,0.648709
1433,0.967821
1435,0.948577
1436,0.873773
1438,0.89752
1439,0.933186
1442,0.949162
1448,0.72841
1449,0.651236
1451,0.626913
1453,0.855986
1455,0.79123
1456,0.60156
1458,0.850647
1459,0.918061
1463,0.965801
1466,0.509154
1468,0.968001
1471,0.600816
1472,0.958441
1473,0.731865
1474,0.975975
1476,0.599607
1477,0.724057
1478,0.606099
1479,0.773551
1481,0.509564
1482,0.982848
1487,0.67564
1490,0.937418
1493,0.528374
1494,0.786478
1495,0.938735
1496,0.919074
1497,0.673059
1498,0.776147
1499,0.911458
1500,0.751731
1505,0.850958
1507,0.64982
1508,0.669511
1510,0.834486
1511,0.809516
1513,0.50049
1514,0.762479
1518,0.903673
1519,0.406727
1520,0.815657
1522,0.890944
1523,0.828129
1524,0.639464
1527,0.892934
1528,0.729962
1529,0.725964
1530,0.805587
1532,0.792421
1534,0.471489
1536,0.979958
1537,0.63151
1540,0.644962
1543,0.419718
1546,0.895267
1549,0.664409
1553,0.60505
1558,0.760685
1560,0.867314
1561,0.893515
1562,0.743178
1565,0.505499
1573,0.486333
1576,0.769082
1577,0.940865
1579,0.482595
1580,0.912648
1581,0.792587
1582,0.363853
1584,0.782451
1586,0.869644
1588,0.855403
1589,0.643386
1595,0.673967
1598,0.384584
1599,0.98853
1600,0.623225
1605,0.612547
1609,0.6661
1610,0.676386
1615,0.865818
1617,0.926826
1619,0.833108
1621,0.902189
1622,0.686659
1628,0.80881
1629,0.943789
1630,0.738308
1631,0.862312
1633,0.795533
1636,0.697583
1637,0.777867
1638,0.883758
1643,0.843207
1644,0.848191
1645,0.889817
1646,0.637034
1647,0.848786
1648,0.828909
1650,0.569868
1651,0.842405
1652,0.929056
1654,0.880342
1655,0.98721
1657,0.961544
1658,0.982795
1663,0.352292
1665,0.970437
1666,0.741262
1669,0.923039
1675,0.853117
1678,0.895861
1679,0.661514
1680,0.48822
1681,0.777998
1684,0.950392
1687,0.501069
1688,0.809104
1692,0.913265
1694,0.828724
1695,0.798162
1696,0.791981
1697,0.480231
1698,0.667825
1699,0.930185
1700,0.462378
1701,0.871872
1704,0.501389
1705,0.63587
1706,0.749294
1708,0.983194
1709,0.774821
1712,0.481865
1713,0.703815
1715,0.63355
1718,0.956002
1720,0.797378
1721,0.756996
1724,0.841991
1725,0.722366
1726,0.119547
1728,0.842812
1729,0.898933
1738,0.691299
1739,0.71191
1741,0.831782
1743,0.922466
1745,0.485521
1750,0.652416
1751,0.819437
1753,0.890373
1755,0.572082
1757,0.779249
1758,0.6134
1759,0.818094
1762,0.740763
1763,0.637198
1767,0.980349
1769,0.750684
1770,0.974545
1778,0.879473
1781,0.892326
1784,0.91441
1786,0.697701
1787,0.874715
1788,0.898933
1789,0.923946
1790,0.623033
1794,0.0365067
1795,0.804769
1797,0.969468
1801,0.838287
1802,0.872767
1809,0.963058
1810,0.898578
1811,0.802802
1816,0.809637
1817,0.686575
1818,0.565906
1820,0.541129
1821,0.589494
1822,0.209954
1823,0.909595
1829,0.798515
1833,0.910899
1834,0.822309
1836,0.734444
1837,0.967775
1839,0.870703
1842,0.829122
1845,0.962962
1849,0.764764
1851,0.95226
1852,0.599784
1853,0.681756
1855,0.815215
1856,0.795083
1857,0.939814
1859,0.882974
1860,0.59859
1861,0.916162
1862,0.893202
1864,0.867872
1865,0.868442
1869,0.83005
1871,0.547642
1872,0.932445
1873,0.665678
1874,0.549419
1875,0.410391
1878,0.851781
1879,0.828303
1880,0.579865
1882,0.949822
1887,0.917061
1893,0.700365
1896,0.82179
1900,0.773504
1902,0.868109
1904,0.93875
1906,0.524508
1907,0.867743
1909,0.736742
1911,0.796396
1913,0.682151
1915,0.790018
1917,0.135145
1918,0.438517
1919,0.578769
1921,0.827899
1922,0.980572
1923,0.937444
1926,0.650326
1927,0.509413
1928,0.875022
1929,0.882183
1931,0.761371
1932,0.896517
1938,0.960879
1940,0.549791
1941,0.72733
1942,0.692622
1944,0.581046
1948,0.546389
1949,0.794245
1951,0.898498
1953,0.84242
1954,0.782083
1955,0.992192
1956,0.712172
1957,0.931449
1958,0.980994
1959,0.894284
1961,0.793114
1962,0.737864
1965,0.735781
1969,0.81951
1971,0.666289
1978,0.974742
1982,0.968747
1984,0.641515
1985,0.770658
1986,0.765249
1987,0.697199
1988,0.668691
1989,0.780665
1990,0.627607
1991,0.900654
1993,0.935613
1994,0.858892
1999,0.689421
2000,0.868157
2001,0.625552
2002,0.921171
2003,0.359942
2004,0.513467
2008,0.967396
2011,0.852626
2013,0.869875
2017,0.974281
2020,0.888446
2021,0.952254
2024,0.895803
2026,0.460614
2031,0.855256
2035,0.578752
2039,0.965726
2040,0.851507
2044,0.89188
2045,0.903165
2046,0.678026
2047,0.661537
2048,0.836801
2052,0.805166
2053,0.779992
2054,0.747336
2055,0.795875
2058,0.757149
2059,0.72009
2060,0.471503
2063,0.837686
2064,0.798883
2065,0.962754
2066,0.889048
2070,0.367009
2073,0.907794
2076,0.879119
2077,0.104532
2078,0.827983
2082,0.951472
2084,0.754461
2086,0.670626
2088,0.936453
2090,0.891569
2091,0.917981
2095,0.719369
2097,0.829534
2101,0.830952
2102,0.445063
2105,0.743348
2106,0.662123
2107,0.942561
2110,0.694295
2113,0.977094
2114,0.636976
2115,0.750399
2118,0.744501
2119,0.729658
2120,0.760227
2122,0.660828
2128,0.905703
2129,0.740194
2132,0.844285
2136,0.873741
2139,0.918166
2140,0.580984
2141,0.35793
2142,0.826658
2143,0.757474
2146,0.428342
2147,0.803058
2148,0.64893
2151,0.616725
2153,0.827751
2154,0.920924
2156,0.364947
2161,0.97789
2162,0.780607
2163,0.957389
2164,0.734129
2165,0.961917
2168,0.9822
2169,0.676312
2175,0.927597
2176,0.869367
2177,0.796657
2178,0.49748
2182,0.886887
2184,0.52946
2191,0.861442
2193,0.945504
2194,0.796221
2196,0.906311
2198,0.642599
2199,0.681696
2200,0.693738
2202,0.936411
2209,0.899513
2213,0.0713094
2217,0.968835
2218,0.508804
2224,0.647799
2225,0.0726442
2231,0.93876
2233,0.82616
2234,0.826482
2235,0.568278
2237,0.761542
2238,0.4563
2240,0.706186
2242,0.822248
2244,0.623269
2246,0.921575
2247,0.693568
2248,0.985507
2249,0.958304
2250,0.955046
2252,0.720396
2254,0.716603
2257,0.796509
2258,0.713127
2262,0.560634
2265,0.771271
2268,0.936663
2270,0.920281
2280,0.914625
2281,0.988361
2283,0.975964
2285,0.264579
2289,0.96129
2290,0.637146
2291,0.802658
2293,0.839603
2294,0.81481
2295,0.912486
2300,0.812044
2304,0.916717
2307,0.492971
2310,0.975011
2312,0.861919
2313,0.397099
2318,0.694685
2319,0.853116
2322,0.554692
2324,0.829958
2326,0.95832
2328,0.715808
2331,0.829417
2334,0.047648
2335,0.700943
2336,0.82973
2339,0.92192
2340,0.881172
2341,0.963933
2344,0.983101
2349,0.963125
2352,0.946888
2353,0.875003
2357,0.491595
2362,0.742777
2364,0.660455
2365,0.592723
2366,0.781977
2367,0.575044
2368,0.860963
2370,0.979207
2373,0.769291
2375,0.549725
2376,0.97239
2377,0.929223
2382,0.968195
2384,0.70642
2385,0.809334
2388,0.781409
2389,0.494726
2390,0.830644
2391,0.692415
2393,0.938337
2396,0.792726
2397,0.624817
2398,0.973698
2399,0.732458
2400,0.894335
2401,0.442169
2402,0.925912
2404,0.549384
2406,0.963818
2408,0.64896
2409,0.896587
2410,0.788262
2411,0.745627
2413,0.779431
2415,0.759846
2417,0.962567
2422,0.931007
2423,0.509363
2424,0.835522
2426,0.970749
2429,0.728438
2430,0.578739
2432,0.676184
2433,0.891946
2436,0.983264
2437,0.946634
2438,0.872842
2439,0.830564
2440,0.58333
2444,0.657159
2445,0.429965
2446,0.473593
2454,0.844506
2455,0.740148
2456,0.967855
2458,0.439543
2459,0.362343
2460,0.609534
2461,0.890664
2462,0.680091
2464,0.596339
2465,0.861279
2467,0.985167
2468,0.930423
2474,0.734926
2480,0.593612
2481,0.664474
2484,0.710605
2485,0.605426
2486,0.837242
2487,0.673736
2491,0.878651
2493,0.810854
2496,0.924453
2497,0.906946
2501,0.794739
2504,0.644438
2505,0.400299
2506,0.658638
2508,0.779842
2509,0.587692
2513,0.457665
2516,0.782322
2520,0.638564
2521,0.708988
2523,0.809676
2524,0.890453
2526,0.986923
2528,0.877517
2529,0.904755
2530,0.890365
2531,0.948089
2532,0.918271
2536,0.754637
2537,0.653656
2540,0.955546
2541,0.741748
2542,0.727583
2543,0.543046
2546,0.559409
2547,0.703924
2550,0.716584
2551,0.824122
2555,0.817726
2556,0.911476
2558,0.889599
2559,0.969063
2560,0.835426
2562,0.98035
2563,0.0526609
2564,0.921121
2565,0.610365
2568,0.806908
2569,0.735992
2570,0.709684
2572,0.769995
2573,0.84641
2574,0.60308
2575,0.900534
2576,0.87726
2582,0.871672
2583,0.364791
2586,0.692531
2590,0.570733
2591,0.68298
2592,0.896335
2593,0.968784
2595,0.835181
2596,0.913149
2597,0.662667
2598,0.704421
2600,0.97472
2601,0.850106
2603,0.448184
2604,0.814614
2605,0.916342
2606,0.970057
2608,0.798389
2609,0.87313
2610,0.817986
2611,0.631013
2614,0.883968
2615,0.869206
2616,0.704205
2618,0.629577
2620,0.754435
2623,0.73233
2624,0.975187
2625,0.725638
2627,0.662034
2629,0.818111
2630,0.791367
2631,0.965146
2632,0.957187
2633,0.743384
2634,0.798085
2635,0.542821
2636,0.916324
2637,0.586513
2638,0.977775
2641,0.480419
2643,0.674866
2644,0.265086
2647,0.813045
2648,0.837878
2649,0.947345
2651,0.450136
2654,0.869721
2655,0.803382
2656,0.960792
2659,0.469135
2661,0.817128
2662,0.678702
2664,0.96649
2665,0.747444
2666,0.93376
2667,0.736114
2668,0.822117
2671,0.151121
2673,0.912785
2676,0.708541
2678,0.636428
2680,0.951629
2681,0.984636
2683,0.564463
2687,0.471049
2688,0.919381
2689,0.802507
2691,0.905252
2693,0.896824
2695,0.830708
2697,0.674079
2699,0.935701
2701,0.640164
2702,0.708879
2703,0.84091
2706,0.916035
2707,0.924688
2708,0.927247
2709,0.868685
2714,0.784259
2715,0.54043
2716,0.736538
2717,0.957468
2719,0.885855
2721,0.939991
2722,0.827276
2723,0.63101
2724,0.596895
2727,0.986066
2730,0.862752
2731,0.758836
2736,0.902005
2738,0.875145
2740,0.930057
2744,0.742656
2745,0.191856
2748,0.646771
2749,0.291169
2750,0.723157
2751,0.453152
2752,0.728346
2754,0.775227
2755,0.897312
2756,0.923516
2757,0.976147
2758,0.884363
2759,0.924361
2760,0.976993
2761,0.0644893
2762,0.823258
2763,0.698139
2764,0.57594
2765,0.912438
2768,0.589884
2769,0.195071
2770,0.306693
2776,0.916846
2778,0.97621
2788,0.700843
2789,0.727223
2791,0.741537
2792,0.500647
2793,0.937796
2797,0.748965
2799,0.918293
2800,0.969289
2801,0.623633
2805,0.863266
2806,0.567411
2807,0.053616
2808,0.733905
2811,0.860941
2820,0.898528
2822,0.904365
2824,0.93815
2826,0.929787
2827,0.829081
2828,0.862433
2829,0.60603
2832,0.818947
2835,0.96125
2836,0.783906
2839,0.712384
2840,0.871013
2841,0.749996
2843,0.856134
2849,0.385202
2850,0.748655
2854,0.81988
2856,0.810346
2857,0.924205
2859,0.733544
2860,0.981024
2863,0.922729
2864,0.621422
2865,0.553634
2870,0.842537
2871,0.768032
2872,0.687908
2873,0.647506
2874,0.926058
2876,0.923506
2877,0.565993
2878,0.96445
2880,0.791727
2882,0.815919
2884,0.521656
2885,0.631659
2886,0.582927
2887,0.751172
2894,0.710114
2897,0.737303
2900,0.818735
2903,0.781066
2904,0.913434
2906,0.800948
2908,0.946367
2909,0.737113
2910,0.393114
2911,0.540462
2912,0.85325
2913,0.934147
2915,0.793043
2916,0.586084
2918,0.712094
2924,0.678296
2925,0.824947
2928,0.942173
2929,0.43047
2934,0.890474
2935,0.548861
2938,0.764052
2940,0.727253
2941,0.605955
2942,0.886026
2944,0.900995
2946,0.828965
2947,0.632199
2948,0.762826
2950,0.888732
2952,0.915501
2953,0.926616
2954,0.873026
2956,0.573261
2958,0.594525
2959,0.66275
2961,0.809277
2963,0.625187
2965,0.972334
2967,0.821096
2971,0.695677
2973,0.979197
2974,0.505585
2980,0.866117
2982,0.74071
2983,0.552113
2986,0.879657
2987,0.769562
2988,0.70814
2993,0.910577
2995,0.568988
2998,0.644012
3003,0.840995
3005,0.912188
3006,0.77066
3007,0.793003
3011,0.762913
3013,0.884299
3014,0.318066
3019,0.782447
3020,0.928394
3022,0.660653
3023,0.580786
3024,0.622906
3025,0.602551
3027,0.822397
3029,0.725219
3030,0.586584
3031,0.88846
3032,0.958251
3033,0.584188
3037,0.891605
3041,0.643279
3042,0.749215
3044,0.942959
3045,0.726309
3048,0.790723
3049,0.918337
3053,0.919952
3055,0.798539
3057,0.896868
3058,0.591559
3059,0.741744
3060,0.653587
3061,0.949774
3063,0.860886
3064,0.839691
3065,0.530156
3066,0.971488
3067,0.570776
3068,0.974702
3069,0.860018
3070,0.949381
3071,0.908825
3072,0.91577
3075,0.931352
3077,0.745654
3080,0.961624
3081,0.968846
3082,0.791655
3083,0.980183
3086,0.918048
3089,0.941933
3090,0.807017
3091,0.804254
3092,0.922364
3093,0.935706
3094,0.941849
3097,0.957958
3099,0.709125
3102,0.980401
3103,0.857687
3105,0.979364
3106,0.966367
3107,0.833878
3108,0.907492
3109,0.464209
3114,0.726462
3116,0.171177
3117,0.601209
3119,0.889875
3121,0.730453
3123,0.904857
3124,0.976455
3125,0.950012
3126,0.621339
3128,0.721483
3129,0.907031
3130,0.522618
3131,0.973842
3132,0.844226
3133,0.786858
3134,0.709171
3135,0.730116
3136,0.897156
3137,0.945116
3140,0.910268
3141,0.779862
3143,0.692424
3144,0.808744
3145,0.701023
3147,0.535603
3149,0.726145
3151,0.721125
3154,0.452102
3156,0.882344
3157,0.554116
3158,0.547208
3160,0.749102
3161,0.924085
3162,0.933439
3164,0.924876
3165,0.705017
3168,0.594881
3171,0.928657
3173,0.717526
3174,0.934643
3175,0.540984
3176,0.906496
3177,0.670539
3178,0.610284
3181,0.569507
3182,0.630823
3186,0.973043
3188,0.936913
3190,0.877028
3192,0.737011
3194,0.586701
3195,0.870693
3197,0.777899
3198,0.73767
3202,0.840446
3203,0.581196
3204,0.670164
3207,0.678596
3208,0.815912
3209,0.627105
3210,0.753665
3212,0.103569
3213,0.860416
3214,0.836961
3219,0.647909
3222,0.917775
3224,0.498142
3227,0.600425
3229,0.768281
3230,0.525998
3231,0.799987
3232,0.633479
3233,0.897557
3234,0.977346
3235,0.792535
3237,0.805607
3238,0.874514
3239,0.974271
3240,0.992753
3241,0.842375
3242,0.834609
3243,0.890668
3244,0.69551
3255,0.70537
3256,0.947429
3257,0.705176
3258,0.900505
3259,0.780533
3260,0.907595
3262,0.9385
3263,0.886285
3264,0.711897
3266,0.787236
3267,0.88493
3268,0.643551
3271,0.705332
3274,0.812073
3275,0.972645
3276,0.803677
3277,0.826037
3278,0.418177
3279,0.833579
3280,0.937945
3281,0.696419
3282,0.726931
3283,0.642353
3284,0.583192
3288,0.698785
3290,0.970263
3292,0.787458
3293,0.67973
3295,0.967007
3296,0.796364
3297,0.577777
3299,0.795435
3300,0.906192
3301,0.860936
3307,0.796773
3308,0.532091
3309,0.944725
3311,0.808053
3312,0.11021
3313,0.773963
3321,0.64607
3322,0.758959
3323,0.640804
3325,0.84242
3326,0.945974
3327,0.948926
3328,0.801888
3330,0.940307
3332,0.582704
3333,0.967535
3337,0.343826
3343,0.870422
3344,0.777095
3345,0.439684
3346,0.581404
3350,0.892288
3352,0.928915
3354,0.938795
3355,0.783608
3360,0.849655
3361,0.581798
3364,0.917397
3365,0.825186
3367,0.551635
3370,0.743214
3371,0.306401
3372,0.973063
3374,0.915127
3378,0.454795
3379,0.936852
3380,0.862231
3382,0.761866
3383,0.603488
3384,0.625585
3385,0.764601
3387,0.968045
3388,0.980068
3389,0.728866
3390,0.74446
3392,0.944067
3393,0.878588
3394,0.909572
3395,0.942734
3398,0.559619
3399,0.112411
3400,0.897526
3403,0.82395
3405,0.718494
3406,0.905668
3407,0.561608
3408,0.770101
3410,0.600193
3414,0.647093
3417,0.979409
3418,0.968247
3421,0.776588
3422,0.964546
3426,0.895591
3427,0.856386
3435,0.631181
3436,0.968346
3437,0.820952
3438,0.803708
3439,0.303984
3442,0.985687
3443,0.942763
3444,0.717444
3445,0.725138
3449,0.57384
3450,0.525859
3451,0.896507
3452,0.968313
3453,0.812488
3456,0.367196
3457,0.817821
3458,0.666811
3459,0.603525
3462,0.674511
3466,0.744378
3471,0.611271
3472,0.569386
3474,0.897869
3475,0.938895
3477,0.862618
3478,0.968856
3479,0.770134
3480,0.650115
3482,0.481446
3485,0.651512
3487,0.956651
3488,0.080474
3493,0.880367
3495,0.96387
3498,0.760748
3500,0.856169
3502,0.611274
3503,0.898401
3504,0.467352
3506,0.722903
3507,0.830147
3508,0.973224
3509,0.94205
3510,0.733169
3511,0.955287
3512,0.888727
3513,0.926041
3515,0.174836
3516,0.720482
3519,0.883674
3521,0.959228
3522,0.878056
3530,0.880761
3531,0.980041
3533,0.675572
3538,0.85676
3539,0.938433
3541,0.907141
3542,0.576771
3543,0.821927
3544,0.95599
3546,0.774582
3547,0.838753
3549,0.886204
3551,0.626407
3555,0.974542
3557,0.337141
3558,0.910856
3559,0.895675
3560,0.40191
3561,0.618148
3563,0.783984
3566,0.546263
