ID,PredictedProb
336,0.473546
337,0.56279
338,0.849592
340,0.943933
345,0.51307
347,0.890325
348,0.811808
350,0.970635
352,0.788994
356,0.939306
357,0.913982
358,0.915141
359,0.746739
361,0.79589
363,0.397907
364,0.778633
368,0.8646
376,0.951853
378,0.760396
382,0.832555
384,0.531143
385,0.947349
388,0.186938
389,0.948548
391,0.889186
392,0.730852
395,0.799515
396,0.870746
397,0.779969
399,0.780576
404,0.976546
407,0.441605
409,0.830282
410,0.730376
413,0.471776
414,0.587991
416,0.793394
418,0.807636
419,0.903158
420,0.938115
422,0.946269
423,0.775389
427,0.659567
429,0.97993
430,0.544365
431,0.70647
432,0.671531
433,0.904919
434,0.0705398
436,0.680933
437,0.876297
451,0.63378
452,0.727422
454,0.684136
457,0.903565
458,0.872378
460,0.689087
461,0.952495
462,0.734477
463,0.840854
465,0.936183
467,0.870142
473,0.885862
474,0.88287
480,0.150689
481,0.716856
483,0.868078
484,0.590693
485,0.552595
487,0.911004
490,0.915972
491,0.823556
492,0.577246
496,0.910985
497,0.612255
498,0.628942
499,0.880722
501,0.783004
502,0.940217
503,0.850804
506,0.916226
507,0.777454
508,0.631045
509,0.74687
510,0.815719
511,0.845881
513,0.765786
515,0.928142
521,0.525055
522,0.837848
523,0.870924
525,0.859409
529,0.859933
530,0.62603
531,0.705841
533,0.768805
534,0.651534
535,0.949161
537,0.609642
541,0.646119
542,0.6711
543,0.660907
544,0.83249
545,0.613641
549,0.92692
550,0.880446
551,0.841361
553,0.644839
556,0.92538
558,0.570834
560,0.762388
563,0.522964
564,0.940329
567,0.483078
572,0.639183
573,0.943111
577,0.886962
583,0.848528
584,0.766113
585,0.795787
586,0.815767
588,0.806602
590,0.704783
591,0.667651
593,0.914615
594,0.735249
597,0.850582
598,0.722766
599,0.92962
603,0.851701
604,0.733966
606,0.908117
607,0.571861
609,0.707899
614,0.894377
615,0.900822
616,0.492363
617,0.860504
618,0.863122
619,0.852628
620,0.926567
623,0.692609
625,0.900787
626,0.868253
627,0.900349
632,0.888686
633,0.595859
634,0.853167
635,0.734236
636,0.875568
637,0.8988
638,0.815349
639,0.964332
642,0.551996
643,0.872972
644,0.948564
645,0.317045
646,0.829053
650,0.913743
653,0.641183
654,0.62254
655,0.31898
656,0.846476
657,0.816519
658,0.684908
660,0.561551
661,0.73286
668,0.870228
669,0.599302
671,0.83907
672,0.699137
676,0.919795
678,0.918669
680,0.859766
682,0.950293
684,0.877097
685,0.562723
686,0.659945
687,0.556279
694,0.236109
696,0.496725
697,0.711981
699,0.599232
702,0.976019
707,0.856861
708,0.946095
712,0.963844
717,0.944332
718,0.952632
720,0.58848
721,0.853552
723,0.813566
724,0.707137
727,0.562044
728,0.28781
731,0.822085
733,0.907079
735,0.944004
737,0.751893
738,0.835028
740,0.597032
742,0.977439
743,0.56126
745,0.656714
746,0.865786
747,0.653411
748,0.992104
749,0.90899
750,0.967677
753,0.671285
755,0.835973
756,0.920743
758,0.496125
760,0.747769
762,0.845835
763,0.744422
765,0.929923
767,0.891148
768,0.966178
770,0.823797
772,0.780893
773,0.875199
774,0.732068
775,0.773577
777,0.47551
778,0.900702
780,0.624934
782,0.766636
783,0.946248
786,0.580338
787,0.894175
788,0.759098
789,0.736715
790,0.673544
793,0.763735
795,0.843812
807,0.670105
809,0.811601
810,0.601946
811,0.757649
813,0.197552
815,0.863621
816,0.702098
821,0.830221
823,0.977635
825,0.865351
826,0.905094
827,0.872221
832,0.901876
833,0.719012
834,0.744546
837,0.880016
838,0.982476
839,0.197889
843,0.544162
844,0.749283
845,0.517173
846,0.704803
848,0.6891
850,0.774381
851,0.884822
852,0.672909
855,0.797401
856,0.967983
861,0.682341
862,0.855125
863,0.907268
864,0.701035
865,0.869118
867,0.746485
868,0.848637
869,0.905092
873,0.698674
875,0.647001
877,0.881842
879,0.810164
880,0.976501
881,0.764927
882,0.621644
883,0.962363
887,0.728532
888,0.594665
890,0.961256
897,0.801166
900,0.789133
902,0.753123
904,0.75574
906,0.674684
910,0.925139
913,0.855949
914,0.714896
915,0.507455
918,0.764472
920,0.950708
923,0.858225
926,0.875468
927,0.679385
929,0.783275
930,0.716565
931,0.957857
932,0.900112
933,0.797957
934,0.854985
936,0.723703
939,0.624974
941,0.895497
943,0.60382
947,0.535836
948,0.813071
949,0.980934
950,0.495464
951,0.755495
952,0.571139
953,0.973927
956,0.888547
961,0.628721
962,0.607411
968,0.797397
971,0.954804
972,0.961807
977,0.972909
981,0.79561
985,0.836989
987,0.848334
989,0.983153
993,0.934436
994,0.442741
997,0.97222
998,0.607861
999,0.901148
1002,0.799702
1003,0.947102
1004,0.944152
1005,0.621711
1007,0.681066
1008,0.848134
1014,0.950507
1016,0.830755
1021,0.644072
1023,0.880367
1026,0.912173
1028,0.764121
1029,0.674737
1030,0.675783
1031,0.754861
1032,0.881426
1033,0.973213
1036,0.650991
1037,0.915698
1039,0.750027
1046,0.91919
1047,0.860504
1049,0.944512
1055,0.875815
1057,0.425495
1059,0.724836
1060,0.310538
1062,0.204001
1063,0.838237
1066,0.774883
1067,0.974813
1068,0.364285
1070,0.898153
1071,0.734676
1073,0.726115
1074,0.720905
1075,0.874256
1076,0.71327
1077,0.948306
1079,0.607775
1083,0.649512
1085,0.962677
1087,0.763456
1088,0.388891
1089,0.798598
1092,0.759962
1095,0.835308
1104,0.980451
1106,0.978617
1108,0.490268
1110,0.733491
1117,0.79351
1118,0.714463
1119,0.880585
1121,0.815777
1122,0.86214
1124,0.645971
1125,0.638873
1126,0.517248
1128,0.741366
1129,0.736978
1131,0.560553
1132,0.825293
1133,0.818502
1134,0.489392
1137,0.896195
1138,0.547333
1139,0.593035
1140,0.71779
1141,0.863571
1143,0.748349
1144,0.800946
1145,0.774401
1146,0.872568
1147,0.79773
1149,0.831413
1151,0.705548
1154,0.761146
1156,0.517768
1158,0.774585
1165,0.840387
1166,0.597061
1167,0.650617
1168,0.722818
1169,0.65982
1171,0.633938
1173,0.462389
1175,0.660174
1181,0.586619
1182,0.670646
1184,0.835221
1187,0.790238
1189,0.928781
1190,0.629724
1193,0.648774
1194,0.958967
1196,0.888475
1202,0.667894
1203,0.69618
1206,0.884153
1209,0.948243
1211,0.769107
1212,0.358229
1215,0.740002
1216,0.533991
1220,0.815233
1222,0.844601
1223,0.936441
1224,0.658088
1227,0.87749
1229,0.52175
1230,0.801959
1233,0.876799
1236,0.579155
1242,0.895484
1245,0.773648
1246,0.970971
1249,0.853768
1250,0.911965
1253,0.962293
1258,0.668049
1259,0.664652
1262,0.981944
1263,0.765238
1265,0.961619
1266,0.888524
1267,0.942616
1268,0.831817
1269,0.700704
1270,0.675409
1271,0.883825
1272,0.966366
1276,0.950754
1277,0.798415
1279,0.623811
1280,0.645655
1283,0.748772
1285,0.733205
1286,0.879116
1290,0.80908
1293,0.622979
1295,0.461656
1297,0.833691
1299,0.936418
1300,0.963786
1301,0.810211
1302,0.96569
1303,0.918448
1304,0.875798
1305,0.704022
1306,0.738047
1307,0.697853
1308,0.988302
1309,0.773798
1312,0.717229
1313,0.927814
1314,0.760821
1316,0.822893
1318,0.551572
1319,0.791576
1320,0.707932
1322,0.925208
1323,0.420649
1325,0.651109
1329,0.290872
1330,0.811399
1334,0.508829
1337,0.966682
1340,0.635297
1341,0.832083
1342,0.621964
1347,0.680913
1349,0.724954
1350,0.760938
1355,0.734007
1356,0.547827
1357,0.671358
1358,0.841205
1359,0.820356
1361,0.363979
1363,0.505698
1366,0.707932
1367,0.938358
1370,0.954768
1375,0.92486
1377,0.934733
1379,0.889704
1381,0.624713
1382,0.824868
1385,0.816504
1387,0.605261
1389,0.840968
1392,0.862177
1393,0.557644
1395,0.889309
1396,0.897864
1399,0.0667536
1400,0.0561467
1401,0.904229
1402,0.964535
1405,0.665018
1407,0.501752
1409,0.963055
1413,0.482644
1414,0.167919
1415,0.833129
1417,0.551992
1421,0.522738
1422,0.92606
1423,0.246282
1425,0.787127
1426,0.10746
1428,0.887555
1429,0.966444
1430,0.581149
1431,0.648808
1433,0.967411
1435,0.937453
1436,0.84853
1438,0.891841
1439,0.852109
1442,0.965497
1448,0.755228
1449,0.647445
1451,0.625986
1453,0.855884
1455,0.810367
1456,0.589206
1458,0.790783
1459,0.916165
1463,0.968618
1466,0.638376
1468,0.956399
1471,0.654247
1472,0.940728
1473,0.690727
1474,0.969502
1476,0.635735
1477,0.647258
1478,0.628982
1479,0.762018
1481,0.573676
1482,0.966337
1487,0.686309
1490,0.886594
1493,0.57739
1494,0.832772
1495,0.950239
1496,0.931024
1497,0.660785
1498,0.764834
1499,0.825099
1500,0.798106
1505,0.820216
1507,0.696758
1508,0.665841
1510,0.839537
1511,0.795578
1513,0.507999
1514,0.740782
1518,0.858483
1519,0.375029
1520,0.816312
1522,0.893971
1523,0.776663
1524,0.623222
1527,0.930372
1528,0.759324
1529,0.690124
1530,0.812702
1532,0.828905
1534,0.499413
1536,0.967745
1537,0.629873
1540,0.693633
1543,0.433716
1546,0.893108
1549,0.735183
1553,0.662129
1558,0.772143
1560,0.834288
1561,0.860944
1562,0.724202
1565,0.469631
1573,0.490275
1576,0.784395
1577,0.919725
1579,0.452527
1580,0.902951
1581,0.800854
1582,0.383471
1584,0.756811
1586,0.875667
1588,0.807922
1589,0.750682
1595,0.709653
1598,0.43662
1599,0.988833
1600,0.600551
1605,0.601198
1609,0.680358
1610,0.66725
1615,0.872287
1617,0.926523
1619,0.834287
1621,0.846163
1622,0.759636
1628,0.787596
1629,0.924084
1630,0.68995
1631,0.89329
1633,0.866534
1636,0.723859
1637,0.819126
1638,0.852097
1643,0.808134
1644,0.840256
1645,0.905815
1646,0.601395
1647,0.833077
1648,0.816108
1650,0.631067
1651,0.85757
1652,0.924361
1654,0.869129
1655,0.984094
1657,0.955792
1658,0.977201
1663,0.359717
1665,0.963631
1666,0.777603
1669,0.915121
1675,0.86206
1678,0.880503
1679,0.686822
1680,0.478975
1681,0.762789
1684,0.935972
1687,0.447113
1688,0.83772
1692,0.902823
1694,0.859385
1695,0.776665
1696,0.748693
1697,0.446487
1698,0.630784
1699,0.927138
1700,0.436004
1701,0.849653
1704,0.635476
1705,0.702699
1706,0.753053
1708,0.979222
1709,0.813261
1712,0.629
1713,0.614432
1715,0.618793
1718,0.943683
1720,0.785654
1721,0.778107
1724,0.873274
1725,0.664285
1726,0.129569
1728,0.813722
1729,0.89653
1738,0.628685
1739,0.753731
1741,0.79917
1743,0.876363
1745,0.441025
1750,0.635743
1751,0.808965
1753,0.893462
1755,0.603451
1757,0.783955
1758,0.608774
1759,0.843456
1762,0.742823
1763,0.638141
1767,0.96945
1769,0.745045
1770,0.967984
1778,0.882589
1781,0.884708
1784,0.900619
1786,0.717235
1787,0.88183
1788,0.890745
1789,0.919054
1790,0.588317
1794,0.052959
1795,0.796948
1797,0.964102
1801,0.876933
1802,0.82051
1809,0.974117
1810,0.883667
1811,0.818665
1816,0.766364
1817,0.714706
1818,0.599181
1820,0.645149
1821,0.676387
1822,0.213412
1823,0.906504
1829,0.789781
1833,0.87196
1834,0.860574
1836,0.648048
1837,0.944136
1839,0.851413
1842,0.850199
1845,0.970062
1849,0.765793
1851,0.94428
1852,0.642588
1853,0.723418
1855,0.775992
1856,0.836116
1857,0.925691
1859,0.83136
1860,0.547698
1861,0.906514
1862,0.859627
1864,0.828771
1865,0.91465
1869,0.827355
1871,0.458827
1872,0.924301
1873,0.788391
1874,0.514282
1875,0.421829
1878,0.842489
1879,0.740361
1880,0.596694
1882,0.931569
1887,0.909547
1893,0.656478
1896,0.826061
1900,0.745846
1902,0.875191
1904,0.904481
1906,0.578605
1907,0.916477
1909,0.745086
1911,0.779112
1913,0.592279
1915,0.793641
1917,0.205187
1918,0.404965
1919,0.60803
1921,0.84278
1922,0.970484
1923,0.921878
1926,0.71154
1927,0.504131
1928,0.910636
1929,0.905686
1931,0.799779
1932,0.832311
1938,0.947942
1940,0.517006
1941,0.783013
1942,0.679101
1944,0.596509
1948,0.58258
1949,0.814604
1951,0.895383
1953,0.833273
1954,0.803563
1955,0.990157
1956,0.804835
1957,0.951368
1958,0.985148
1959,0.905289
1961,0.800082
1962,0.714185
1965,0.727002
1969,0.842957
1971,0.655252
1978,0.984722
1982,0.965141
1984,0.582867
1985,0.851256
1986,0.680033
1987,0.713929
1988,0.673069
1989,0.770364
1990,0.610083
1991,0.889608
1993,0.927259
1994,0.808428
1999,0.690309
2000,0.842959
2001,0.610178
2002,0.938181
2003,0.433228
2004,0.580059
2008,0.95242
2011,0.804441
2013,0.871655
2017,0.962397
2020,0.892984
2021,0.923523
2024,0.900034
2026,0.478521
2031,0.845736
2035,0.615777
2039,0.947161
2040,0.863633
2044,0.867957
2045,0.889005
2046,0.68361
2047,0.625695
2048,0.806112
2052,0.856555
2053,0.730417
2054,0.723539
2055,0.711443
2058,0.785003
2059,0.681162
2060,0.512045
2063,0.796254
2064,0.757113
2065,0.956142
2066,0.885185
2070,0.438191
2073,0.917564
2076,0.899016
2077,0.111659
2078,0.851203
2082,0.94562
2084,0.745427
2086,0.730615
2088,0.921559
2090,0.864925
2091,0.895182
2095,0.712037
2097,0.84167
2101,0.814955
2102,0.489715
2105,0.781356
2106,0.661646
2107,0.94631
2110,0.639282
2113,0.979107
2114,0.588604
2115,0.727877
2118,0.705091
2119,0.722314
2120,0.706132
2122,0.698547
2128,0.906745
2129,0.798441
2132,0.834047
2136,0.832952
2139,0.861569
2140,0.639157
2141,0.320479
2142,0.796712
2143,0.732223
2146,0.487358
2147,0.819124
2148,0.763505
2151,0.59821
2153,0.838445
2154,0.912963
2156,0.37176
2161,0.955031
2162,0.72783
2163,0.958279
2164,0.71844
2165,0.966731
2168,0.978166
2169,0.620746
2175,0.932451
2176,0.87759
2177,0.777984
2178,0.528898
2182,0.930226
2184,0.583668
2191,0.82676
2193,0.889153
2194,0.748146
2196,0.905507
2198,0.714027
2199,0.713081
2200,0.71263
2202,0.926665
2209,0.906288
2213,0.089819
2217,0.965264
2218,0.511653
2224,0.564894
2225,0.0938815
2231,0.94918
2233,0.824126
2234,0.81883
2235,0.604136
2237,0.736385
2238,0.429478
2240,0.744063
2242,0.804304
2244,0.648422
2246,0.928808
2247,0.697469
2248,0.979778
2249,0.944159
2250,0.939792
2252,0.725664
2254,0.727691
2257,0.790301
2258,0.703301
2262,0.577816
2265,0.765917
2268,0.927477
2270,0.888608
2280,0.899856
2281,0.976576
2283,0.968769
2285,0.212297
2289,0.963522
2290,0.623279
2291,0.851712
2293,0.821632
2294,0.735345
2295,0.888566
2300,0.839725
2304,0.908471
2307,0.543243
2310,0.969672
2312,0.860092
2313,0.309207
2318,0.671256
2319,0.835985
2322,0.566817
2324,0.730022
2326,0.972553
2328,0.698743
2331,0.812208
2334,0.0810465
2335,0.71521
2336,0.774625
2339,0.898702
2340,0.885804
2341,0.970192
2344,0.964707
2349,0.957329
2352,0.937247
2353,0.882512
2357,0.491357
2362,0.748834
2364,0.647024
2365,0.60131
2366,0.749922
2367,0.581899
2368,0.869928
2370,0.976908
2373,0.772274
2375,0.536471
2376,0.969902
2377,0.89981
2382,0.977052
2384,0.712861
2385,0.794195
2388,0.762244
2389,0.524067
2390,0.804682
2391,0.804168
2393,0.927809
2396,0.806428
2397,0.608284
2398,0.968462
2399,0.671516
2400,0.884856
2401,0.446207
2402,0.916679
2404,0.579076
2406,0.959647
2408,0.586129
2409,0.895017
2410,0.772284
2411,0.729382
2413,0.826714
2415,0.806953
2417,0.949977
2422,0.886686
2423,0.521201
2424,0.859438
2426,0.968255
2429,0.736641
2430,0.595318
2432,0.692934
2433,0.891648
2436,0.982661
2437,0.919854
2438,0.849497
2439,0.834322
2440,0.593546
2444,0.675134
2445,0.514166
2446,0.551086
2454,0.85283
2455,0.717955
2456,0.964649
2458,0.447606
2459,0.375671
2460,0.586806
2461,0.878977
2462,0.663025
2464,0.622628
2465,0.874298
2467,0.980774
2468,0.928609
2474,0.488706
2480,0.63885
2481,0.676603
2484,0.784864
2485,0.65245
2486,0.846434
2487,0.691233
2491,0.892153
2493,0.79047
2496,0.966989
2497,0.880681
2501,0.800347
2504,0.655952
2505,0.450124
2506,0.722437
2508,0.745591
2509,0.567805
2513,0.442764
2516,0.801588
2520,0.677737
2521,0.648555
2523,0.858082
2524,0.861872
2526,0.977302
2528,0.874106
2529,0.901325
2530,0.891297
2531,0.934034
2532,0.90656
2536,0.729138
2537,0.64771
2540,0.964894
2541,0.702782
2542,0.756647
2543,0.506765
2546,0.57399
2547,0.704953
2550,0.639024
2551,0.829737
2555,0.802804
2556,0.899026
2558,0.894997
2559,0.972143
2560,0.847172
2562,0.984292
2563,0.0525691
2564,0.860204
2565,0.58937
2568,0.885117
2569,0.786883
2570,0.686456
2572,0.742448
2573,0.843925
2574,0.58584
2575,0.863343
2576,0.806307
2582,0.82157
2583,0.444319
2586,0.657865
2590,0.589358
2591,0.687391
2592,0.879238
2593,0.971039
2595,0.848942
2596,0.941908
2597,0.713585
2598,0.689133
2600,0.965638
2601,0.836286
2603,0.518397
2604,0.800309
2605,0.922649
2606,0.965228
2608,0.814138
2609,0.875194
2610,0.861826
2611,0.68095
2614,0.874419
2615,0.858559
2616,0.668079
2618,0.531623
2620,0.790427
2623,0.766288
2624,0.981909
2625,0.709014
2627,0.602878
2629,0.841627
2630,0.728428
2631,0.955223
2632,0.967536
2633,0.846813
2634,0.773867
2635,0.582489
2636,0.87793
2637,0.616513
2638,0.975402
2641,0.60575
2643,0.684596
2644,0.328064
2647,0.790585
2648,0.843379
2649,0.945974
2651,0.525618
2654,0.858316
2655,0.764389
2656,0.954853
2659,0.508758
2661,0.716581
2662,0.713669
2664,0.959602
2665,0.771379
2666,0.913926
2667,0.766517
2668,0.807141
2671,0.12873
2673,0.902347
2676,0.761666
2678,0.653554
2680,0.955471
2681,0.982765
2683,0.56074
2687,0.505981
2688,0.895459
2689,0.796886
2691,0.877569
2693,0.91048
2695,0.742007
2697,0.537064
2699,0.832707
2701,0.707624
2702,0.79281
2703,0.834906
2706,0.937138
2707,0.920075
2708,0.900117
2709,0.864472
2714,0.777648
2715,0.570368
2716,0.694876
2717,0.954146
2719,0.894821
2721,0.923982
2722,0.706142
2723,0.61871
2724,0.616733
2727,0.979025
2730,0.857341
2731,0.75831
2736,0.907366
2738,0.876944
2740,0.924244
2744,0.719651
2745,0.192065
2748,0.63937
2749,0.334643
2750,0.678707
2751,0.504562
2752,0.706857
2754,0.758638
2755,0.896701
2756,0.947755
2757,0.964844
2758,0.892023
2759,0.923993
2760,0.979995
2761,0.10003
2762,0.828947
2763,0.714944
2764,0.561541
2765,0.907687
2768,0.62138
2769,0.164768
2770,0.396101
2776,0.936285
2778,0.980225
2788,0.675241
2789,0.73597
2791,0.793362
2792,0.532851
2793,0.929544
2797,0.718297
2799,0.916011
2800,0.971867
2801,0.663122
2805,0.907003
2806,0.563623
2807,0.0713465
2808,0.72852
2811,0.897582
2820,0.901242
2822,0.920541
2824,0.948803
2826,0.952563
2827,0.85034
2828,0.796346
2829,0.574728
2832,0.883939
2835,0.969865
2836,0.83338
2839,0.741496
2840,0.825876
2841,0.781336
2843,0.854308
2849,0.450812
2850,0.713952
2854,0.765944
2856,0.831556
2857,0.929305
2859,0.703723
2860,0.975236
2863,0.948515
2864,0.551206
2865,0.596772
2870,0.859668
2871,0.718561
2872,0.643642
2873,0.638793
2874,0.88142
2876,0.914063
2877,0.469237
2878,0.929745
2880,0.757121
2882,0.772341
2884,0.530492
2885,0.620856
2886,0.629369
2887,0.801257
2894,0.691818
2897,0.766716
2900,0.791972
2903,0.776384
2904,0.90262
2906,0.809253
2908,0.884765
2909,0.624
2910,0.460279
2911,0.509474
2912,0.823936
2913,0.922718
2915,0.79087
2916,0.646319
2918,0.790218
2924,0.700983
2925,0.879619
2928,0.918728
2929,0.475331
2934,0.908442
2935,0.555339
2938,0.742786
2940,0.67245
2941,0.572636
2942,0.883514
2944,0.874329
2946,0.848166
2947,0.613277
2948,0.760565
2950,0.914268
2952,0.930774
2953,0.886728
2954,0.854502
2956,0.562131
2958,0.59955
2959,0.659974
2961,0.778517
2963,0.68103
2965,0.966474
2967,0.806171
2971,0.648085
2973,0.978272
2974,0.53338
2980,0.887997
2982,0.721845
2983,0.526722
2986,0.857903
2987,0.796757
2988,0.679303
2993,0.919569
2995,0.568826
2998,0.704745
3003,0.844141
3005,0.929779
3006,0.787769
3007,0.808719
3011,0.79347
3013,0.874549
3014,0.290686
3019,0.781715
3020,0.91449
3022,0.665578
3023,0.578287
3024,0.570897
3025,0.647371
3027,0.842177
3029,0.814713
3030,0.555093
3031,0.87615
3032,0.953062
3033,0.600804
3037,0.843601
3041,0.729522
3042,0.765119
3044,0.94766
3045,0.64191
3048,0.792477
3049,0.928493
3053,0.908749
3055,0.788489
3057,0.903607
3058,0.611623
3059,0.714032
3060,0.691193
3061,0.952121
3063,0.794953
3064,0.832898
3065,0.529521
3066,0.949619
3067,0.650331
3068,0.937717
3069,0.89267
3070,0.95049
3071,0.868748
3072,0.909233
3075,0.913762
3077,0.760442
3080,0.958168
3081,0.969824
3082,0.86432
3083,0.978804
3086,0.932393
3089,0.86461
3090,0.808639
3091,0.801062
3092,0.903828
3093,0.931565
3094,0.933535
3097,0.961987
3099,0.704157
3102,0.972684
3103,0.823953
3105,0.973043
3106,0.953271
3107,0.844453
3108,0.897863
3109,0.450297
3114,0.722907
3116,0.274738
3117,0.67162
3119,0.890817
3121,0.722974
3123,0.883935
3124,0.964204
3125,0.908166
3126,0.656017
3128,0.699508
3129,0.879731
3130,0.505717
3131,0.976731
3132,0.869991
3133,0.7946
3134,0.704023
3135,0.692854
3136,0.88286
3137,0.959961
3140,0.910865
3141,0.743758
3143,0.700866
3144,0.820834
3145,0.75813
3147,0.482758
3149,0.76681
3151,0.764045
3154,0.507483
3156,0.886766
3157,0.488739
3158,0.445236
3160,0.678996
3161,0.931623
3162,0.941651
3164,0.90455
3165,0.717199
3168,0.585602
3171,0.923951
3173,0.692911
3174,0.906885
3175,0.621823
3176,0.908505
3177,0.653281
3178,0.654533
3181,0.678851
3182,0.63144
3186,0.967985
3188,0.926608
3190,0.888032
3192,0.809976
3194,0.568637
3195,0.866845
3197,0.775135
3198,0.79321
3202,0.807245
3203,0.556817
3204,0.687893
3207,0.706984
3208,0.820881
3209,0.663058
3210,0.82772
3212,0.121426
3213,0.830203
3214,0.860202
3219,0.646279
3222,0.926723
3224,0.525247
3227,0.607247
3229,0.709311
3230,0.514649
3231,0.799627
3232,0.6127
3233,0.895966
3234,0.974325
3235,0.734395
3237,0.788757
3238,0.897879
3239,0.968535
3240,0.986958
3241,0.800784
3242,0.839093
3243,0.895217
3244,0.816054
3255,0.739052
3256,0.947948
3257,0.751175
3258,0.903409
3259,0.756502
3260,0.918674
3262,0.942712
3263,0.849116
3264,0.690184
3266,0.839823
3267,0.84564
3268,0.58722
3271,0.683584
3274,0.68643
3275,0.975325
3276,0.812321
3277,0.790074
3278,0.512219
3279,0.892229
3280,0.929747
3281,0.677232
3282,0.728281
3283,0.65116
3284,0.604045
3288,0.668688
3290,0.971197
3292,0.814555
3293,0.67943
3295,0.971422
3296,0.809683
3297,0.51742
3299,0.835062
3300,0.905965
3301,0.873482
3307,0.789123
3308,0.587936
3309,0.903512
3311,0.726562
3312,0.119546
3313,0.777628
3321,0.678778
3322,0.791541
3323,0.647652
3325,0.834611
3326,0.947184
3327,0.946321
3328,0.823913
3330,0.912168
3332,0.602714
3333,0.951697
3337,0.378356
3343,0.853922
3344,0.780067
3345,0.406432
3346,0.535055
3350,0.835915
3352,0.936368
3354,0.941105
3355,0.767324
3360,0.875463
3361,0.6053
3364,0.92683
3365,0.803332
3367,0.553506
3370,0.731857
3371,0.35609
3372,0.978002
3374,0.834039
3378,0.625939
3379,0.947917
3380,0.874751
3382,0.771789
3383,0.56517
3384,0.637986
3385,0.755362
3387,0.967288
3388,0.95865
3389,0.757687
3390,0.737959
3392,0.949336
3393,0.880649
3394,0.922674
3395,0.949725
3398,0.607428
3399,0.164043
3400,0.920607
3403,0.79839
3405,0.746605
3406,0.88529
3407,0.553744
3408,0.721975
3410,0.591838
3414,0.57444
3417,0.984108
3418,0.974473
3421,0.710044
3422,0.948612
3426,0.904627
3427,0.830856
3435,0.63322
3436,0.96423
3437,0.838075
3438,0.785872
3439,0.304364
3442,0.979171
3443,0.909147
3444,0.709648
3445,0.760072
3449,0.545435
3450,0.547164
3451,0.872262
3452,0.962185
3453,0.7993
3456,0.384588
3457,0.844999
3458,0.62367
3459,0.647713
3462,0.669815
3466,0.748436
3471,0.536172
3472,0.540472
3474,0.87946
3475,0.946846
3477,0.868519
3478,0.962162
3479,0.788453
3480,0.622419
3482,0.450573
3485,0.572783
3487,0.957107
3488,0.0611172
3493,0.858169
3495,0.934189
3498,0.732581
3500,0.872846
3502,0.675256
3503,0.89063
3504,0.461162
3506,0.769363
3507,0.839287
3508,0.964713
3509,0.923217
3510,0.758063
3511,0.957722
3512,0.871584
3513,0.934613
3515,0.246048
3516,0.730746
3519,0.900871
3521,0.958507
3522,0.827146
3530,0.876593
3531,0.977699
3533,0.693579
3538,0.861626
3539,0.925761
3541,0.922287
3542,0.625908
3543,0.837405
3544,0.925376
3546,0.716355
3547,0.852515
3549,0.903499
3551,0.560295
3555,0.971222
3557,0.398135
3558,0.885619
3559,0.884605
3560,0.408952
3561,0.595188
3563,0.821462
3566,0.569187
3572,0.898721
