"","CITY","STABBR","ZIP","LONGITUDE","LATITUDE","INSTNM","TUITFTE","INEXPFTE","AVGFACSAL","faminc","COSTT4_A","COSTT4_P","TUITIONFEE_IN","TUITIONFEE_OUT","TUITIONFEE_PROG","NPT4_PUB","NPT4_PRIV","HIGHDEG","PREDDEG","sch_deg","CONTROL","RELAFFIL","HBCU","PBI","ANNHI","TRIBAL","AANAPII","HSI","NANTI","ADM_RATE_ALL","ADM_RATE","SATMT75","ACTMT75","UGDS","female","married","pct_white","pct_black","pct_asian","pct_hispanic","pct_born_us","poverty_rate","DEBT_MDN","GRAD_DEBT_MDN","CDR3"
"4938","Spiro","OK","74959",-94.6288,35.2404,"Kiamichi Technology Center-Spiro",566,5282,NA,14773.61,"NULL","13663","NULL","NULL","1312","8019","NULL",1,1,"1",1,"NULL","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","26","0.69999998807907",0.38999998569488,75.370002746582,"4.94000005722045","0.28000000119209","2.72000002861022","98.1399993896484","16.5499992370605",NA,"NULL",0
"4613","San Leandro","CA","94578-1977",-122.1258,37.7012,"Carrington College California-San Leandro",13278,4014,4712,30874.85,"NULL","22271","NULL","NULL","32351","NULL","18795",2,1,"1",3,"NULL","0","0","0","0","0","0","0","0.7226","1","NULL","NULL","521","0.87999999523162",0.20999999344348,57.2000007629394,"12.1099996566772","12.6999998092651","21.5300006866455","78.0899963378906","10.539999961853",12122,"13683",23.2
"1645","New Orleans","LA","70119",-90.0866,29.9666,"Crescent City Bartending School",2392,1420,NA,20161.51,"NULL","16056","NULL","NULL","10950","NULL","13851",1,1,"1",3,"NULL","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","469","0.46000000834465",0.28999999165534,63.5900001525879,"26.0599994659423","3.60999989509582","9.78999996185302","89.7900009155273","13.1899995803833",4750,"6166.5",39.6
"2053","Saint Joseph","MI","49085",-86.4776,42.0721,"Twin City Beauty College",5780,2015,NA,40980.62,"NULL","17013","NULL","NULL","15300","NULL","14673",1,1,"1",3,"NULL","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","111","0.94999998807907",0.20000000298023,83.8000030517578,"11.6400003433227","0.75999999046325","3.35999989509582","95.9000015258789","8.34000015258789",7292.5,"9833",8.1
"2867","New York","NY","10027-5792",-73.9621,40.8115,"Union Theological Seminary in the City of New York",5817,23127,6526,11317.96,"NULL","NULL","NULL","NULL","NULL","NULL","NULL",4,4,"3",2,"NULL","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","0.43999999761581",0.28000000119209,70.3199996948242,"19","2.21000003814697","11.75","84.3300018310547","9.27000045776367",NA,"PrivacySuppressed",9.7
"4946","Humacao","PR","00791-4210",-65.8211,18.1488,"Centro de Estudios Multidisciplinarios-Humacao",6144,1955,1818,7716.9,"11666","NULL","6321","6321","NULL","NULL","6778",3,2,"2",2,"NULL","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","743","0.75999999046325",0.18000000715255,70.8799972534179,"14.079999923706","0.28999999165534","98.6800003051758","49.7000007629394","42.1300010681152",2375,"2550",15.6
"2844","Potsdam","NY","13676-2294",-74.9769,44.6629,"SUNY College at Potsdam",4551,11647,6194,67792.03,"19829","NULL","7174","16624","NULL","14117","NULL",4,3,"3",1,"NULL","0","0","0","0","0","0","0","0.6837","0.6837","NULL","NULL","3683","0.57999998331069",0.05999999865889,89.5800018310547,"4.73999977111816","1.33000004291534","3.86999988555908","93.2399978637695","9.07999992370605",19500,"26000",8
"877","Jacksonville","FL","32211",-81.6101,30.328,"Jones College-Jacksonville",3691,2761,3958,22680.79,"15982","NULL","7410","7410","NULL","NULL","13007",3,2,"2",2,"NULL","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","445","0.79000002145767",0.28000000119209,62.9300003051757,"29.9599990844726","2.01999998092651","16.6900005340576","83.1900024414062","12.289999961853",18856,"38291",14.6
"562","San Anselmo","CA","94960-0000",-122.5643,37.9696,"San Francisco Theological Seminary",6234,18205,7180,NA,"NULL","NULL","NULL","NULL","NULL","NULL","NULL",4,4,"3",2,"66","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed",NA,NA,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",NA,"NULL",20.8
"5888","Columbus","OH","43229",-82.9887,40.1024,"American Institute of Alternative Medicine",13911,3864,5316,42847.81,"25362","NULL","13895","13895","NULL","NULL","21133",2,1,"1",3,"NULL","0","0","0","0","0","0","0","0.9153","0.9153","NULL","NULL","263","0.76999998092651",0.28000000119209,84.8499984741211,"10.6400003433227","1.75999999046325","1.70000004768371","95.6399993896484","8.25",13000,"13000",8.4
"522","Berkeley","CA","94709",-122.2633,37.8766,"Pacific School of Religion",11052,15340,7792,NA,"NULL","NULL","NULL","NULL","NULL","NULL","NULL",4,4,"NULL",2,"78","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL",NA,NA,"NULL","NULL","NULL","NULL","NULL",6250,"NULL",14.6
"133","Phoenix","AZ","85042",-112.0575,33.381,"South Mountain Community College",942,5557,8758,23201.31,"12343","NULL","1974","7758","NULL","7948","NULL",2,2,"2",1,"NULL","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","3980","0.64999997615814",0.15999999642372,60.3699989318847,"8.36999988555908","1.8400000333786","42.7999992370605","79.2200012207031","15.9300003051757",4927,"PrivacySuppressed",28.5
"1817","Boston","MA","02115-2703",-71.0859,42.3487,"Boston Architectural College",33473,12819,6443,61460.45,"36082","NULL","27312","27312","NULL","NULL","32772",4,3,"3",2,"NULL","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","423","0.40999999642372",0.09000000357627,80.8600006103515,"7.59999990463257","4.28999996185302","8.78999996185302","83.7699966430664","8.06999969482422",30853,"45202",11.9
"3421","York","PA","17402-9012",-76.6636,39.9923,"The Art Institutes of York-PA",16309,4895,4458,66881.91,"31192","NULL","17344","17344","NULL","NULL","25658",3,3,"3",3,"NULL","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","462","0.62999999523162",0.05000000074505,90.5599975585937,"5.38999986648559","1.22000002861022","3.25999999046325","95.5699996948242","5.01999998092651",23511,"29879",19.5
"6453","Tampa","FL","33614-7095",-82.5004,27.9823,"South University-Tampa",18780,6502,6198,NA,"28639","NULL","16360","16360","NULL","NULL","22730",4,3,"3",3,"NULL","0","0","0","0","0","0","0","0.4829","0.6327","NULL","NULL","654","NULL",NA,NA,"NULL","NULL","NULL","NULL","NULL",9500,"27167",23.1
"2213","Jackson","MS","39206",-90.1518,32.3596,"Magnolia College of Cosmetology",3714,1795,NA,19360.86,"NULL","16129","NULL","NULL","13870","NULL","12334",1,1,"1",3,"NULL","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","133","0.98000001907348",0.25,43.4500007629394,"54.9099998474121","0.63999998569488","0.95999997854232","98.4499969482422","16.4300003051757",6500,"10500",8.6
"867","Tampa","FL","33606-3584",-82.4569,27.9345,"Hillsborough Community College",2447,3141,5626,30793.49,"9858","NULL","2506","9111","NULL","5776","NULL",2,2,"2",1,"NULL","0","0","0","0","0","1","0","NULL","NULL","NULL","NULL","23596","0.64999997615814",0.18000000715255,73.7799987792968,"16.4799995422363","2.26999998092651","17.5900001525878","84.2200012207031","9.97999954223632",7000,"10000",14.5
"6817","Austin","TX","78745",-97.7472,30.2527,"MediaTech Institute-Austin",9487,2360,NA,NA,"NULL","18309","NULL","NULL","24000","NULL","13472",1,1,"1",3,"NULL","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","87","NULL",NA,NA,"NULL","NULL","NULL","NULL","NULL",9500,"9500",28.4
"2842","Oneonta","NY","13820-4015",-75.0642,42.4666,"SUNY Oneonta",4624,8609,6242,79989.41,"20762","NULL","7230","16680","NULL","16385","NULL",4,3,"3",1,"NULL","0","0","0","0","0","0","0","0.5073","0.5073","600","NULL","5759","0.60000002384185",0.01999999955296,88.1500015258789,"5.67000007629394","2.22000002861022","5.65999984741211","90.6699981689453","7.05999994277954",20500,"22870.5",6.5
"303","Irvine","CA","92612-3203",-117.8106,33.6535,"Concordia University-Irvine",12540,5628,7044,86157.18,"41233","NULL","29630","29630","NULL","NULL","25416",4,3,"3",2,"68","0","0","0","0","0","0","0","0.9119","0.9119","560","25","1916","0.61000001430511",0.10000000149011,70.0800018310547,"3.94000005722045","9.67000007629394","23.8700008392334","78.5199966430664","7.09000015258789",18112,"21500",3.5
"6859","Tinley Park","IL","60477",-87.7935,41.6019,"Regency Beauty Institute-Tinley Park",16953,10022,NA,NA,"NULL","24087","NULL","NULL","16200","NULL","19292",1,1,"1",3,"NULL","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","85","NULL",NA,NA,"NULL","NULL","NULL","NULL","NULL",9500,"14144",14.9
"3260","Cambridge","OH","43725",-81.5913,40.0245,"Valley Beauty School",2949,3077,NA,24527.1,"NULL","7880","NULL","NULL","11550","NULL","2330",1,1,"1",3,"NULL","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","29","0.98000001907348",0.25999999046325,96.4300003051758,"1.71000003814697","0.41999998688697","0.56000000238418","98.6699981689453","11.4399995803833",NA,"NULL",33.3
"2938","Weldon","NC","27890",-77.6177,36.4277,"Halifax Community College",431,4794,4813,18057.83,"8075","NULL","2345","8549","NULL","3148","NULL",2,1,"1",1,"NULL","0","1","0","0","0","0","0","NULL","NULL","NULL","NULL","1197","0.72000002861022",0.18000000715255,46.3400001525878,"50.2900009155273","0.51999998092651","0.91000002622604","98.4499969482422","17.7900009155273",5249.5,"7618",39.5
"2031","Escanaba","MI","49829",-87.0695,45.7668,"Paul Mitchell the School-Escanaba",7630,4190,NA,18779.07,"NULL","19504","NULL","NULL","12000","NULL","16670",1,1,"1",3,"NULL","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","41","1",0.2199999988079,94.8199996948242,"0.5","0.37000000476837","0.95999997854232","98.5","8.19999980926513",9833,"13833",12.1
"7377","North Andover","MA","01845-1048",-71.1129,42.7306,"New England Tractor Trailer Training School of Massachusetts",20453,5520,NA,NA,"12199","NULL","10245","10245","NULL","NULL","9029",1,1,"1",3,"NULL","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","219","NULL",NA,NA,"NULL","NULL","NULL","NULL","NULL",6295.5,"6333",18.1
"3024","Fargo","ND","58103-7196",-96.8487,46.8484,"Rasmussen College-North Dakota",15334,4044,4631,37845.97,"24818","NULL","10764","10764","NULL","NULL","20179",3,2,"2",3,"NULL","0","0","0","0","0","0","0","0.7679","0.7982","NULL","NULL","923","0.79000002145767",0.30000001192092,94.75,"0.50999999046325","0.68000000715255","1.36000001430511","97.4499969482422","6.92000007629394",12667,"23203",17.6
"4907","Jackson","MS","39204",-90.2105,32.2826,"Academy of Hair Design-Jackson",4021,422,NA,13409.67,"NULL","11861","NULL","NULL","10169","NULL","6964",1,1,"1",3,"NULL","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","121","0.73000001907348",0.12999999523162,42.1199989318847,"56.2200012207031","0.52999997138977","0.95999997854232","98.620002746582","18.9799995422363",NA,"NULL",12.5
"4453","Shell Lake","WI","54871-8727",-91.9165,45.7478,"Wisconsin Indianhead Technical College",1849,13691,6696,40749.79,"13235","NULL","4296","6252","NULL","10053","NULL",2,1,"1",1,"NULL","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","2956","0.58999997377395",0.20999999344348,94.5999984741211,"0.4699999988079","0.46000000834465","0.91000002622604","98.2200012207031","6.55999994277954",6250,"8000",16.8
"6947","Jamaica","NY","11432",-73.7982,40.7035,"New Life Business Institute",6364,1227,NA,NA,"NULL","20484","NULL","NULL","15612","NULL","17281",1,1,"1",3,"NULL","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","42","NULL",NA,NA,"NULL","NULL","NULL","NULL","NULL",3430,"3430",33.5
"2883","Brooklyn","NY","11204-1545",-73.9834,40.6249,"Yeshiva Karlin Stolin",6678,6796,4205,13745,"12927","NULL","7600","7600","NULL","NULL","4140",3,3,"3",2,"NULL","0","0","0","0","0","0","0","1","1","NULL","NULL","119","0",0.50999999046325,65.4800033569336,"10.0100002288818","12.7600002288818","13.9099998474121","57.0299987792968","22.7800006866455",NA,"NULL",0
"2492","Jersey City","NJ","07305",-74.0873,40.7099,"New Jersey City University",7917,9780,9101,41680.76,"19058","NULL","10653","19065","NULL","10966","NULL",4,3,"3",1,"NULL","0","0","0","0","0","1","0","0.4129","0.4129","520","NULL","6373","0.63999998569488",0.12999999523162,52.6399993896484,"21.4400005340576","8.5600004196167","29.25","65.0400009155273","12.7200002670288",13250.5,"18000",6.5
"182","Fort Smith","AR","72901",-94.4163,35.3809,"Academy of Salon and Spa",4213,2472,NA,18008.35,"NULL","19282","NULL","NULL","15000","NULL","15696",1,1,"1",3,"NULL","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","75","0.95999997854232",0.31000000238418,85.9800033569336,"3.40000009536743","1.8400000333786","5.30000019073486","95.5100021362304","11.7100000381469",6333,"9500",6.1
"1926","Medford","MA","02155-5555",-71.1206,42.406,"Tufts University",28845,21026,11427,86991.55,"58752","NULL","46598","46598","NULL","NULL","29271",4,3,"3",2,"NULL","0","0","0","0","0","0","0","0.1884","0.1884","770","NULL","5146","0.52999997138977",0.01999999955296,80.8000030517578,"7.94999980926513","5.34999990463256","8.05000019073486","84.5","6.11999988555908",17300,"18125",2.3
"468","Rancho Palos Verdes","CA","90275-6299",-118.3334,33.7346,"Marymount California University",19258,6974,7684,72478.5,"44406","NULL","30579","30579","NULL","NULL","22646",3,2,"2",2,"30","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","1033","0.66000002622604",0,60.1399993896484,"6.80000019073486","11.5500001907348","29.9400005340576","72.9400024414062","9.82999992370605",12000,"16000",11.5
"1659","Alexandria","LA","71302-9121",-92.4144,31.1786,"Louisiana State University-Alexandria",4173,7400,5298,35477.1,"14276","NULL","5337","9982","NULL","11047","NULL",3,3,"3",1,"NULL","0","0","0","0","0","0","0","0.6074","0.6074","NULL","22","1984","0.74000000953674",0.23999999463558,69.5100021362304,"27.5699996948242","0.63999998569488","1.5900000333786","98.1100006103515","17.8899993896484",9000,"17750",12.2
"2043","University Center","MI","48710",-83.9643,43.5519,"Saginaw Valley State University",7793,6129,7489,61890.64,"17876","NULL","8423","19776","NULL","14049","NULL",4,3,"3",1,"NULL","0","0","0","0","0","0","0","0.7865","0.7865","NULL","24","8687","0.62000000476837",0.10000000149011,88.1999969482422,"7.73999977111816","0.83999997377395","3.20000004768371","97.0400009155273","7.73000001907348",19000,"27000",9.5
"4824","Tampa","FL","33602-2196",-82.4617,27.9637,"Brewster Technical Center",2204,11607,NA,13791.01,"NULL","12342","NULL","NULL","1904","9402","NULL",1,1,"1",1,"NULL","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","202","0.75999999046325",0.20999999344348,62.7700004577636,"27.3199996948242","1.83000004291534","20.1700000762939","83.4000015258789","14.7299995422363",NA,"NULL",0
"139","Prescott","AZ","86301",-112.4542,34.5475,"Yavapai College",2022,5673,6481,24240.99,"12610","NULL","1872","7920","NULL","8254","NULL",2,1,"1",1,"NULL","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","6072","0.61000001430511",0.2199999988079,86.3099975585937,"0.93999999761581","0.83999997377395","11.0900001525878","93.2699966430664","9.42000007629394",5513,"10926",19.3
"1100","Moscow","ID","83843",-117.0014,46.7294,"Mr Leon's School of Hair Design-Moscow",7734,1737,NA,23697.14,"NULL","14238","NULL","NULL","14605","NULL","8980",1,1,"1",3,"NULL","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","25","0.93000000715255",0.23999999463558,91.4199981689453,"0.68999999761581","1.80999994277954","2.25","95.8600006103515","9.39000034332275",13209,"14922",20
"707","Lakewood","CO","80214",-105.0699,39.7433,"Rocky Mountain College of Art and Design",19757,8500,4809,69966.74,"39272","NULL","22470","22470","NULL","NULL","27741",4,3,"3",3,"NULL","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","722","0.54000002145767",0.05000000074505,84.4700012207031,"3.41000008583068","2.77999997138977","13.8999996185302","90.7699966430664","5.69000005722045",10000,"29688",6.8
"6301","Louisville","KY","40223",-85.5666,38.224,"ATA College",25692,7346,4240,NA,"27707","NULL","11185","11185","NULL","NULL","22591",2,1,"1",3,"NULL","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","427","NULL",NA,NA,"NULL","NULL","NULL","NULL","NULL",14167,"17139",18.7
"4318","Kirkland","WA","98083-0579",-122.1915,47.6577,"Northwest University",14013,6881,6395,66831.58,"34608","NULL","25934","25934","NULL","NULL","20032",4,3,"3",2,"27","0","0","0","0","0","0","0","0.972","0.972","570","26","1354","0.63999998569488",0.15000000596046,83.7600021362304,"2.65000009536743","5.67000007629394","6.42000007629394","88.5899963378906","5.94999980926513",14000,"24000",4.6
"3065","Concord Twp","OH","44077",-81.2438,41.6492,"Auburn Career Center",2628,3776,NA,25674.74,"NULL","20087","NULL","NULL","12950","16359","NULL",1,1,"1",1,"NULL","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","203","0.03999999910593",0.33000001311302,88.5299987792968,"8.80000019073486","0.81999999284744","1.57000005245208","95.25","5.17000007629394",12666,"12666",0
"5936","Cherry Hill","NJ","08002",-75.0209,39.9416,"Anthem Institute-Cherry Hill",7613,1011,NA,37388.78,"28774","NULL","13225","13225","NULL","NULL","25348",1,1,"1",3,"NULL","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","251","0.61000001430511",0.17000000178813,64.9599990844726,"26.329999923706","3.07999992370605","6.76000022888183","90.8099975585937","10.3000001907348",9449.5,"9500",15.7
"4259","Roanoke","VA","24015",-79.9731,37.2456,"Virginia Western Community College",2444,5015,6260,30752.91,"11110","NULL","4004","9436","NULL","7173","NULL",2,2,"2",1,"NULL","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","5505","0.66000002622604",0.20999999344348,81.9599990844726,"14.9200000762939","1.04999995231628","1.38999998569488","96.5999984741211","8.69999980926513",8200,"12000",19.2
"4974","Poulsbo","WA","98370",-122.6042,47.7109,"Northwest College of Art & Design",17883,3867,NA,66757.81,"31639","NULL","19000","19000","NULL","NULL","25277",3,3,"3",3,"NULL","0","0","0","0","0","0","0","0.8235","0.8235","NULL","NULL","94","0.52999997138977",0,78.6900024414062,"2.64000010490417","7.73999977111816","8.97999954223632","87.0199966430664","6.69999980926513",26625,"45000",13.6
"5595","Purchase","NY","10577-1400",-73.7052,41.0486,"LIU Hudson at Westchester",22939,14221,14729,19232.08,"NULL","NULL","NULL","NULL","NULL","NULL","NULL",4,4,"3",2,"NULL","0","0","0","0","0","0","0","0.837","NULL","NULL","NULL","NULL","0.69999998807907",0.17000000178813,45.4099998474121,"31.3400001525878","8.98999977111816","19.5","59.810001373291","18.3799991607666",18325.5,"25000",9.5
"612","Los Angeles","CA","90010-1106",-118.2884,34.0616,"Southwestern Law School",35201,14337,14404,19468.03,"NULL","NULL","NULL","NULL","NULL","NULL","NULL",4,4,"3",2,"NULL","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","0.56999999284744",0.05000000074505,64.3799972534179,"5.65999984741211","14.1999998092651","21.7999992370605","69.8899993896484","8.85999965667724",NA,"NULL",3.7
"4766","Xenia","OH","45385-9545",-83.9461,39.7696,"Greene County Vocational School District",3837,8108,NA,25313.42,"NULL","12799","NULL","NULL","3698","9738","NULL",1,1,"1",1,"NULL","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","171","0.46000000834465",0.36000001430511,87.3199996948242,"8.90999984741211","1.32000005245208","1.24000000953674","96.3499984741211","6.53000020980835",6000,"6333",13.8
"5235","Salinas","CA","93906",-121.6528,36.7068,"Heald College-Salinas",14305,1660,4150,32425.55,"22680","NULL","13620","13620","NULL","NULL","17449",2,2,"2",3,"NULL","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","1076","0.74000000953674",0.15000000596046,49.810001373291,"2.4300000667572","5.13000011444091","60","65.620002746582","11.6999998092651",7834.5,"11250",10.1
"7146","Fenton","MO","63026",-90.4365,38.5444,"Brown Mackie College-St Louis",9104,2024,3757,NA,"22330","NULL","11178","11178","NULL","NULL","18039",2,2,"2",3,"NULL","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","634","NULL",NA,NA,"NULL","NULL","NULL","NULL","NULL",12136.5,"21599",24.6
"6583","Provo","UT","84604",-111.6712,40.2567,"Aveda Institute-Provo",5234,2290,NA,NA,"NULL","22113","NULL","NULL","14500","NULL","18635",1,1,"1",3,"NULL","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","179","NULL",NA,NA,"NULL","NULL","NULL","NULL","NULL",11795,"13666",12.5
"3956","Mesquite","TX","75150-2099",-96.6595,32.8157,"Eastfield College",848,3632,6769,23200.84,"11702","NULL","1560","4590","NULL","7054","NULL",2,2,"2",1,"NULL","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","12113","0.6700000166893",0.20999999344348,61.1899986267089,"21.1100006103515","2.64000010490417","24.3700008392334","84.6699981689453","10.6800003051757",5500,"NULL",17.7
"3056","Akron","OH","44320-1736",-81.5146,41.0662,"Akron School of Practical Nursing",5005,16110,NA,40763.94,"NULL","14969","NULL","NULL","11035","10802","NULL",1,1,"1",1,"NULL","0","0","0","0","0","0","0","0.7705","0.7705","NULL","NULL","34","0.93000000715255",0.33000001311302,85.7799987792968,"11.3100004196167","1.01999998092651","0.82999998331069","96.9000015258789","8.39000034332275",8000,"9500",9.4
"3081","Huber Heights","OH","45424",-84.14,39.8675,"Carousel of Miami Valley Beauty College",2076,6895,NA,NA,"NULL","17158","NULL","NULL","15325","NULL","13165",1,1,"NULL",3,"NULL","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","34","NULL",NA,NA,"NULL","NULL","NULL","NULL","NULL",NA,"NULL",0
"1894","Boston","MA","02115",-71.0865,42.3517,"New England College of Optometry",35829,26655,8937,9760.16,"NULL","NULL","NULL","NULL","NULL","NULL","NULL",4,3,"3",2,"NULL","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","0.70999997854232",0.03999999910593,78.0199966430664,"5.05999994277954","9.97000026702881","9.09000015258789","81.6999969482422","7.09000015258789",NA,"NULL",0
"616","Lake Forest","CA","92630",-117.7047,33.6193,"Marinello Schools of Beauty-Lake Forest",12077,5459,NA,23958.35,"NULL","18565","NULL","NULL","18511","NULL","14808",1,1,"1",3,"NULL","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","567","0.85000002384185",0.18000000715255,78.9800033569336,"1.39999997615814","8.22999954223632","16.0599994659423","80.3799972534179","3.70000004768371",8200,"10181",23.7
"5432","Birmingham","AL","35209",-86.8177,33.47,"Virginia College-Birmingham",11414,2701,3007,23466.82,"20980","NULL","12250","12250","NULL","NULL","17756",4,2,"2",3,"NULL","0","0","0","0","0","0","0","1","NULL","NULL","NULL","3741","0.77999997138977",0.23000000417232,57.4199981689453,"36.5299987792968","1.30999994277954","6.34999990463257","94.9199981689453","13.9700002670288",12380.5,"19000",22.2
"5531","San Antonio","TX","78221",-98.4942,29.3558,"Southern Careers Institute-San Antonio",10497,1487,NA,14975.55,"NULL","27938","NULL","NULL","18950","NULL","24636",1,1,"1",3,"NULL","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","612","0.81000000238418",0.31999999284744,72.3199996948242,"4.48999977111816","0.97000002861022","69.1699981689453","81.5199966430664","21.7800006866455",8507,"9498",20.6
"7294","Doral","FL","33178-2369",-80.3652,25.8118,"Millennia Atlantic University",4767,3252,NA,NA,"NULL","NULL","7820","7820","NULL","NULL","NULL",4,3,"3",3,"NULL","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","60","NULL",NA,NA,"NULL","NULL","NULL","NULL","NULL",NA,"PrivacySuppressed",0
"5024","San Bernardino","CA","92408",-117.2707,34.0701,"ITT Technical Institute-San Bernardino",22853,3845,6039,37193.89,"24858","NULL","18048","18048","NULL","NULL","20542",3,2,"2",3,"NULL","0","0","0","0","0","0","0","0.8388","0.9367","NULL","NULL","730","0.27000001072883",0.12999999523162,57.9700012207031,"9.47999954223632","3.71000003814697","41.7900009155273","79.0199966430664","15",14656.5,"25833.5",22.4
"154","Russellville","AR","72801-2222",-93.1323,35.2952,"Arkansas Tech University",3247,4550,6096,42912.59,"16126","NULL","5598","10374","NULL","9128","NULL",4,3,"3",1,"NULL","0","0","0","0","0","0","0","0.8503","0.8503","520","25","8734","0.55000001192092",0.18999999761581,89.7600021362304,"5.53999996185302","0.60000002384185","3.65000009536743","96.6600036621094","11.6099996566772",10043,"17528",17.4
"6935","Hamilton","MT","59840",-114.1581,46.2721,"Bitterroot School of Cosmetology",3591,1892,NA,NA,"NULL","11222","NULL","NULL","10500","NULL","7503",1,1,"1",3,"NULL","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","30","NULL",NA,NA,"NULL","NULL","NULL","NULL","NULL",NA,"7700",25
"5773","Indianapolis","IN","46219-4912",-86.04,39.7797,"Crossroads Bible College",8883,3327,3574,43301.47,"19050","NULL","12350","12350","NULL","NULL","15438",3,3,"3",2,"54","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","219","0.41999998688697",0.37999999523162,71.1399993896484,"23.8199996948242","1.3400000333786","3.65000009536743","95.0400009155273","8.47000026702881",14739,"26950.5",18.3
"6087","Bayamon","PR","00961",-66.1653,18.4071,"Leston College",4603,2902,NA,7576.2,"NULL","9009","NULL","NULL","6982","NULL","6211",1,1,"1",3,"NULL","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","180","0.62000000476837",0.2199999988079,80.7399978637695,"8.05000019073486","0.20000000298023","98.8499984741211","PrivacySuppressed","37.0499992370605",NA,"NULL",0
"6200","Orlando","FL","32810",-81.4231,28.6151,"Centura Institute",14260,3489,4930,18931.45,"28116","NULL","NULL","NULL","NULL","NULL","23921",1,1,"1",3,"NULL","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","45","0.85000002384185",0.28999999165534,62.8300018310547,"23.1800003051757","2.71000003814697","21.1100006103515","77.0199966430664","10.8800001144409",9500,"9500",15.6
"718","Enfield","CT","06082",-72.5702,41.9984,"Asnuntuck Community College",3229,7087,6910,32117.67,"10520","NULL","3786","11318","NULL","6279","NULL",2,1,"1",1,"NULL","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","1360","0.6700000166893",0.15999999642372,87,"7","1.76999998092651","4.84000015258789","91.8499984741211","3.81999993324279",4500,"5500",7.1
"4098","Houston","TX","77030",-95.4032,29.7029,"The University of Texas Health Science Center at Houston",9120,110865,9121,37585.43,"NULL","NULL","NULL","NULL","NULL","NULL","NULL",4,3,"3",1,"NULL","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","701","0.75",0.23000000417232,67.9599990844726,"13.6700000762939","6.69999980926513","22.0599994659423","82.4899978637695","8.56999969482422",16500,"18000",1.3
"5398","Clarksburg","WV","26301-6313",-80.3584,39.3107,"United Technical Center",637,9907,NA,20276.55,"12700","NULL","3400","3400","NULL","7400","NULL",1,1,"1",1,"NULL","0","0","0","0","0","0","0","0.4348","0.4348","NULL","NULL","22","1",0.31999999284744,97.0800018310547,"1.41999995708465","0.36000001430511","0.89999997615814","98.4499969482422","12.5500001907348",NA,"NULL",0
