,Year,Link,Week Ending,Comdata,T-Chek Self-Serve,T-Chek Wholesale ,FullDate
475,2007.0,http://www.ttnews.com/fuel/comdata2007.htm,12/10 - 12/14,3.251,3.27,2.621, 12/14/2007
476,2007.0,http://www.ttnews.com/fuel/comdata2007.htm,12/17 - 12/21,3.251,3.281,2.633, 12/21/2007
477,2007.0,http://www.ttnews.com/fuel/comdata2007.htm,12/24 - 12/28,3.275,3.304,2.697, 12/28/2007
478,2006.0,http://www.ttnews.com/fuel/comdata2006.htm,12/25 - 12/29,2.551,2.56,1.877, 12/29/2006
479,2006.0,http://www.ttnews.com/fuel/comdata2006.htm,1/2 - 1/6,2.427,2.455,1.869, 1/6/2006
480,2006.0,http://www.ttnews.com/fuel/comdata2006.htm,1/9 - 1/13,2.435,2.459,1.789, 1/13/2006
481,2006.0,http://www.ttnews.com/fuel/comdata2006.htm,1/16 - 1/20,2.415,2.436,1.818, 1/20/2006
482,2006.0,http://www.ttnews.com/fuel/comdata2006.htm,1/23 - 1/27,2.444,2.476,1.876, 1/27/2006
483,2006.0,http://www.ttnews.com/fuel/comdata2006.htm,1/30 - 2/3,2.454,2.491,1.894, 2/3/2006
484,2006.0,http://www.ttnews.com/fuel/comdata2006.htm,2/6 - 2/10,2.447,2.476,1.822, 2/10/2006
485,2006.0,http://www.ttnews.com/fuel/comdata2006.htm,2/13 - 2/17,2.419,2.448,1.795, 2/17/2006
486,2006.0,http://www.ttnews.com/fuel/comdata2006.htm,2/20 - 2/24,2.417,2.449,1.847, 2/24/2006
487,2006.0,http://www.ttnews.com/fuel/comdata2006.htm,2/27 - 3/3,2.445,2.479,1.913, 3/3/2006
488,2006.0,http://www.ttnews.com/fuel/comdata2006.htm,3/6 - 3/10,2.511,2.55,1.919, 3/10/2006
489,2006.0,http://www.ttnews.com/fuel/comdata2006.htm,3/13 - 3/17,2.522,2.56,1.968, 3/17/2006
490,2006.0,http://www.ttnews.com/fuel/comdata2006.htm,3/20 - 3/24,2.533,2.56,1.909, 3/24/2006
491,2006.0,http://www.ttnews.com/fuel/comdata2006.htm,3/27 - 4/3,2.546,2.581,2.001, 4/3/2006
492,2006.0,http://www.ttnews.com/fuel/comdata2006.htm,4/3 - 4/7,2.594,2.634,2.043, 4/7/2006
493,2006.0,http://www.ttnews.com/fuel/comdata2006.htm,4/10 - 4/14,2.668,2.717,2.157, 4/14/2006
494,2006.0,http://www.ttnews.com/fuel/comdata2006.htm,4/17 - 4/21,2.778,2.827,2.276, 4/21/2006
495,2006.0,http://www.ttnews.com/fuel/comdata2006.htm,4/24 - 4/28,2.843,2.889,2.277, 4/28/2006
496,2006.0,http://www.ttnews.com/fuel/comdata2006.htm,5/1 - 5/5,2.848,2.896,2.253, 5/5/2006
497,2006.0,http://www.ttnews.com/fuel/comdata2006.htm,5/8 - 5/12,2.839,2.89,2.282, 5/12/2006
498,2006.0,http://www.ttnews.com/fuel/comdata2006.htm,5/15 - 5/19,2.845,2.893,2.184, 5/19/2006
499,2006.0,http://www.ttnews.com/fuel/comdata2006.htm,5/22 - 5/26,2.823,2.87,2.217, 5/26/2006
500,2006.0,http://www.ttnews.com/fuel/comdata2006.htm,5/29 - 6/2,2.819,2.87,2.246, 6/2/2006
501,2006.0,http://www.ttnews.com/fuel/comdata2006.htm,6/5 - 6/9,2.849,2.895,2.306, 6/9/2006
502,2006.0,http://www.ttnews.com/fuel/comdata2006.htm,6/12 - 6/16,2.866,2.915,2.266, 6/16/2006
503,2006.0,http://www.ttnews.com/fuel/comdata2006.htm,6/19 - 6/23,2.835,2.871,2.168, 6/23/2006
504,2006.0,http://www.ttnews.com/fuel/comdata2006.htm,6/26 - 6/30,2.831,2.872,2.272, 6/30/2006
505,2006.0,http://www.ttnews.com/fuel/comdata2006.htm,7/3 - 7/7,2.868,2.914,2.335, 7/7/2006
506,2006.0,http://www.ttnews.com/fuel/comdata2006.htm,7/10 - 7/14,2.869,2.909,2.285, 7/14/2006
507,2006.0,http://www.ttnews.com/fuel/comdata2006.htm,7/17 - 7/21,2.894,2.94,2.352, 7/21/2006
508,2006.0,http://www.ttnews.com/fuel/comdata2006.htm,7/24 - 7/28,2.92,2.962,2.4, 7/28/2006
509,2006.0,http://www.ttnews.com/fuel/comdata2006.htm,7/31 - 8/4,2.962,3.014,2.482, 8/4/2006
510,2006.0,http://www.ttnews.com/fuel/comdata2006.htm,8/7 - 8/11,3.018,3.073,2.485, 8/11/2006
511,2006.0,http://www.ttnews.com/fuel/comdata2006.htm,8/14 - 8/18,3.001,3.041,2.424, 8/18/2006
512,2006.0,http://www.ttnews.com/fuel/comdata2006.htm,8/21 - 8/25,2.979,3.021,2.436, 8/25/2006
513,2006.0,http://www.ttnews.com/fuel/comdata2006.htm,8/28 - 9/1,2.945,2.986,2.295, 9/1/2006
514,2006.0,http://www.ttnews.com/fuel/comdata2006.htm,9/4 - 9/8,2.867,2.897,2.147, 9/8/2006
515,2006.0,http://www.ttnews.com/fuel/comdata2006.htm,9/11 - 9/15,2.733,2.755,1.873, 9/15/2006
516,2006.0,http://www.ttnews.com/fuel/comdata2006.htm,9/18 - 9/22,2.605,2.623,1.804, 9/22/2006
517,2006.0,http://www.ttnews.com/fuel/comdata2006.htm,9/25 - 9/29,2.513,2.526,1.847, 9/29/2006
518,2006.0,http://www.ttnews.com/fuel/comdata2006.htm,10/2 - 10/6,2.48,2.495,1.815, 10/6/2006
519,2006.0,http://www.ttnews.com/fuel/comdata2006.htm,10/9 - 10/13,2.464,2.48,1.856, 10/13/2006
520,2006.0,http://www.ttnews.com/fuel/comdata2006.htm,10/16 - 10/20,2.476,2.507,1.91, 10/20/2006
521,2006.0,http://www.ttnews.com/fuel/comdata2006.htm,10/23 - 10/27,2.477,2.502,1.87, 10/27/2006
522,2006.0,http://www.ttnews.com/fuel/comdata2006.htm,10/30 - 11/3,2.469,2.49,1.825, 11/3/2006
523,2006.0,http://www.ttnews.com/fuel/comdata2006.htm,11/6 - 11/10,2.483,2.512,1.952, 11/10/2006
524,2006.0,http://www.ttnews.com/fuel/comdata2006.htm,11/13 - 11/17,2.506,2.531,1.905, 11/17/2006
525,2006.0,http://www.ttnews.com/fuel/comdata2006.htm,11/20 - 11/24,2.512,2.543,1.964, 11/24/2006
526,2006.0,http://www.ttnews.com/fuel/comdata2006.htm,11/27 - 12/1,2.533,2.562,1.98, 12/1/2006
527,2006.0,http://www.ttnews.com/fuel/comdata2006.htm,12/4 - 12/8,2.57,2.593,1.953, 12/8/2006
528,2006.0,http://www.ttnews.com/fuel/comdata2006.htm,12/11 - 12/15,2.556,2.576,1.914, 12/15/2006
529,2006.0,http://www.ttnews.com/fuel/comdata2006.htm,12/18 - 12/22,2.559,2.576,1.914, 12/22/2006
530,2005.0,http://www.ttnews.com/fuel/comdataopis2005.asp,6/27-7/1,2.307,2.339,1.722,7/1/2005
531,2005.0,http://www.ttnews.com/fuel/comdataopis2005.asp,1/3-1/7/2005,1.907,1.934,1.249,1/7/2005
532,2005.0,http://www.ttnews.com/fuel/comdataopis2005.asp,1/10-1/14,1.906,1.928,1.323,1/14/2005
533,2005.0,http://www.ttnews.com/fuel/comdataopis2005.asp,1/17-1/21,1.93,1.953,1.367,1/21/2005
534,2005.0,http://www.ttnews.com/fuel/comdataopis2005.asp,1/24-1/28,1.952,1.974,1.411,1/28/2005
535,2005.0,http://www.ttnews.com/fuel/comdataopis2005.asp,1/31-2/4,1.964,1.989,1.366,2/4/2005
536,2005.0,http://www.ttnews.com/fuel/comdataopis2005.asp,2/7-2/11,1.946,1.97,1.344,2/11/2005
537,2005.0,http://www.ttnews.com/fuel/comdataopis2005.asp,2/14-2/18,1.954,1.979,1.402,2/18/2005
538,2005.0,http://www.ttnews.com/fuel/comdataopis2005.asp,2/21-2/25,2.018,2.033,1.509,2/25/2005
539,2005.0,http://www.ttnews.com/fuel/comdataopis2005.asp,2/28-3/4,2.1,2.125,1.573,3/4/2005
540,2005.0,http://www.ttnews.com/fuel/comdataopis2005.asp,3/7-3/11,2.138,2.166,1.587,3/11/2005
541,2005.0,http://www.ttnews.com/fuel/comdataopis2005.asp,3/14-3/18,2.174,2.197,1.64,3/18/2005
542,2005.0,http://www.ttnews.com/fuel/comdataopis2005.asp,3/21-3/25,2.214,2.244,1.652,3/25/2005
543,2005.0,http://www.ttnews.com/fuel/comdataopis2005.asp,3/28-4/1,2.221,2.247,1.672,4/1/2005
544,2005.0,http://www.ttnews.com/fuel/comdataopis2005.asp,4/4-4/8,2.294,2.325,1.734,4/8/2005
545,2005.0,http://www.ttnews.com/fuel/comdataopis2005.asp,4/11-4/15,2.25,2.284,1.622,4/15/2005
546,2005.0,http://www.ttnews.com/fuel/comdataopis2005.asp,4/18-4/22,2.224,2.251,1.655,4/22/2005
547,2005.0,http://www.ttnews.com/fuel/comdataopis2005.asp,4/25-4/29,2.244,2.276,1.667,4/29/2005
548,2005.0,http://www.ttnews.com/fuel/comdataopis2005.asp,5/2-5/6,2.201,2.235,1.594,5/6/2005
549,2005.0,http://www.ttnews.com/fuel/comdataopis2005.asp,5/9-5/13,2.17,2.207,1.564,5/13/2005
550,2005.0,http://www.ttnews.com/fuel/comdataopis2005.asp,5/16-5/20,2.133,2.167,1.514,5/20/2005
551,2005.0,http://www.ttnews.com/fuel/comdataopis2005.asp,5/23-5/27,2.115,2.14,1.53,5/27/2005
552,2005.0,http://www.ttnews.com/fuel/comdataopis2005.asp,5/30-6/3,2.137,2.164,1.612,6/3/2005
553,2005.0,http://www.ttnews.com/fuel/comdataopis2005.asp,6/6-6/10,2.227,2.257,1.7,6/10/2005
554,2005.0,http://www.ttnews.com/fuel/comdataopis2005.asp,6/13-6/17,2.264,2.294,1.724,6/17/2005
555,2005.0,http://www.ttnews.com/fuel/comdataopis2005.asp,6/20-6/24,2.292,2.325,1.742,6/24/2005
556,2004.0,http://www.ttnews.com/fuel/comdata2004.asp,12/27-12/31,1.94,1.964,1.264,12/31/2004
557,2004.0,http://www.ttnews.com/fuel/comdata2004.asp,12/29/2003-1/2/2004,1.481,1.497,0.931,1/2/2004
558,2004.0,http://www.ttnews.com/fuel/comdata2004.asp,1/5-1/9,1.497,1.516,0.97,1/9/2004
559,2004.0,http://www.ttnews.com/fuel/comdata2004.asp,1/12-1/16,1.538,1.559,0.989,1/16/2004
560,2004.0,http://www.ttnews.com/fuel/comdata2004.asp,1/19-1/23,1.55,1.567,1.018,1/23/2004
561,2004.0,http://www.ttnews.com/fuel/comdata2004.asp,1/26-1/30,1.571,1.593,1.002,1/30/2004
562,2004.0,http://www.ttnews.com/fuel/comdata2004.asp,2/2-2/6,1.555,1.579,0.962,2/6/2004
563,2004.0,http://www.ttnews.com/fuel/comdata2004.asp,2/9-2/13,1.543,1.562,0.965,2/13/2004
564,2004.0,http://www.ttnews.com/fuel/comdata2004.asp,2/16-2/20,1.563,1.583,1.019,2/20/2004
565,2004.0,http://www.ttnews.com/fuel/comdata2004.asp,2/23-2/27,1.57,1.588,1.013,2/27/2004
566,2004.0,http://www.ttnews.com/fuel/comdata2004.asp,3/1-3/5,1.599,1.62,1.055,3/5/2004
567,2004.0,http://www.ttnews.com/fuel/comdata2004.asp,3/8-3/12,1.594,1.618,1.019,3/12/2004
568,2004.0,http://www.ttnews.com/fuel/comdata2004.asp,3/15-3/19,1.596,1.615,1.048,3/19/2004
569,2004.0,http://www.ttnews.com/fuel/comdata2004.asp,3/22-3/26,1.611,1.633,1.064,3/26/2004
570,2004.0,http://www.ttnews.com/fuel/comdata2004.asp,3/29-4/2,1.615,1.64,1.06,4/2/2004
571,2004.0,http://www.ttnews.com/fuel/comdata2004.asp,4/5-4/9,1.623,1.642,1.071,4/9/2004
572,2004.0,http://www.ttnews.com/fuel/comdata2004.asp,4/12-4/16,1.611,1.679,1.142,4/16/2004
573,2004.0,http://www.ttnews.com/fuel/comdata2004.asp,4/19-4/23,1.682,1.708,1.123,4/23/2004
574,2004.0,http://www.ttnews.com/fuel/comdata2004.asp,4/26-4/30,1.672,1.698,1.099,4/30/2004
575,2004.0,http://www.ttnews.com/fuel/comdata2004.asp,5/3-5/7,1.679,1.703,1.137,5/7/2004
576,2004.0,http://www.ttnews.com/fuel/comdata2004.asp,5/10-5/14,1.707,1.729,1.166,5/14/2004
577,2004.0,http://www.ttnews.com/fuel/comdata2004.asp,5/17-5/21,1.718,1.743,1.163,5/21/2004
578,2004.0,http://www.ttnews.com/fuel/comdata2004.asp,5/24-5/28,1.713,1.74,1.163,5/28/2004
579,2004.0,http://www.ttnews.com/fuel/comdata2004.asp,5/31-6/4,1.7,1.727,1.11,6/4/2004
580,2004.0,http://www.ttnews.com/fuel/comdata2004.asp,6/7-6/11,1.682,1.706,1.11,6/11/2004
581,2004.0,http://www.ttnews.com/fuel/comdata2004.asp,6/14-6/18,1.666,1.697,1.072,6/18/2004
582,2004.0,http://www.ttnews.com/fuel/comdata2004.asp,6/21-6/25,1.661,1.683,1.097,6/25/2004
583,2004.0,http://www.ttnews.com/fuel/comdata2004.asp,6/28-7/2,1.663,1.683,1.099,7/2/2004
584,2004.0,http://www.ttnews.com/fuel/comdata2004.asp,7/5-7/9,1.685,1.707,1.159,7/9/2004
585,2004.0,http://www.ttnews.com/fuel/comdata2004.asp,7/12-7/16,1.706,1.727,1.156,7/16/2004
586,2004.0,http://www.ttnews.com/fuel/comdata2004.asp,7/19-7/23,1.712,1.733,1.168,7/23/2004
587,2004.0,http://www.ttnews.com/fuel/comdata2004.asp,7/26-7/30,1.732,1.751,1.168,7/30/2004
588,2004.0,http://www.ttnews.com/fuel/comdata2004.asp,8/2-8/6,1.766,1.786,1.244,8/6/2004
589,2004.0,http://www.ttnews.com/fuel/comdata2004.asp,8/9-8/13,1.784,1.808,1.248,8/13/2004
590,2004.0,http://www.ttnews.com/fuel/comdata2004.asp,8/16-8/20,1.814,1.836,1.299,8/20/2004
591,2004.0,http://www.ttnews.com/fuel/comdata2004.asp,8/23-8/27,1.845,1.869,1.278,8/27/2004
592,2004.0,http://www.ttnews.com/fuel/comdata2004.asp,8/30-9/3,1.828,1.854,1.258,9/3/2004
593,2004.0,http://www.ttnews.com/fuel/comdata2004.asp,9/6-9/10,1.833,1.857,1.29,9/10/2004
594,2004.0,http://www.ttnews.com/fuel/comdata2004.asp,9/13-9/17,1.851,1.857,1.29,9/17/2004
595,2004.0,http://www.ttnews.com/fuel/comdata2004.asp,9/20-9/24,1.921,1.937,1.419,9/24/2004
596,2004.0,http://www.ttnews.com/fuel/comdata2004.asp,9/27-10/1,1.996,2.023,1.478,10/1/2004
597,2004.0,http://www.ttnews.com/fuel/comdata2004.asp,10/4-10/8,2.033,2.059,1.504,10/8/2004
598,2004.0,http://www.ttnews.com/fuel/comdata2004.asp,10/11-10/15,2.085,2.104,1.57,10/15/2004
599,2004.0,http://www.ttnews.com/fuel/comdata2004.asp,10/18-10/22,2.156,2.183,1.619,10/22/2004
600,2004.0,http://www.ttnews.com/fuel/comdata2004.asp,10/25-10/29,2.178,2.21,1.601,10/29/2004
601,2004.0,http://www.ttnews.com/fuel/comdata2004.asp,11/1-11/5,2.145,2.178,1.474,11/5/2004
602,2004.0,http://www.ttnews.com/fuel/comdata2004.asp,11/8-11/12,2.101,2.315,1.429,11/12/2004
603,2004.0,http://www.ttnews.com/fuel/comdata2004.asp,11/15-11/19,2.073,2.102,1.421,11/19/2004
604,2004.0,http://www.ttnews.com/fuel/comdata2004.asp,11/22-11/26,2.073,2.105,1.488,11/26/2004
605,2004.0,http://www.ttnews.com/fuel/comdata2004.asp,11/29-12/3,2.06,2.094,1.4,12/3/2004
606,2004.0,http://www.ttnews.com/fuel/comdata2004.asp,12/6-12/10,1.985,2.02,1.233,12/10/2004
607,2004.0,http://www.ttnews.com/fuel/comdata2004.asp,12/13-12/17,1.947,1.971,1.306,12/17/2004
608,2004.0,http://www.ttnews.com/fuel/comdata2004.asp,12/20-12/24,1.96,1.984,1.373,12/24/2004
609,2003.0,http://www.ttnews.com/fuel/comdata2003.asp,12/22-12/26,1.481,1.496,0.921,12/26/2003
610,2003.0,http://www.ttnews.com/fuel/comdata2003.asp,12/30/2002-1/04/2003,1.475,1.492,0.924,1/04/2003
611,2003.0,http://www.ttnews.com/fuel/comdata2003.asp,1/06-1/11,1.468,1.492,0.893,1/11/2003
612,2003.0,http://www.ttnews.com/fuel/comdata2003.asp,1/13-1/18,1.457,1.477,0.898,1/18/2003
613,2003.0,http://www.ttnews.com/fuel/comdata2003.asp,1/20-1/25,1.46,1.481,0.915,1/25/2003
614,2003.0,http://www.ttnews.com/fuel/comdata2003.asp,1/27-2/01,1.492,1.51,0.975,2/01/2003
615,2003.0,http://www.ttnews.com/fuel/comdata2003.asp,2/03-2/08,1.556,1.569,1.044,2/08/2003
616,2003.0,http://www.ttnews.com/fuel/comdata2003.asp,2/10-2/15,1.675,1.699,1.142,2/15/2003
617,2003.0,http://www.ttnews.com/fuel/comdata2003.asp,2/17-2/22,1.682,1.707,1.144,2/22/2003
618,2003.0,http://www.ttnews.com/fuel/comdata2003.asp,2/24-3/1,1.705,1.727,1.191,3/1/2003
619,2003.0,http://www.ttnews.com/fuel/comdata2003.asp,3/3-3/8,1.738,1.764,1.199,3/8/2003
620,2003.0,http://www.ttnews.com/fuel/comdata2003.asp,3/10-3/15,1.741,1.769,1.174,3/15/2003
621,2003.0,http://www.ttnews.com/fuel/comdata2003.asp,3/17-3/22,1.684,1.717,1.014,3/22/2003
622,2003.0,http://www.ttnews.com/fuel/comdata2003.asp,3/24-3/29,1.596,1.624,0.913,3/29/2003
623,2003.0,http://www.ttnews.com/fuel/comdata2003.asp,3/31-4/5,1.552,1.588,0.932,4/5/2003
624,2003.0,http://www.ttnews.com/fuel/comdata2003.asp,4/7-4/12,1.516,1.537,0.917,4/12/2003
625,2003.0,http://www.ttnews.com/fuel/comdata2003.asp,4/14-4/19,1.512,1.527,0.936,4/19/2003
626,2003.0,http://www.ttnews.com/fuel/comdata2003.asp,4/21-4/26,1.495,1.516,0.917,4/26/2003
627,2003.0,http://www.ttnews.com/fuel/comdata2003.asp,4/28-5/3,1.445,1.478,0.829,5/3/2003
628,2003.0,http://www.ttnews.com/fuel/comdata2003.asp,5/5-5/10,1.419,1.44,0.813,5/10/2003
629,2003.0,http://www.ttnews.com/fuel/comdata2003.asp,5/12-5/17,1.405,1.426,0.835,5/17/2003
630,2003.0,http://www.ttnews.com/fuel/comdata2003.asp,5/19-5/24,1.403,1.424,0.824,5/24/2003
631,2003.0,http://www.ttnews.com/fuel/comdata2003.asp,5/26-5/31,1.39,1.412,0.806,5/31/2003
632,2003.0,http://www.ttnews.com/fuel/comdata2003.asp,6/2-6/7,1.39,1.408,0.823,6/7/2003
633,2003.0,http://www.ttnews.com/fuel/comdata2003.asp,6/9-6/14,1.395,1.414,0.845,6/14/2003
634,2003.0,http://www.ttnews.com/fuel/comdata2003.asp,6/16-6/21,1.393,1.417,0.814,6/21/2003
635,2003.0,http://www.ttnews.com/fuel/comdata2003.asp,6/23-6/28,1.389,1.408,0.821,6/28/2003
636,2003.0,http://www.ttnews.com/fuel/comdata2003.asp,6/30-7/5,1.39,1.409,0.841,7/5/2003
637,2003.0,http://www.ttnews.com/fuel/comdata2003.asp,7/7-7/12,1.397,1.417,0.846,7/12/2003
638,2003.0,http://www.ttnews.com/fuel/comdata2003.asp,7/14-7/19,1.407,1.428,0.854,7/19/2003
639,2003.0,http://www.ttnews.com/fuel/comdata2003.asp,7/21-7/26,1.409,1.427,0.84,7/26/2003
640,2003.0,http://www.ttnews.com/fuel/comdata2003.asp,7/28-8/2,1.409,1.428,0.859,8/2/2003
641,2003.0,http://www.ttnews.com/fuel/comdata2003.asp,8/4-8/9,1.445,1.462,0.917,8/9/2003
642,2003.0,http://www.ttnews.com/fuel/comdata2003.asp,8/11-8/16,1.463,1.482,0.902,8/16/2003
643,2003.0,http://www.ttnews.com/fuel/comdata2003.asp,8/18-8/23,1.465,1.485,0.894,8/23/2003
644,2003.0,http://www.ttnews.com/fuel/comdata2003.asp,8/25-8/30,1.471,1.491,0.907,8/30/2003
645,2003.0,http://www.ttnews.com/fuel/comdata2003.asp,9/1-9/6,1.462,1.483,0.872,9/6/2003
646,2003.0,http://www.ttnews.com/fuel/comdata2003.asp,9/8-9/13,1.443,1.465,0.838,9/13/2003
647,2003.0,http://www.ttnews.com/fuel/comdata2003.asp,9/15-9/20,1.425,1.447,0.802,9/20/2003
648,2003.0,http://www.ttnews.com/fuel/comdata2003.asp,9/22-9/27,1.399,1.42,0.79,9/27/2003
649,2003.0,http://www.ttnews.com/fuel/comdata2003.asp,9/29-10/4,1.399,1.417,0.846,10/4/2003
650,2003.0,http://www.ttnews.com/fuel/comdata2003.asp,10/6-10/10,1.428,1.445,0.898,10/10/2003
651,2003.0,http://www.ttnews.com/fuel/comdata2003.asp,10/13-10/17,1.469,1.488,0.946,10/17/2003
652,2003.0,http://www.ttnews.com/fuel/comdata2003.asp,10/20-10/24,0.0,1.494,0.901,10/24/2003
653,2003.0,http://www.ttnews.com/fuel/comdata2003.asp,10/27-10/31,1.458,1.483,0.874,10/31/2003
654,2003.0,http://www.ttnews.com/fuel/comdata2003.asp,11/3-11/7,1.445,1.467,0.861,11/7/2003
655,2003.0,http://www.ttnews.com/fuel/comdata2003.asp,11/10-11/14,1.445,1.465,0.894,11/14/2003
656,2003.0,http://www.ttnews.com/fuel/comdata2003.asp,11/17-11/21,1.447,1.477,0.916,11/21/2003
657,2003.0,http://www.ttnews.com/fuel/comdata2003.asp,11/24-11/28,1.453,1.477,0.877,11/28/2003
658,2003.0,http://www.ttnews.com/fuel/comdata2003.asp,12/1-12/5,1.446,1.467,0.888,12/5/2003
659,2003.0,http://www.ttnews.com/fuel/comdata2003.asp,12/8-12/12,1.454,1.473,0.904,12/12/2003
660,2003.0,http://www.ttnews.com/fuel/comdata2003.asp,12/15-12/19,1.463,1.482,0.933,12/19/2003
661,2002.0,http://www.ttnews.com/fuel/comdataopis2002.htm,12/23-12/27,1.441,1.449,0.925,12/27/2002
662,2002.0,http://www.ttnews.com/fuel/comdataopis2002.htm,12/31/2001-1/05/2002,1.133,1.154,0.576,1/05/2002
663,2002.0,http://www.ttnews.com/fuel/comdataopis2002.htm,1/07-1/12,1.138,1.154,0.573,1/12/2002
664,2002.0,http://www.ttnews.com/fuel/comdataopis2002.htm,1/14-1/19,1.126,1.141,0.539,1/19/2002
665,2002.0,http://www.ttnews.com/fuel/comdataopis2002.htm,1/21-1/26,1.114,1.129,0.55,1/26/2002
666,2002.0,http://www.ttnews.com/fuel/comdataopis2002.htm,1/28-2/02,1.114,1.134,0.563,2/02/2002
667,2002.0,http://www.ttnews.com/fuel/comdataopis2002.htm,2/04-2/09,1.122,1.138,0.573,2/09/2002
668,2002.0,http://www.ttnews.com/fuel/comdataopis2002.htm,2/11-2/16,1.127,1.142,0.582,2/16/2002
669,2002.0,http://www.ttnews.com/fuel/comdataopis2002.htm,2/18-2/23,1.13,1.146,0.583,2/23/2002
670,2002.0,http://www.ttnews.com/fuel/comdataopis2002.htm,2/25-3/02,1.133,1.148,0.593,3/02/2002
671,2002.0,http://www.ttnews.com/fuel/comdataopis2002.htm,3/4-3/9,1.163,1.182,0.644,3/9/2002
672,2002.0,http://www.ttnews.com/fuel/comdataopis2002.htm,3/11-3/16,1.213,1.221,0.686,3/16/2002
673,2002.0,http://www.ttnews.com/fuel/comdataopis2002.htm,3/18-3/23,1.243,1.258,0.715,3/23/2002
674,2002.0,http://www.ttnews.com/fuel/comdataopis2002.htm,3/25-3/30,1.259,1.277,0.72,3/30/2002
675,2002.0,http://www.ttnews.com/fuel/comdataopis2002.htm,4/1-4/6,1.29,1.322,0.758,4/6/2002
676,2002.0,http://www.ttnews.com/fuel/comdataopis2002.htm,4/8-4/13,1.297,1.318,0.743,4/13/2002
677,2002.0,http://www.ttnews.com/fuel/comdataopis2002.htm,4/15-4/20,1.286,1.306,0.705,4/20/2002
678,2002.0,http://www.ttnews.com/fuel/comdataopis2002.htm,4/22-4/27,1.277,1.296,0.722,4/27/2002
679,2002.0,http://www.ttnews.com/fuel/comdataopis2002.htm,4/29-5/4,1.28,1.299,0.733,5/4/2002
680,2002.0,http://www.ttnews.com/fuel/comdataopis2002.htm,5/6-5/11,1.276,1.296,0.714,5/11/2002
681,2002.0,http://www.ttnews.com/fuel/comdataopis2002.htm,5/13-5/18,1.279,1.297,0.74,5/18/2002
682,2002.0,http://www.ttnews.com/fuel/comdataopis2002.htm,5/20-5/25,1.284,1.303,0.732,5/25/2002
683,2002.0,http://www.ttnews.com/fuel/comdataopis2002.htm,5/27-6/1,1.277,1.299,0.705,6/1/2002
684,2002.0,http://www.ttnews.com/fuel/comdataopis2002.htm,6/3-6/8,1.266,1.286,0.687,6/8/2002
685,2002.0,http://www.ttnews.com/fuel/comdataopis2002.htm,6/10-6/15,1.253,1.273,0.683,6/15/2002
686,2002.0,http://www.ttnews.com/fuel/comdataopis2002.htm,6/17-6/22,1.254,1.273,0.704,6/22/2002
687,2002.0,http://www.ttnews.com/fuel/comdataopis2002.htm,6/24-6/28,1.257,1.274,0.708,6/28/2002
688,2002.0,http://www.ttnews.com/fuel/comdataopis2002.htm,7/1-7/5,1.262,1.281,0.724,7/5/2002
689,2002.0,http://www.ttnews.com/fuel/comdataopis2002.htm,7/8-7/12,1.268,1.285,0.721,7/12/2002
690,2002.0,http://www.ttnews.com/fuel/comdataopis2002.htm,7/15-7/19,1.28,1.297,0.747,7/19/2002
691,2002.0,http://www.ttnews.com/fuel/comdataopis2002.htm,7/22-7/26,1.283,1.303,0.721,7/26/2002
692,2002.0,http://www.ttnews.com/fuel/comdataopis2002.htm,7/29-8/2,1.278,1.297,0.727,8/2/2002
693,2002.0,http://www.ttnews.com/fuel/comdataopis2002.htm,8/5-8/9,1.278,1.296,0.726,8/9/2002
694,2002.0,http://www.ttnews.com/fuel/comdataopis2002.htm,8/12-8/16,1.284,1.301,0.756,8/16/2002
695,2002.0,http://www.ttnews.com/fuel/comdataopis2002.htm,8/19-8/23,1.322,1.341,0.812,8/23/2002
696,2002.0,http://www.ttnews.com/fuel/comdataopis2002.htm,8/26-8/30,1.35,1.368,0.829,8/30/2002
697,2002.0,http://www.ttnews.com/fuel/comdataopis2002.htm,9/2-9/6,1.362,1.382,0.834,9/6/2002
698,2002.0,http://www.ttnews.com/fuel/comdataopis2002.htm,9/9-9-13,1.377,1.398,0.857,9/13/2002
699,2002.0,http://www.ttnews.com/fuel/comdataopis2002.htm,9/16-9/20,1.387,1.409,0.861,9/20/2002
700,2002.0,http://www.ttnews.com/fuel/comdataopis2002.htm,9/23-9/27,1.4,1.42,0.88,9/27/2002
701,2002.0,http://www.ttnews.com/fuel/comdataopis2002.htm,9/30-10/4,1.421,1.442,0.901,10/4/2002
702,2002.0,http://www.ttnews.com/fuel/comdataopis2002.htm,10/7-10/11,1.434,1.458,0.895,10/11/2002
703,2002.0,http://www.ttnews.com/fuel/comdataopis2002.htm,10/14-10/18,1.441,1.464,0.909,10/18/2002
704,2002.0,http://www.ttnews.com/fuel/comdataopis2002.htm,10/21-10/25,1.44,1.464,0.872,10/25/2002
705,2002.0,http://www.ttnews.com/fuel/comdataopis2002.htm,10/28-11/1,1.424,1.449,0.849,11/1/2002
706,2002.0,http://www.ttnews.com/fuel/comdataopis2002.htm,11/4-11/8,1.41,1.434,0.828,11/8/2002
707,2002.0,http://www.ttnews.com/fuel/comdataopis2002.htm,11/11-11/15,1.389,1.414,0.786,11/15/2002
708,2002.0,http://www.ttnews.com/fuel/comdataopis2002.htm,11/18-11/22,1.376,1.396,0.817,11/22/2002
