Miss 2ft jumper 11:41 in 1st Qtr.,4008278882,false,Andre Drummond,6585,1,a,27,5,400827888
Made 14ft jumper 11:21 in 1st Qtr.,4008278885,true,Marcus Morris,6462,1,a,13,13,400827888
Made 13ft jumper 11:00 in 1st Qtr.,4008278886,true,Paul Millsap,3015,1,h,33,78,400827888
Miss 20ft jumper 10:26 in 1st Qtr.,4008278888,false,Al Horford,3213,1,h,13,72,400827888
Miss 9ft jumper 10:12 in 1st Qtr.,40082788810,false,Andre Drummond,6585,1,a,33,9,400827888
Miss 15ft jumper 9:29 in 1st Qtr.,40082788820,false,Jeff Teague,4015,1,h,25,73,400827888
Miss 1ft jumper 9:11 in 1st Qtr.,40082788823,false,Jeff Teague,4015,1,h,26,88,400827888
Miss 18ft jumper 8:49 in 1st Qtr.,40082788828,false,Al Horford,3213,1,h,19,71,400827888
Miss 6ft jumper 8:41 in 1st Qtr.,40082788830,false,Andre Drummond,6585,1,a,26,12,400827888
Made 2ft jumper 8:33 in 1st Qtr.,40082788832,true,Jeff Teague,4015,1,h,27,88,400827888
Made 0ft jumper 8:11 in 1st Qtr.,40082788833,true,Andre Drummond,6585,1,a,25,6,400827888
Miss 18ft jumper 7:56 in 1st Qtr.,40082788834,false,Al Horford,3213,1,h,22,70,400827888
Made 0ft jumper 7:30 in 1st Qtr.,40082788843,true,Marcus Morris,6462,1,a,25,6,400827888
Made 14ft jumper 7:07 in 1st Qtr.,40082788846,true,Paul Millsap,3015,1,h,35,78,400827888
Made 24ft 3-pointer 6:48 in 1st Qtr.,40082788847,true,Ersan Ilyasova,2767,1,a,19,29,400827888
Made 20ft jumper 6:30 in 1st Qtr.,40082788855,true,Marcus Morris,6462,1,a,9,18,400827888
Miss 23ft jumper 6:05 in 1st Qtr.,40082788856,false,Thabo Sefolosha,3028,1,h,48,88,400827888
Made 23ft 3-pointer 5:56 in 1st Qtr.,40082788858,true,Kentavious Caldwell-Pope,2581018,1,a,48,10,400827888
Miss 13ft jumper 5:37 in 1st Qtr.,40082788860,false,Jeff Teague,4015,1,h,12,87,400827888
Made 0ft jumper 5:35 in 1st Qtr.,40082788862,true,Tiago Splitter,3233,1,h,25,88,400827888
Miss 1ft jumper 5:18 in 1st Qtr.,40082788863,false,Marcus Morris,6462,1,a,24,6,400827888
Miss 0ft jumper 5:16 in 1st Qtr.,40082788865,false,Marcus Morris,6462,1,a,25,6,400827888
Miss 11ft jumper 4:54 in 1st Qtr.,40082788869,false,Kentavious Caldwell-Pope,2581018,1,a,25,17,400827888
Miss 1ft jumper 4:41 in 1st Qtr.,40082788874,false,Tiago Splitter,3233,1,h,25,87,400827888
Made 0ft jumper 4:37 in 1st Qtr.,40082788875,true,Paul Millsap,3015,1,h,25,88,400827888
Miss 21ft jumper 3:53 in 1st Qtr.,40082788882,false,Stanley Johnson,3134881,1,a,19,26,400827888
Miss 19ft jumper 3:44 in 1st Qtr.,40082788884,false,Thabo Sefolosha,3028,1,h,41,77,400827888
Made 0ft jumper 3:32 in 1st Qtr.,40082788886,true,Andre Drummond,6585,1,a,25,6,400827888
Made 1ft jumper 3:14 in 1st Qtr.,40082788889,true,Thabo Sefolosha,3028,1,h,26,88,400827888
Miss 24ft jumper 2:46 in 1st Qtr.,40082788890,false,Marcus Morris,6462,1,a,45,20,400827888
Miss 2ft jumper 2:31 in 1st Qtr.,40082788892,false,Dennis Schroder,3032979,1,h,27,88,400827888
