Miss 13ft jumper 11:33 in 1st Qtr.,4008283064,false,Mike Conley,3195,1,a,38,5,400828306
Made 26ft 3-pointer 11:26 in 1st Qtr.,4008283066,true,Mike Conley,3195,1,a,43,25,400828306
Made 25ft 3-pointer 11:07 in 1st Qtr.,4008283067,true,Isaiah Canaan,2490589,1,h,7,71,400828306
Miss 2ft jumper 10:37 in 1st Qtr.,4008283069,false,Courtney Lee,3445,1,a,27,6,400828306
Made 1ft jumper 10:30 in 1st Qtr.,40082830611,true,Jerami Grant,2991070,1,h,26,88,400828306
Miss 1ft jumper 10:25 in 1st Qtr.,40082830612,false,Matt Barnes,1765,1,a,25,7,400828306
Miss 22ft jumper 10:04 in 1st Qtr.,40082830614,false,Robert Covington,2490620,1,h,47,91,400828306
Made 2ft jumper 10:02 in 1st Qtr.,40082830616,true,Robert Covington,2490620,1,h,27,87,400828306
Miss 11ft jumper 9:26 in 1st Qtr.,40082830618,false,Jerami Grant,2991070,1,h,14,89,400828306
Miss 6ft jumper 9:08 in 1st Qtr.,40082830620,false,Marc Gasol,3206,1,a,29,11,400828306
Made 1ft jumper 9:07 in 1st Qtr.,40082830621,true,Jeff Green,3209,1,a,24,6,400828306
Miss 5ft jumper 8:57 in 1st Qtr.,40082830623,false,Tony Wroten,6630,1,h,21,85,400828306
Miss 9ft jumper 8:40 in 1st Qtr.,40082830625,false,Marc Gasol,3206,1,a,34,7,400828306
Made 7ft jumper 8:03 in 1st Qtr.,40082830633,true,Marc Gasol,3206,1,a,25,13,400828306
Miss 1ft jumper 7:35 in 1st Qtr.,40082830639,false,Mike Conley,3195,1,a,26,6,400828306
Made 0ft jumper 7:24 in 1st Qtr.,40082830642,true,Courtney Lee,3445,1,a,25,6,400828306
Miss 26ft jumper 7:11 in 1st Qtr.,40082830643,false,Robert Covington,2490620,1,h,39,66,400828306
Miss 24ft jumper 6:54 in 1st Qtr.,40082830645,false,Matt Barnes,1765,1,a,49,6,400828306
Miss 14ft jumper 6:43 in 1st Qtr.,40082830647,false,Jahlil Okafor,3135048,1,h,14,80,400828306
Made 16ft jumper 6:26 in 1st Qtr.,40082830650,true,Marc Gasol,3206,1,a,11,13,400828306
Made 1ft jumper 6:11 in 1st Qtr.,40082830651,true,Jahlil Okafor,3135048,1,h,26,88,400828306
Made 10ft jumper 5:47 in 1st Qtr.,40082830652,true,Courtney Lee,3445,1,a,34,10,400828306
Made 0ft jumper 5:35 in 1st Qtr.,40082830658,true,Nerlens Noel,2991280,1,h,25,88,400828306
Made 19ft jumper 5:20 in 1st Qtr.,40082830662,true,Marc Gasol,3206,1,a,25,25,400828306
Miss 27ft jumper 4:56 in 1st Qtr.,40082830663,false,Isaiah Canaan,2490589,1,h,44,69,400828306
Miss 20ft jumper 4:37 in 1st Qtr.,40082830668,false,Mike Conley,3195,1,a,14,23,400828306
Miss 23ft jumper 4:30 in 1st Qtr.,40082830670,false,Hollis Thompson,6634,1,h,2,87,400828306
Made 17ft jumper 3:51 in 1st Qtr.,40082830682,true,Marc Gasol,3206,1,a,34,21,400828306
Made 16ft jumper 3:33 in 1st Qtr.,40082830684,true,Richaun Holmes,2993370,1,h,41,91,400828306
Made 22ft jumper 3:15 in 1st Qtr.,40082830685,true,Zach Randolph,1017,1,a,18,27,400828306
Made 12ft jumper 2:44 in 1st Qtr.,40082830687,true,Zach Randolph,1017,1,a,36,10,400828306
Miss 15ft jumper 2:26 in 1st Qtr.,40082830688,false,T.J. McConnell,2530530,1,h,28,73,400828306
